Orthogroup	Amphimedon_UP000007879_400682	Ephydatia_Emu_v1_prots	Human_UP000005640_9606	Niphates_augustus.hints.aa
OG0021597	tr|A0A1X7SJY1|A0A1X7SJY1_AMPQE			
OG0021598	tr|A0A1X7SJY9|A0A1X7SJY9_AMPQE			
OG0021599	tr|A0A1X7SK14|A0A1X7SK14_AMPQE			
OG0021600	tr|A0A1X7SK15|A0A1X7SK15_AMPQE			
OG0021601	tr|A0A1X7SK38|A0A1X7SK38_AMPQE			
OG0021602	tr|A0A1X7SK51|A0A1X7SK51_AMPQE			
OG0021603	tr|A0A1X7SK55|A0A1X7SK55_AMPQE			
OG0021604	tr|A0A1X7SK61|A0A1X7SK61_AMPQE			
OG0021605	tr|A0A1X7SK67|A0A1X7SK67_AMPQE			
OG0021606	tr|A0A1X7SK74|A0A1X7SK74_AMPQE			
OG0021607	tr|A0A1X7SK90|A0A1X7SK90_AMPQE			
OG0021608	tr|A0A1X7SK94|A0A1X7SK94_AMPQE			
OG0021609	tr|A0A1X7SK95|A0A1X7SK95_AMPQE			
OG0021610	tr|A0A1X7SKA8|A0A1X7SKA8_AMPQE			
OG0021611	tr|A0A1X7SKB5|A0A1X7SKB5_AMPQE			
OG0021612	tr|A0A1X7SKC0|A0A1X7SKC0_AMPQE			
OG0021613	tr|A0A1X7SKC4|A0A1X7SKC4_AMPQE			
OG0021614	tr|A0A1X7SKC6|A0A1X7SKC6_AMPQE			
OG0021615	tr|A0A1X7SKC8|A0A1X7SKC8_AMPQE			
OG0021616	tr|A0A1X7SKE0|A0A1X7SKE0_AMPQE			
OG0021617	tr|A0A1X7SKE2|A0A1X7SKE2_AMPQE			
OG0021618	tr|A0A1X7SKG2|A0A1X7SKG2_AMPQE			
OG0021619	tr|A0A1X7SKG4|A0A1X7SKG4_AMPQE			
OG0021620	tr|A0A1X7SKH4|A0A1X7SKH4_AMPQE			
OG0021621	tr|A0A1X7SKH9|A0A1X7SKH9_AMPQE			
OG0021622	tr|A0A1X7SKK1|A0A1X7SKK1_AMPQE			
OG0021623	tr|A0A1X7SKK7|A0A1X7SKK7_AMPQE			
OG0021624	tr|A0A1X7SKM1|A0A1X7SKM1_AMPQE			
OG0021625	tr|A0A1X7SKM6|A0A1X7SKM6_AMPQE			
OG0021626	tr|A0A1X7SKN0|A0A1X7SKN0_AMPQE			
OG0021627	tr|A0A1X7SKQ4|A0A1X7SKQ4_AMPQE			
OG0021628	tr|A0A1X7SKQ8|A0A1X7SKQ8_AMPQE			
OG0021629	tr|A0A1X7SKQ9|A0A1X7SKQ9_AMPQE			
OG0021630	tr|A0A1X7SKT1|A0A1X7SKT1_AMPQE			
OG0021631	tr|A0A1X7SKT7|A0A1X7SKT7_AMPQE			
OG0021632	tr|A0A1X7SKT8|A0A1X7SKT8_AMPQE			
OG0021633	tr|A0A1X7SKU2|A0A1X7SKU2_AMPQE			
OG0021634	tr|A0A1X7SKU6|A0A1X7SKU6_AMPQE			
OG0021635	tr|A0A1X7SKV4|A0A1X7SKV4_AMPQE			
OG0021636	tr|A0A1X7SKV7|A0A1X7SKV7_AMPQE			
OG0021637	tr|A0A1X7SKV9|A0A1X7SKV9_AMPQE			
OG0021638	tr|A0A1X7SKW0|A0A1X7SKW0_AMPQE			
OG0021639	tr|A0A1X7SKW9|A0A1X7SKW9_AMPQE			
OG0021640	tr|A0A1X7SKY2|A0A1X7SKY2_AMPQE			
OG0021641	tr|A0A1X7SKY3|A0A1X7SKY3_AMPQE			
OG0021642	tr|A0A1X7SKY7|A0A1X7SKY7_AMPQE			
OG0021643	tr|A0A1X7SL02|A0A1X7SL02_AMPQE			
OG0021644	tr|A0A1X7SL08|A0A1X7SL08_AMPQE			
OG0021645	tr|A0A1X7SL14|A0A1X7SL14_AMPQE			
OG0021646	tr|A0A1X7SL24|A0A1X7SL24_AMPQE			
OG0021647	tr|A0A1X7SL27|A0A1X7SL27_AMPQE			
OG0021648	tr|A0A1X7SL31|A0A1X7SL31_AMPQE			
OG0021649	tr|A0A1X7SL33|A0A1X7SL33_AMPQE			
OG0021650	tr|A0A1X7SL34|A0A1X7SL34_AMPQE			
OG0021651	tr|A0A1X7SL35|A0A1X7SL35_AMPQE			
OG0021652	tr|A0A1X7SL37|A0A1X7SL37_AMPQE			
OG0021653	tr|A0A1X7SL38|A0A1X7SL38_AMPQE			
OG0021654	tr|A0A1X7SL42|A0A1X7SL42_AMPQE			
OG0021655	tr|A0A1X7SL50|A0A1X7SL50_AMPQE			
OG0021656	tr|A0A1X7SL59|A0A1X7SL59_AMPQE			
OG0021657	tr|A0A1X7SL71|A0A1X7SL71_AMPQE			
OG0021658	tr|A0A1X7SL78|A0A1X7SL78_AMPQE			
OG0021659	tr|A0A1X7SL83|A0A1X7SL83_AMPQE			
OG0021660	tr|A0A1X7SL85|A0A1X7SL85_AMPQE			
OG0021661	tr|A0A1X7SL87|A0A1X7SL87_AMPQE			
OG0021662	tr|A0A1X7SL92|A0A1X7SL92_AMPQE			
OG0021663	tr|A0A1X7SL93|A0A1X7SL93_AMPQE			
OG0021664	tr|A0A1X7SLA5|A0A1X7SLA5_AMPQE			
OG0021665	tr|A0A1X7SLA6|A0A1X7SLA6_AMPQE			
OG0021666	tr|A0A1X7SLB8|A0A1X7SLB8_AMPQE			
OG0021667	tr|A0A1X7SLC3|A0A1X7SLC3_AMPQE			
OG0021668	tr|A0A1X7SLC5|A0A1X7SLC5_AMPQE			
OG0021669	tr|A0A1X7SLC6|A0A1X7SLC6_AMPQE			
OG0021670	tr|A0A1X7SLF1|A0A1X7SLF1_AMPQE			
OG0021671	tr|A0A1X7SLG1|A0A1X7SLG1_AMPQE			
OG0021672	tr|A0A1X7SLG5|A0A1X7SLG5_AMPQE			
OG0021673	tr|A0A1X7SLG9|A0A1X7SLG9_AMPQE			
OG0021674	tr|A0A1X7SLH8|A0A1X7SLH8_AMPQE			
OG0021675	tr|A0A1X7SLK9|A0A1X7SLK9_AMPQE			
OG0021676	tr|A0A1X7SLL6|A0A1X7SLL6_AMPQE			
OG0021677	tr|A0A1X7SLL7|A0A1X7SLL7_AMPQE			
OG0021678	tr|A0A1X7SLL8|A0A1X7SLL8_AMPQE			
OG0021679	tr|A0A1X7SLN0|A0A1X7SLN0_AMPQE			
OG0021680	tr|A0A1X7SLN3|A0A1X7SLN3_AMPQE			
OG0021681	tr|A0A1X7SLP0|A0A1X7SLP0_AMPQE			
OG0021682	tr|A0A1X7SLP2|A0A1X7SLP2_AMPQE			
OG0021683	tr|A0A1X7SLQ4|A0A1X7SLQ4_AMPQE			
OG0021684	tr|A0A1X7SLQ9|A0A1X7SLQ9_AMPQE			
OG0021685	tr|A0A1X7SLR0|A0A1X7SLR0_AMPQE			
OG0021686	tr|A0A1X7SLS4|A0A1X7SLS4_AMPQE			
OG0021687	tr|A0A1X7SLT3|A0A1X7SLT3_AMPQE			
OG0021688	tr|A0A1X7SLU4|A0A1X7SLU4_AMPQE			
OG0021689	tr|A0A1X7SLU7|A0A1X7SLU7_AMPQE			
OG0021690	tr|A0A1X7SLU9|A0A1X7SLU9_AMPQE			
OG0021691	tr|A0A1X7SLV9|A0A1X7SLV9_AMPQE			
OG0021692	tr|A0A1X7SLW0|A0A1X7SLW0_AMPQE			
OG0021693	tr|A0A1X7SLW5|A0A1X7SLW5_AMPQE			
OG0021694	tr|A0A1X7SLY2|A0A1X7SLY2_AMPQE			
OG0021695	tr|A0A1X7SLY8|A0A1X7SLY8_AMPQE			
OG0021696	tr|A0A1X7SM13|A0A1X7SM13_AMPQE			
OG0021697	tr|A0A1X7SM24|A0A1X7SM24_AMPQE			
OG0021698	tr|A0A1X7SM29|A0A1X7SM29_AMPQE			
OG0021699	tr|A0A1X7SM33|A0A1X7SM33_AMPQE			
OG0021700	tr|A0A1X7SM68|A0A1X7SM68_AMPQE			
OG0021701	tr|A0A1X7SM93|A0A1X7SM93_AMPQE			
OG0021702	tr|A0A1X7SMA1|A0A1X7SMA1_AMPQE			
OG0021703	tr|A0A1X7SMA4|A0A1X7SMA4_AMPQE			
OG0021704	tr|A0A1X7SMA9|A0A1X7SMA9_AMPQE			
OG0021705	tr|A0A1X7SMC1|A0A1X7SMC1_AMPQE			
OG0021706	tr|A0A1X7SMC4|A0A1X7SMC4_AMPQE			
OG0021707	tr|A0A1X7SMC5|A0A1X7SMC5_AMPQE			
OG0021708	tr|A0A1X7SMD1|A0A1X7SMD1_AMPQE			
OG0021709	tr|A0A1X7SME5|A0A1X7SME5_AMPQE			
OG0021710	tr|A0A1X7SME7|A0A1X7SME7_AMPQE			
OG0021711	tr|A0A1X7SME9|A0A1X7SME9_AMPQE			
OG0021712	tr|A0A1X7SMF0|A0A1X7SMF0_AMPQE			
OG0021713	tr|A0A1X7SMF7|A0A1X7SMF7_AMPQE			
OG0021714	tr|A0A1X7SMF8|A0A1X7SMF8_AMPQE			
OG0021715	tr|A0A1X7SMG3|A0A1X7SMG3_AMPQE			
OG0021716	tr|A0A1X7SMH5|A0A1X7SMH5_AMPQE			
OG0021717	tr|A0A1X7SMI8|A0A1X7SMI8_AMPQE			
OG0021718	tr|A0A1X7SMJ5|A0A1X7SMJ5_AMPQE			
OG0021719	tr|A0A1X7SMJ6|A0A1X7SMJ6_AMPQE			
OG0021720	tr|A0A1X7SMK8|A0A1X7SMK8_AMPQE			
OG0021721	tr|A0A1X7SMK9|A0A1X7SMK9_AMPQE			
OG0021722	tr|A0A1X7SML4|A0A1X7SML4_AMPQE			
OG0021723	tr|A0A1X7SML5|A0A1X7SML5_AMPQE			
OG0021724	tr|A0A1X7SMM0|A0A1X7SMM0_AMPQE			
OG0021725	tr|A0A1X7SMM9|A0A1X7SMM9_AMPQE			
OG0021726	tr|A0A1X7SMP0|A0A1X7SMP0_AMPQE			
OG0021727	tr|A0A1X7SMP5|A0A1X7SMP5_AMPQE			
OG0021728	tr|A0A1X7SMQ3|A0A1X7SMQ3_AMPQE			
OG0021729	tr|A0A1X7SMQ4|A0A1X7SMQ4_AMPQE			
OG0021730	tr|A0A1X7SMQ6|A0A1X7SMQ6_AMPQE			
OG0021731	tr|A0A1X7SMQ8|A0A1X7SMQ8_AMPQE			
OG0021732	tr|A0A1X7SMQ9|A0A1X7SMQ9_AMPQE			
OG0021733	tr|A0A1X7SMR7|A0A1X7SMR7_AMPQE			
OG0021734	tr|A0A1X7SMR9|A0A1X7SMR9_AMPQE			
OG0021735	tr|A0A1X7SMS1|A0A1X7SMS1_AMPQE			
OG0021736	tr|A0A1X7SMS3|A0A1X7SMS3_AMPQE			
OG0021737	tr|A0A1X7SMS9|A0A1X7SMS9_AMPQE			
OG0021738	tr|A0A1X7SMT0|A0A1X7SMT0_AMPQE			
OG0021739	tr|A0A1X7SMT3|A0A1X7SMT3_AMPQE			
OG0021740	tr|A0A1X7SMT6|A0A1X7SMT6_AMPQE			
OG0021741	tr|A0A1X7SMT9|A0A1X7SMT9_AMPQE			
OG0021742	tr|A0A1X7SMV0|A0A1X7SMV0_AMPQE			
OG0021743	tr|A0A1X7SMW8|A0A1X7SMW8_AMPQE			
OG0021744	tr|A0A1X7SMX0|A0A1X7SMX0_AMPQE			
OG0021745	tr|A0A1X7SMX1|A0A1X7SMX1_AMPQE			
OG0021746	tr|A0A1X7SMX9|A0A1X7SMX9_AMPQE			
OG0021747	tr|A0A1X7SMY7|A0A1X7SMY7_AMPQE			
OG0021748	tr|A0A1X7SN12|A0A1X7SN12_AMPQE			
OG0021749	tr|A0A1X7SN31|A0A1X7SN31_AMPQE			
OG0021750	tr|A0A1X7SN44|A0A1X7SN44_AMPQE			
OG0021751	tr|A0A1X7SN73|A0A1X7SN73_AMPQE			
OG0021752	tr|A0A1X7SN77|A0A1X7SN77_AMPQE			
OG0021753	tr|A0A1X7SN95|A0A1X7SN95_AMPQE			
OG0021754	tr|A0A1X7SNA0|A0A1X7SNA0_AMPQE			
OG0021755	tr|A0A1X7SNA4|A0A1X7SNA4_AMPQE			
OG0021756	tr|A0A1X7SNA8|A0A1X7SNA8_AMPQE			
OG0021757	tr|A0A1X7SNA9|A0A1X7SNA9_AMPQE			
OG0021758	tr|A0A1X7SND5|A0A1X7SND5_AMPQE			
OG0021759	tr|A0A1X7SNF2|A0A1X7SNF2_AMPQE			
OG0021760	tr|A0A1X7SNF3|A0A1X7SNF3_AMPQE			
OG0021761	tr|A0A1X7SNG2|A0A1X7SNG2_AMPQE			
OG0021762	tr|A0A1X7SNH0|A0A1X7SNH0_AMPQE			
OG0021763	tr|A0A1X7SNH3|A0A1X7SNH3_AMPQE			
OG0021764	tr|A0A1X7SNI1|A0A1X7SNI1_AMPQE			
OG0021765	tr|A0A1X7SNI5|A0A1X7SNI5_AMPQE			
OG0021766	tr|A0A1X7SNK5|A0A1X7SNK5_AMPQE			
OG0021767	tr|A0A1X7SNL5|A0A1X7SNL5_AMPQE			
OG0021768	tr|A0A1X7SNL6|A0A1X7SNL6_AMPQE			
OG0021769	tr|A0A1X7SNM1|A0A1X7SNM1_AMPQE			
OG0021770	tr|A0A1X7SNM2|A0A1X7SNM2_AMPQE			
OG0021771	tr|A0A1X7SNM4|A0A1X7SNM4_AMPQE			
OG0021772	tr|A0A1X7SNM9|A0A1X7SNM9_AMPQE			
OG0021773	tr|A0A1X7SNN1|A0A1X7SNN1_AMPQE			
OG0021774	tr|A0A1X7SNN7|A0A1X7SNN7_AMPQE			
OG0021775	tr|A0A1X7SNP0|A0A1X7SNP0_AMPQE			
OG0021776	tr|A0A1X7SNQ0|A0A1X7SNQ0_AMPQE			
OG0021777	tr|A0A1X7SNQ1|A0A1X7SNQ1_AMPQE			
OG0021778	tr|A0A1X7SNR2|A0A1X7SNR2_AMPQE			
OG0021779	tr|A0A1X7SNR9|A0A1X7SNR9_AMPQE			
OG0021780	tr|A0A1X7SNS2|A0A1X7SNS2_AMPQE			
OG0021781	tr|A0A1X7SNS9|A0A1X7SNS9_AMPQE			
OG0021782	tr|A0A1X7SNT3|A0A1X7SNT3_AMPQE			
OG0021783	tr|A0A1X7SNT5|A0A1X7SNT5_AMPQE			
OG0021784	tr|A0A1X7SNU0|A0A1X7SNU0_AMPQE			
OG0021785	tr|A0A1X7SNU2|A0A1X7SNU2_AMPQE			
OG0021786	tr|A0A1X7SNW1|A0A1X7SNW1_AMPQE			
OG0021787	tr|A0A1X7SNX4|A0A1X7SNX4_AMPQE			
OG0021788	tr|A0A1X7SNX7|A0A1X7SNX7_AMPQE			
OG0021789	tr|A0A1X7SNY3|A0A1X7SNY3_AMPQE			
OG0021790	tr|A0A1X7SNY9|A0A1X7SNY9_AMPQE			
OG0021791	tr|A0A1X7SP12|A0A1X7SP12_AMPQE			
OG0021792	tr|A0A1X7SP23|A0A1X7SP23_AMPQE			
OG0021793	tr|A0A1X7SP32|A0A1X7SP32_AMPQE			
OG0021794	tr|A0A1X7SP33|A0A1X7SP33_AMPQE			
OG0021795	tr|A0A1X7SP59|A0A1X7SP59_AMPQE			
OG0021796	tr|A0A1X7SP66|A0A1X7SP66_AMPQE			
OG0021797	tr|A0A1X7SP71|A0A1X7SP71_AMPQE			
OG0021798	tr|A0A1X7SP80|A0A1X7SP80_AMPQE			
OG0021799	tr|A0A1X7SP96|A0A1X7SP96_AMPQE			
OG0021800	tr|A0A1X7SPA8|A0A1X7SPA8_AMPQE			
OG0021801	tr|A0A1X7SPB2|A0A1X7SPB2_AMPQE			
OG0021802	tr|A0A1X7SPC6|A0A1X7SPC6_AMPQE			
OG0021803	tr|A0A1X7SPD0|A0A1X7SPD0_AMPQE			
OG0021804	tr|A0A1X7SPD4|A0A1X7SPD4_AMPQE			
OG0021805	tr|A0A1X7SPG5|A0A1X7SPG5_AMPQE			
OG0021806	tr|A0A1X7SPG9|A0A1X7SPG9_AMPQE			
OG0021807	tr|A0A1X7SPH1|A0A1X7SPH1_AMPQE			
OG0021808	tr|A0A1X7SPH4|A0A1X7SPH4_AMPQE			
OG0021809	tr|A0A1X7SPH8|A0A1X7SPH8_AMPQE			
OG0021810	tr|A0A1X7SPI3|A0A1X7SPI3_AMPQE			
OG0021811	tr|A0A1X7SPI4|A0A1X7SPI4_AMPQE			
OG0021812	tr|A0A1X7SPI8|A0A1X7SPI8_AMPQE			
OG0021813	tr|A0A1X7SPJ2|A0A1X7SPJ2_AMPQE			
OG0021814	tr|A0A1X7SPK4|A0A1X7SPK4_AMPQE			
OG0021815	tr|A0A1X7SPK5|A0A1X7SPK5_AMPQE			
OG0021816	tr|A0A1X7SPL0|A0A1X7SPL0_AMPQE			
OG0021817	tr|A0A1X7SPM1|A0A1X7SPM1_AMPQE			
OG0021818	tr|A0A1X7SPM6|A0A1X7SPM6_AMPQE			
OG0021819	tr|A0A1X7SPN0|A0A1X7SPN0_AMPQE			
OG0021820	tr|A0A1X7SPN2|A0A1X7SPN2_AMPQE			
OG0021821	tr|A0A1X7SPP2|A0A1X7SPP2_AMPQE			
OG0021822	tr|A0A1X7SPP9|A0A1X7SPP9_AMPQE			
OG0021823	tr|A0A1X7SPR7|A0A1X7SPR7_AMPQE			
OG0021824	tr|A0A1X7SPR8|A0A1X7SPR8_AMPQE			
OG0021825	tr|A0A1X7SPS3|A0A1X7SPS3_AMPQE			
OG0021826	tr|A0A1X7SPT8|A0A1X7SPT8_AMPQE			
OG0021827	tr|A0A1X7SPW3|A0A1X7SPW3_AMPQE			
OG0021828	tr|A0A1X7SPX8|A0A1X7SPX8_AMPQE			
OG0021829	tr|A0A1X7SPX9|A0A1X7SPX9_AMPQE			
OG0021830	tr|A0A1X7SPY7|A0A1X7SPY7_AMPQE			
OG0021831	tr|A0A1X7SPZ4|A0A1X7SPZ4_AMPQE			
OG0021832	tr|A0A1X7SPZ9|A0A1X7SPZ9_AMPQE			
OG0021833	tr|A0A1X7SQ04|A0A1X7SQ04_AMPQE			
OG0021834	tr|A0A1X7SQ09|A0A1X7SQ09_AMPQE			
OG0021835	tr|A0A1X7SQ17|A0A1X7SQ17_AMPQE			
OG0021836	tr|A0A1X7SQ19|A0A1X7SQ19_AMPQE			
OG0021837	tr|A0A1X7SQ26|A0A1X7SQ26_AMPQE			
OG0021838	tr|A0A1X7SQ38|A0A1X7SQ38_AMPQE			
OG0021839	tr|A0A1X7SQ43|A0A1X7SQ43_AMPQE			
OG0021840	tr|A0A1X7SQ60|A0A1X7SQ60_AMPQE			
OG0021841	tr|A0A1X7SQ61|A0A1X7SQ61_AMPQE			
OG0021842	tr|A0A1X7SQ64|A0A1X7SQ64_AMPQE			
OG0021843	tr|A0A1X7SQ74|A0A1X7SQ74_AMPQE			
OG0021844	tr|A0A1X7SQ75|A0A1X7SQ75_AMPQE			
OG0021845	tr|A0A1X7SQ77|A0A1X7SQ77_AMPQE			
OG0021846	tr|A0A1X7SQ81|A0A1X7SQ81_AMPQE			
OG0021847	tr|A0A1X7SQ88|A0A1X7SQ88_AMPQE			
OG0021848	tr|A0A1X7SQ90|A0A1X7SQ90_AMPQE			
OG0021849	tr|A0A1X7SQ99|A0A1X7SQ99_AMPQE			
OG0021850	tr|A0A1X7SQB7|A0A1X7SQB7_AMPQE			
OG0021851	tr|A0A1X7SQC7|A0A1X7SQC7_AMPQE			
OG0021852	tr|A0A1X7SQD0|A0A1X7SQD0_AMPQE			
OG0021853	tr|A0A1X7SQD3|A0A1X7SQD3_AMPQE			
OG0021854	tr|A0A1X7SQE8|A0A1X7SQE8_AMPQE			
OG0021855	tr|A0A1X7SQF3|A0A1X7SQF3_AMPQE			
OG0021856	tr|A0A1X7SQH3|A0A1X7SQH3_AMPQE			
OG0021857	tr|A0A1X7SQH4|A0A1X7SQH4_AMPQE			
OG0021858	tr|A0A1X7SQH7|A0A1X7SQH7_AMPQE			
OG0021859	tr|A0A1X7SQI0|A0A1X7SQI0_AMPQE			
OG0021860	tr|A0A1X7SQI2|A0A1X7SQI2_AMPQE			
OG0021861	tr|A0A1X7SQJ2|A0A1X7SQJ2_AMPQE			
OG0021862	tr|A0A1X7SQJ5|A0A1X7SQJ5_AMPQE			
OG0021863	tr|A0A1X7SQJ7|A0A1X7SQJ7_AMPQE			
OG0021864	tr|A0A1X7SQK0|A0A1X7SQK0_AMPQE			
OG0021865	tr|A0A1X7SQK5|A0A1X7SQK5_AMPQE			
OG0021866	tr|A0A1X7SQL5|A0A1X7SQL5_AMPQE			
OG0021867	tr|A0A1X7SQM1|A0A1X7SQM1_AMPQE			
OG0021868	tr|A0A1X7SQM4|A0A1X7SQM4_AMPQE			
OG0021869	tr|A0A1X7SQM7|A0A1X7SQM7_AMPQE			
OG0021870	tr|A0A1X7SQN8|A0A1X7SQN8_AMPQE			
OG0021871	tr|A0A1X7SQP4|A0A1X7SQP4_AMPQE			
OG0021872	tr|A0A1X7SQR1|A0A1X7SQR1_AMPQE			
OG0021873	tr|A0A1X7SQR4|A0A1X7SQR4_AMPQE			
OG0021874	tr|A0A1X7SQR5|A0A1X7SQR5_AMPQE			
OG0021875	tr|A0A1X7SQR6|A0A1X7SQR6_AMPQE			
OG0021876	tr|A0A1X7SQR9|A0A1X7SQR9_AMPQE			
OG0021877	tr|A0A1X7SQT3|A0A1X7SQT3_AMPQE			
OG0021878	tr|A0A1X7SQT4|A0A1X7SQT4_AMPQE			
OG0021879	tr|A0A1X7SQU9|A0A1X7SQU9_AMPQE			
OG0021880	tr|A0A1X7SQV1|A0A1X7SQV1_AMPQE			
OG0021881	tr|A0A1X7SQW5|A0A1X7SQW5_AMPQE			
OG0021882	tr|A0A1X7SQW8|A0A1X7SQW8_AMPQE			
OG0021883	tr|A0A1X7SQX1|A0A1X7SQX1_AMPQE			
OG0021884	tr|A0A1X7SQY2|A0A1X7SQY2_AMPQE			
OG0021885	tr|A0A1X7SQZ1|A0A1X7SQZ1_AMPQE			
OG0021886	tr|A0A1X7SQZ3|A0A1X7SQZ3_AMPQE			
OG0021887	tr|A0A1X7SQZ5|A0A1X7SQZ5_AMPQE			
OG0021888	tr|A0A1X7SQZ9|A0A1X7SQZ9_AMPQE			
OG0021889	tr|A0A1X7SR13|A0A1X7SR13_AMPQE			
OG0021890	tr|A0A1X7SR27|A0A1X7SR27_AMPQE			
OG0021891	tr|A0A1X7SR46|A0A1X7SR46_AMPQE			
OG0021892	tr|A0A1X7SR70|A0A1X7SR70_AMPQE			
OG0021893	tr|A0A1X7SR87|A0A1X7SR87_AMPQE			
OG0021894	tr|A0A1X7SR91|A0A1X7SR91_AMPQE			
OG0021895	tr|A0A1X7SRB0|A0A1X7SRB0_AMPQE			
OG0021896	tr|A0A1X7SRB9|A0A1X7SRB9_AMPQE			
OG0021897	tr|A0A1X7SRC5|A0A1X7SRC5_AMPQE			
OG0021898	tr|A0A1X7SRC8|A0A1X7SRC8_AMPQE			
OG0021899	tr|A0A1X7SRD1|A0A1X7SRD1_AMPQE			
OG0021900	tr|A0A1X7SRF2|A0A1X7SRF2_AMPQE			
OG0021901	tr|A0A1X7SRF9|A0A1X7SRF9_AMPQE			
OG0021902	tr|A0A1X7SRG0|A0A1X7SRG0_AMPQE			
OG0021903	tr|A0A1X7SRH1|A0A1X7SRH1_AMPQE			
OG0021904	tr|A0A1X7SRH6|A0A1X7SRH6_AMPQE			
OG0021905	tr|A0A1X7SRI0|A0A1X7SRI0_AMPQE			
OG0021906	tr|A0A1X7SRI6|A0A1X7SRI6_AMPQE			
OG0021907	tr|A0A1X7SRI7|A0A1X7SRI7_AMPQE			
OG0021908	tr|A0A1X7SRJ4|A0A1X7SRJ4_AMPQE			
OG0021909	tr|A0A1X7SRJ9|A0A1X7SRJ9_AMPQE			
OG0021910	tr|A0A1X7SRK0|A0A1X7SRK0_AMPQE			
OG0021911	tr|A0A1X7SRK8|A0A1X7SRK8_AMPQE			
OG0021912	tr|A0A1X7SRL6|A0A1X7SRL6_AMPQE			
OG0021913	tr|A0A1X7SRL7|A0A1X7SRL7_AMPQE			
OG0021914	tr|A0A1X7SRM7|A0A1X7SRM7_AMPQE			
OG0021915	tr|A0A1X7SRR3|A0A1X7SRR3_AMPQE			
OG0021916	tr|A0A1X7SRR9|A0A1X7SRR9_AMPQE			
OG0021917	tr|A0A1X7SRS7|A0A1X7SRS7_AMPQE			
OG0021918	tr|A0A1X7SRS9|A0A1X7SRS9_AMPQE			
OG0021919	tr|A0A1X7SRT3|A0A1X7SRT3_AMPQE			
OG0021920	tr|A0A1X7SRT7|A0A1X7SRT7_AMPQE			
OG0021921	tr|A0A1X7SRX6|A0A1X7SRX6_AMPQE			
OG0021922	tr|A0A1X7SRY5|A0A1X7SRY5_AMPQE			
OG0021923	tr|A0A1X7SRZ4|A0A1X7SRZ4_AMPQE			
OG0021924	tr|A0A1X7SS03|A0A1X7SS03_AMPQE			
OG0021925	tr|A0A1X7SS04|A0A1X7SS04_AMPQE			
OG0021926	tr|A0A1X7SS05|A0A1X7SS05_AMPQE			
OG0021927	tr|A0A1X7SS16|A0A1X7SS16_AMPQE			
OG0021928	tr|A0A1X7SS24|A0A1X7SS24_AMPQE			
OG0021929	tr|A0A1X7SS32|A0A1X7SS32_AMPQE			
OG0021930	tr|A0A1X7SS34|A0A1X7SS34_AMPQE			
OG0021931	tr|A0A1X7SS41|A0A1X7SS41_AMPQE			
OG0021932	tr|A0A1X7SS57|A0A1X7SS57_AMPQE			
OG0021933	tr|A0A1X7SS64|A0A1X7SS64_AMPQE			
OG0021934	tr|A0A1X7SS69|A0A1X7SS69_AMPQE			
OG0021935	tr|A0A1X7SS70|A0A1X7SS70_AMPQE			
OG0021936	tr|A0A1X7SS74|A0A1X7SS74_AMPQE			
OG0021937	tr|A0A1X7SS85|A0A1X7SS85_AMPQE			
OG0021938	tr|A0A1X7SS91|A0A1X7SS91_AMPQE			
OG0021939	tr|A0A1X7SS96|A0A1X7SS96_AMPQE			
OG0021940	tr|A0A1X7SSA2|A0A1X7SSA2_AMPQE			
OG0021941	tr|A0A1X7SSA3|A0A1X7SSA3_AMPQE			
OG0021942	tr|A0A1X7SSC8|A0A1X7SSC8_AMPQE			
OG0021943	tr|A0A1X7SSE0|A0A1X7SSE0_AMPQE			
OG0021944	tr|A0A1X7SSE4|A0A1X7SSE4_AMPQE			
OG0021945	tr|A0A1X7SSH6|A0A1X7SSH6_AMPQE			
OG0021946	tr|A0A1X7SSJ2|A0A1X7SSJ2_AMPQE			
OG0021947	tr|A0A1X7SSJ3|A0A1X7SSJ3_AMPQE			
OG0021948	tr|A0A1X7SSK0|A0A1X7SSK0_AMPQE			
OG0021949	tr|A0A1X7SSK3|A0A1X7SSK3_AMPQE			
OG0021950	tr|A0A1X7SSK5|A0A1X7SSK5_AMPQE			
OG0021951	tr|A0A1X7SSK8|A0A1X7SSK8_AMPQE			
OG0021952	tr|A0A1X7SSL8|A0A1X7SSL8_AMPQE			
OG0021953	tr|A0A1X7SSN8|A0A1X7SSN8_AMPQE			
OG0021954	tr|A0A1X7SSN9|A0A1X7SSN9_AMPQE			
OG0021955	tr|A0A1X7SSQ3|A0A1X7SSQ3_AMPQE			
OG0021956	tr|A0A1X7SSR5|A0A1X7SSR5_AMPQE			
OG0021957	tr|A0A1X7SSR9|A0A1X7SSR9_AMPQE			
OG0021958	tr|A0A1X7SSS5|A0A1X7SSS5_AMPQE			
OG0021959	tr|A0A1X7SST4|A0A1X7SST4_AMPQE			
OG0021960	tr|A0A1X7SSU0|A0A1X7SSU0_AMPQE			
OG0021961	tr|A0A1X7SSU2|A0A1X7SSU2_AMPQE			
OG0021962	tr|A0A1X7SSU3|A0A1X7SSU3_AMPQE			
OG0021963	tr|A0A1X7SSU8|A0A1X7SSU8_AMPQE			
OG0021964	tr|A0A1X7SSV8|A0A1X7SSV8_AMPQE			
OG0021965	tr|A0A1X7SSX8|A0A1X7SSX8_AMPQE			
