Orthogroup	Niphates_augustus.hints.aa	Amphimedon_UP000007879_400682
OG0001805	jg7663.t1	tr|A0A1X7TL38|A0A1X7TL38_AMPQE, tr|A0A1X7TKQ5|A0A1X7TKQ5_AMPQE, tr|A0A1X7SI98|A0A1X7SI98_AMPQE, tr|A0A1X7TKY4|A0A1X7TKY4_AMPQE, tr|A0A1X7TU24|A0A1X7TU24_AMPQE, tr|A0A1X7SLE2|A0A1X7SLE2_AMPQE
OG0001806	jg12567.t2, jg12567.t1, jg28800.t1, jg23330.t1	tr|A0A1X7SIK1|A0A1X7SIK1_AMPQE, tr|A0A1X7SM84|A0A1X7SM84_AMPQE, tr|A0A1X7UNM6|A0A1X7UNM6_AMPQE
OG0001808	jg1637.t1, jg1637.t2, jg1637.t3, jg29231.t1, jg13972.t1, jg13971.t1	tr|A0A1X7V188|A0A1X7V188_AMPQE, tr|A0A1X7SIL6|A0A1X7SIL6_AMPQE
OG0001809	jg30233.t1, jg11325.t2, jg11325.t1	tr|A0A1X7STG1|A0A1X7STG1_AMPQE, tr|A0A1X7SIV9|A0A1X7SIV9_AMPQE, tr|A0A1X7SL00|A0A1X7SL00_AMPQE, tr|A0A1X7U903|A0A1X7U903_AMPQE
OG0001812	jg8540.t1, jg8540.t2	tr|A0A1X7TH14|A0A1X7TH14_AMPQE, tr|A0A1X7SJ53|A0A1X7SJ53_AMPQE, tr|A0A1X7VNX6|A0A1X7VNX6_AMPQE
OG0001813	jg21221.t1, jg15314.t1	tr|A0A1X7TP55|A0A1X7TP55_AMPQE, tr|A0A1X7SJF9|A0A1X7SJF9_AMPQE, tr|A0A1X7T9D8|A0A1X7T9D8_AMPQE, tr|A0A1X7SN07|A0A1X7SN07_AMPQE, tr|A0A1X7TEN8|A0A1X7TEN8_AMPQE, tr|A0A1X7SX27|A0A1X7SX27_AMPQE, tr|A0A1X7TB41|A0A1X7TB41_AMPQE, tr|A0A1X7TEQ9|A0A1X7TEQ9_AMPQE
OG0001814	jg17847.t1	tr|A0A1X7TVI3|A0A1X7TVI3_AMPQE, tr|A0A1X7TKM5|A0A1X7TKM5_AMPQE, tr|A0A1X7TIU7|A0A1X7TIU7_AMPQE, tr|A0A1X7SJH3|A0A1X7SJH3_AMPQE
OG0001814	jg19731.t1	tr|A0A1X7TGW1|A0A1X7TGW1_AMPQE
OG0001815	jg20397.t1, jg16048.t1, jg28967.t1	tr|A0A1X7SJN7|A0A1X7SJN7_AMPQE, tr|A0A1X7ULM3|A0A1X7ULM3_AMPQE, tr|A0A1X7UMC5|A0A1X7UMC5_AMPQE, tr|A0A1X7SYI9|A0A1X7SYI9_AMPQE, tr|A0A1X7ULE1|A0A1X7ULE1_AMPQE, tr|A0A1X7UKR2|A0A1X7UKR2_AMPQE
OG0001816	jg12211.t1	tr|A0A1X7TVA7|A0A1X7TVA7_AMPQE, tr|A0A1X7TVL4|A0A1X7TVL4_AMPQE, tr|A0A1X7SZN9|A0A1X7SZN9_AMPQE, tr|A0A1X7SJU6|A0A1X7SJU6_AMPQE, tr|A0A1X7STY5|A0A1X7STY5_AMPQE, tr|A0A1X7SWS4|A0A1X7SWS4_AMPQE, tr|A0A1X7TVP4|A0A1X7TVP4_AMPQE
OG0001817	jg12312.t1	tr|A0A1X7SJU9|A0A1X7SJU9_AMPQE, tr|A0A1X7VPH6|A0A1X7VPH6_AMPQE
OG0001818	jg28577.t1, jg28567.t1, jg8103.t1	tr|A0A1X7VM89|A0A1X7VM89_AMPQE, tr|A0A1X7SK59|A0A1X7SK59_AMPQE
OG0001819	jg5419.t1, jg30019.t1	tr|A0A1X7SLR1|A0A1X7SLR1_AMPQE
OG0001819	jg2146.t1	tr|A0A1X7TD13|A0A1X7TD13_AMPQE
OG0001820	jg17873.t1, jg25696.t1, jg11997.t1, jg11928.t1, jg16520.t1, jg14256.t1, jg14256.t2, jg26857.t1	tr|A0A1X7SKK8|A0A1X7SKK8_AMPQE
OG0001821	jg22378.t1	tr|A0A1X7SKM2|A0A1X7SKM2_AMPQE, tr|A0A1X7V0L2|A0A1X7V0L2_AMPQE
OG0001821	jg22375.t1	tr|A0A1X7SKY8|A0A1X7SKY8_AMPQE
OG0001822	jg15832.t1	tr|A0A1X7T9F0|A0A1X7T9F0_AMPQE, tr|A0A1X7SKN8|A0A1X7SKN8_AMPQE, tr|A0A1X7TM04|A0A1X7TM04_AMPQE, tr|A0A1X7T0L9|A0A1X7T0L9_AMPQE, tr|A0A1X7THX5|A0A1X7THX5_AMPQE, tr|A0A1X7TLM8|A0A1X7TLM8_AMPQE, tr|A0A1X7TMZ2|A0A1X7TMZ2_AMPQE, tr|A0A1X7U0Z8|A0A1X7U0Z8_AMPQE
OG0001823	jg27382.t1, jg4267.t1, jg7748.t1	tr|A0A1X7TE97|A0A1X7TE97_AMPQE
OG0001823	jg27383.t2, jg27383.t1, jg19764.t1	tr|A0A1X7TYR6|A0A1X7TYR6_AMPQE, tr|A0A1X7TPR8|A0A1X7TPR8_AMPQE, tr|A0A1X7SKQ2|A0A1X7SKQ2_AMPQE
OG0001824	jg10729.t1	tr|A0A1X7UZB2|A0A1X7UZB2_AMPQE, tr|A0A1X7UYU9|A0A1X7UYU9_AMPQE, tr|A0A1X7TVN3|A0A1X7TVN3_AMPQE, tr|A0A1X7SKQ7|A0A1X7SKQ7_AMPQE, tr|A0A1X7SPP6|A0A1X7SPP6_AMPQE, tr|A0A1X7UYB0|A0A1X7UYB0_AMPQE, tr|A0A1X7TCD3|A0A1X7TCD3_AMPQE
OG0001825	jg16764.t1, jg16764.t2, jg16764.t3, jg23276.t1	tr|A0A1X7TKZ6|A0A1X7TKZ6_AMPQE, tr|A0A1X7TKS0|A0A1X7TKS0_AMPQE, tr|A0A1X7TAK2|A0A1X7TAK2_AMPQE, tr|A0A1X7TAV3|A0A1X7TAV3_AMPQE, tr|A0A1X7SKW1|A0A1X7SKW1_AMPQE, tr|A0A1X7SP36|A0A1X7SP36_AMPQE
OG0001829	jg17056.t1, jg17059.t1	tr|A0A1X7ULL2|A0A1X7ULL2_AMPQE, tr|A0A1X7SLK7|A0A1X7SLK7_AMPQE, tr|A0A1X7UMJ4|A0A1X7UMJ4_AMPQE
OG0001830	jg11561.t1, jg11561.t2	tr|A0A1X7UAJ6|A0A1X7UAJ6_AMPQE, tr|A0A1X7T852|A0A1X7T852_AMPQE, tr|A0A1X7U9T6|A0A1X7U9T6_AMPQE, tr|A0A1X7SM75|A0A1X7SM75_AMPQE
OG0001831	jg14312.t1, jg14268.t1, jg1852.t1, jg14310.t1, jg14311.t1, jg14308.t1	tr|A0A1X7SMC8|A0A1X7SMC8_AMPQE, tr|A0A1X7VWK2|A0A1X7VWK2_AMPQE, tr|A0A1X7TN50|A0A1X7TN50_AMPQE, tr|A0A1X7SR72|A0A1X7SR72_AMPQE
OG0001832	jg6181.t1, jg30425.t1	tr|A0A1X7U725|A0A1X7U725_AMPQE, tr|A0A1X7U6L4|A0A1X7U6L4_AMPQE, tr|A0A1X7SMI9|A0A1X7SMI9_AMPQE, tr|A0A1X7U7U3|A0A1X7U7U3_AMPQE
OG0001833	jg27310.t1	tr|A0A1X7TQ48|A0A1X7TQ48_AMPQE
OG0001833	jg3583.t1, jg27125.t1	tr|A0A1X7T6Y3|A0A1X7T6Y3_AMPQE, tr|A0A1X7SN46|A0A1X7SN46_AMPQE, tr|A0A1X7TQJ4|A0A1X7TQJ4_AMPQE
OG0001834	jg15771.t1	tr|A0A1X7TUW6|A0A1X7TUW6_AMPQE, tr|A0A1X7TFT7|A0A1X7TFT7_AMPQE, tr|A0A1X7SXQ9|A0A1X7SXQ9_AMPQE, tr|A0A1X7THR5|A0A1X7THR5_AMPQE, tr|A0A1X7TF61|A0A1X7TF61_AMPQE, tr|A0A1X7T0T6|A0A1X7T0T6_AMPQE, tr|A0A1X7SNB8|A0A1X7SNB8_AMPQE, tr|A0A1X7TUB6|A0A1X7TUB6_AMPQE, tr|A0A1X7T4G3|A0A1X7T4G3_AMPQE
OG0001835	jg26347.t1	tr|A0A1X7VPF9|A0A1X7VPF9_AMPQE, tr|A0A1X7TIV2|A0A1X7TIV2_AMPQE, tr|A0A1X7VIQ7|A0A1X7VIQ7_AMPQE, tr|A0A1X7VAE2|A0A1X7VAE2_AMPQE, tr|A0A1X7SNX8|A0A1X7SNX8_AMPQE, tr|A0A1X7VLI4|A0A1X7VLI4_AMPQE, tr|A0A1X7UU88|A0A1X7UU88_AMPQE, tr|A0A1X7SNF5|A0A1X7SNF5_AMPQE, tr|A0A1X7SNE8|A0A1X7SNE8_AMPQE
OG0001836	jg19750.t1	tr|A0A1X7SV95|A0A1X7SV95_AMPQE, tr|A0A1X7T0D4|A0A1X7T0D4_AMPQE, tr|A0A1X7SNK9|A0A1X7SNK9_AMPQE, tr|A0A1X7SZ29|A0A1X7SZ29_AMPQE, tr|A0A1X7UMH3|A0A1X7UMH3_AMPQE, tr|A0A1X7UKV0|A0A1X7UKV0_AMPQE
OG0001837	jg17662.t1, jg5290.t1, jg17741.t1	tr|A0A1X7SP46|A0A1X7SP46_AMPQE, tr|A0A1X7UVF1|A0A1X7UVF1_AMPQE, tr|A0A1X7SP52|A0A1X7SP52_AMPQE
OG0001840	jg22680.t1, jg26199.t1, jg15190.t1, jg9709.t1, jg13030.t1, jg349.t1	tr|A0A1X7SQM0|A0A1X7SQM0_AMPQE, tr|A0A1X7TLN9|A0A1X7TLN9_AMPQE, tr|A0A1X7V225|A0A1X7V225_AMPQE
OG0001841	jg23541.t1, jg10535.t1, jg30074.t1	tr|A0A1X7SQW6|A0A1X7SQW6_AMPQE
OG0001841	jg23927.t1, jg7405.t1	tr|A0A1X7V4S0|A0A1X7V4S0_AMPQE, tr|A0A1X7VCU6|A0A1X7VCU6_AMPQE
OG0001842	jg25366.t1	tr|A0A1X7UPY1|A0A1X7UPY1_AMPQE, tr|A0A1X7SV83|A0A1X7SV83_AMPQE
OG0001842	jg21989.t1, jg6496.t1, jg2077.t1, jg12087.t1	tr|A0A1X7SQZ8|A0A1X7SQZ8_AMPQE, tr|A0A1X7U639|A0A1X7U639_AMPQE
OG0001843	jg21667.t1, jg21670.t1	tr|A0A1X7T4M9|A0A1X7T4M9_AMPQE, tr|A0A1X7SU19|A0A1X7SU19_AMPQE, tr|A0A1X7SR33|A0A1X7SR33_AMPQE, tr|A0A1X7U435|A0A1X7U435_AMPQE, tr|A0A1X7T4Z9|A0A1X7T4Z9_AMPQE, tr|A0A1X7U3U4|A0A1X7U3U4_AMPQE
OG0001844	jg26745.t1, jg20095.t1, jg3080.t1, jg7697.t1, jg24173.t1	tr|A0A1X7SRF4|A0A1X7SRF4_AMPQE
OG0001847	jg7729.t1, jg16556.t1, jg7727.t1, jg16554.t1	tr|A0A1X7SRY4|A0A1X7SRY4_AMPQE, tr|A0A1X7UZU5|A0A1X7UZU5_AMPQE, tr|A0A1X7U0T8|A0A1X7U0T8_AMPQE, tr|A0A1X7V553|A0A1X7V553_AMPQE
OG0001848	jg18507.t1	tr|A0A1X7TP65|A0A1X7TP65_AMPQE, tr|A0A1X7TNX2|A0A1X7TNX2_AMPQE, tr|A0A1X7TD82|A0A1X7TD82_AMPQE, tr|A0A1X7SW06|A0A1X7SW06_AMPQE, tr|A0A1X7SS81|A0A1X7SS81_AMPQE, tr|A0A1X7TRW3|A0A1X7TRW3_AMPQE
OG0001849	jg19142.t1	tr|A0A1X7T2S2|A0A1X7T2S2_AMPQE, tr|A0A1X7T507|A0A1X7T507_AMPQE, tr|A0A1X7VBR3|A0A1X7VBR3_AMPQE, tr|A0A1X7STC4|A0A1X7STC4_AMPQE
OG0001850	jg13509.t1	tr|A0A1X7TQK6|A0A1X7TQK6_AMPQE, tr|A0A1X7TQ97|A0A1X7TQ97_AMPQE, tr|A0A1X7TRH2|A0A1X7TRH2_AMPQE, tr|A0A1X7UYH9|A0A1X7UYH9_AMPQE
OG0001850	jg4819.t1, jg5614.t1, jg15948.t1	tr|A0A1X7T5P5|A0A1X7T5P5_AMPQE, tr|A0A1X7STU9|A0A1X7STU9_AMPQE
OG0001852	jg10413.t1, jg4984.t1	tr|A0A1X7UHJ0|A0A1X7UHJ0_AMPQE
OG0001852	jg4985.t1, jg10417.t1	tr|A0A1X7SUX4|A0A1X7SUX4_AMPQE
OG0001855	jg12768.t1, jg12767.t1	tr|A0A1X7T9X5|A0A1X7T9X5_AMPQE, tr|A0A1X7UFT3|A0A1X7UFT3_AMPQE, tr|A0A1X7ULX4|A0A1X7ULX4_AMPQE, tr|A0A1X7SWY7|A0A1X7SWY7_AMPQE
OG0001856	jg30003.t1, jg9157.t1, jg21958.t1, jg15334.t1, jg23896.t1, jg9126.t1, jg27772.t1, jg18364.t1, jg27396.t1	tr|A0A1X7SWZ6|A0A1X7SWZ6_AMPQE
OG0001857	jg29018.t1, jg1167.t1, jg1167.t2, jg357.t1, jg23368.t1, jg19699.t1, jg29019.t1, jg15002.t1	tr|A0A1X7T9Y3|A0A1X7T9Y3_AMPQE, tr|A0A1X7SXS5|A0A1X7SXS5_AMPQE
OG0001858	jg19755.t1	tr|A0A1X7T095|A0A1X7T095_AMPQE, tr|A0A1X7TAZ6|A0A1X7TAZ6_AMPQE, tr|A0A1X7TN37|A0A1X7TN37_AMPQE
OG0001859	jg18225.t1, jg18223.t1, jg18222.t1	tr|A0A1X7SY19|A0A1X7SY19_AMPQE, tr|A0A1X7TJ77|A0A1X7TJ77_AMPQE
OG0001859	jg11412.t1, jg18221.t1, jg18213.t1	tr|A0A1X7TVX9|A0A1X7TVX9_AMPQE, tr|A0A1X7V9P5|A0A1X7V9P5_AMPQE
OG0001861	jg27955.t1	tr|A0A1X7UP55|A0A1X7UP55_AMPQE, tr|A0A1X7SZ03|A0A1X7SZ03_AMPQE
OG0001861	jg13323.t1	tr|A0A1X7SYA3|A0A1X7SYA3_AMPQE
OG0001862	jg4742.t1, jg64.t1	tr|A0A1X7SYH2|A0A1X7SYH2_AMPQE, tr|A0A1X7UG33|A0A1X7UG33_AMPQE, tr|A0A1X7UGK2|A0A1X7UGK2_AMPQE, tr|A0A1X7TNZ0|A0A1X7TNZ0_AMPQE, tr|A0A1X7UGM2|A0A1X7UGM2_AMPQE, tr|A0A1X7T000|A0A1X7T000_AMPQE, tr|A0A1X7TPG1|A0A1X7TPG1_AMPQE
OG0001863	jg17916.t1, jg4202.t1	tr|A0A1X7UM12|A0A1X7UM12_AMPQE, tr|A0A1X7TEB7|A0A1X7TEB7_AMPQE, tr|A0A1X7T262|A0A1X7T262_AMPQE, tr|A0A1X7SZ92|A0A1X7SZ92_AMPQE, tr|A0A1X7UMY8|A0A1X7UMY8_AMPQE
OG0001864	jg11771.t1, jg27576.t1	tr|A0A1X7UK45|A0A1X7UK45_AMPQE, tr|A0A1X7UIS1|A0A1X7UIS1_AMPQE, tr|A0A1X7T803|A0A1X7T803_AMPQE, tr|A0A1X7SZL1|A0A1X7SZL1_AMPQE
OG0001865	jg16386.t1, jg518.t1	tr|A0A1X7VUA5|A0A1X7VUA5_AMPQE, tr|A0A1X7VCN5|A0A1X7VCN5_AMPQE, tr|A0A1X7UYN5|A0A1X7UYN5_AMPQE, tr|A0A1X7T101|A0A1X7T101_AMPQE
OG0001866	jg449.t1, jg7632.t1, jg16359.t1, jg13190.t1, jg4037.t1, jg17013.t1, jg13191.t1, jg18604.t1	tr|A0A1X7U5B4|A0A1X7U5B4_AMPQE, tr|A0A1X7T141|A0A1X7T141_AMPQE
OG0001867	jg5890.t2	tr|A0A1X7T153|A0A1X7T153_AMPQE, tr|A0A1X7UPY8|A0A1X7UPY8_AMPQE
OG0001868	jg18457.t1	tr|A0A1X7TR84|A0A1X7TR84_AMPQE, tr|A0A1X7U0B3|A0A1X7U0B3_AMPQE, tr|A0A1X7U0L3|A0A1X7U0L3_AMPQE, tr|A0A1X7U028|A0A1X7U028_AMPQE, tr|A0A1X7TA88|A0A1X7TA88_AMPQE, tr|A0A1X7UAU2|A0A1X7UAU2_AMPQE, tr|A0A1X7T1T4|A0A1X7T1T4_AMPQE
OG0001869	jg24291.t1, jg27440.t1, jg24286.t1, jg22099.t1	tr|A0A1X7TYJ0|A0A1X7TYJ0_AMPQE, tr|A0A1X7T2C8|A0A1X7T2C8_AMPQE, tr|A0A1X7TZD6|A0A1X7TZD6_AMPQE
OG0001870	jg1350.t1, jg10497.t1, jg9522.t1	tr|A0A1X7UGB6|A0A1X7UGB6_AMPQE
OG0001870	jg10499.t1, jg10499.t2, jg1354.t1	tr|A0A1X7T2Q2|A0A1X7T2Q2_AMPQE
OG0001872	jg15086.t1, jg10490.t1	tr|A0A1X7U5Y0|A0A1X7U5Y0_AMPQE, tr|A0A1X7T6N1|A0A1X7T6N1_AMPQE, tr|A0A1X7TL94|A0A1X7TL94_AMPQE, tr|A0A1X7T3D9|A0A1X7T3D9_AMPQE
OG0001872	jg15076.t1, jg10476.t1	tr|A0A1X7TXD5|A0A1X7TXD5_AMPQE
OG0001873	jg20161.t1, jg6049.t1, jg16078.t1, jg9977.t1, jg16079.t1, jg9978.t1, jg9569.t1	tr|A0A1X7T4K9|A0A1X7T4K9_AMPQE, tr|A0A1X7UUW2|A0A1X7UUW2_AMPQE, tr|A0A1X7UPM5|A0A1X7UPM5_AMPQE
OG0001874	jg9918.t1	tr|A0A1X7T5B9|A0A1X7T5B9_AMPQE, tr|A0A1X7UE92|A0A1X7UE92_AMPQE, tr|A0A1X7TV71|A0A1X7TV71_AMPQE, tr|A0A1X7U239|A0A1X7U239_AMPQE, tr|A0A1X7U1D5|A0A1X7U1D5_AMPQE
OG0001875	jg15861.t1	tr|A0A1X7TWY4|A0A1X7TWY4_AMPQE, tr|A0A1X7TXB9|A0A1X7TXB9_AMPQE, tr|A0A1X7TJA7|A0A1X7TJA7_AMPQE, tr|A0A1X7T6A4|A0A1X7T6A4_AMPQE, tr|A0A1X7UDP6|A0A1X7UDP6_AMPQE, tr|A0A1X7T9B9|A0A1X7T9B9_AMPQE, tr|A0A1X7T967|A0A1X7T967_AMPQE
OG0001879	jg9201.t1	tr|A0A1X7VXU7|A0A1X7VXU7_AMPQE, tr|A0A1X7U9P9|A0A1X7U9P9_AMPQE
OG0001879	jg3324.t1, jg7551.t1, jg12103.t1	tr|A0A1X7V6T8|A0A1X7V6T8_AMPQE, tr|A0A1X7TAK1|A0A1X7TAK1_AMPQE, tr|A0A1X7VXS2|A0A1X7VXS2_AMPQE, tr|A0A1X7V544|A0A1X7V544_AMPQE
OG0001880	jg21739.t1, jg24903.t1, jg17304.t1, jg13171.t1, jg13180.t1, jg5565.t1, jg30353.t1	tr|A0A1X7TAL7|A0A1X7TAL7_AMPQE
OG0001881	jg3491.t1, jg1869.t1	tr|A0A1X7UC94|A0A1X7UC94_AMPQE
OG0001881	jg8976.t1	tr|A0A1X7TTX8|A0A1X7TTX8_AMPQE
OG0001882	jg10135.t1	tr|A0A1X7VER9|A0A1X7VER9_AMPQE, tr|A0A1X7VHR6|A0A1X7VHR6_AMPQE, tr|A0A1X7VUR4|A0A1X7VUR4_AMPQE, tr|A0A1X7UP63|A0A1X7UP63_AMPQE, tr|A0A1X7VGZ1|A0A1X7VGZ1_AMPQE, tr|A0A1X7VFY5|A0A1X7VFY5_AMPQE, tr|A0A1X7UP19|A0A1X7UP19_AMPQE, tr|A0A1X7U1T3|A0A1X7U1T3_AMPQE, tr|A0A1X7TBQ5|A0A1X7TBQ5_AMPQE
OG0001883	jg3741.t1, jg27034.t1	tr|A0A1X7TD29|A0A1X7TD29_AMPQE, tr|A0A1X7V3C1|A0A1X7V3C1_AMPQE
OG0001884	jg2694.t1	tr|A0A1X7TDF6|A0A1X7TDF6_AMPQE
OG0001884	jg2695.t1	tr|A0A1X7VEG5|A0A1X7VEG5_AMPQE
OG0001886	jg22503.t1, jg23968.t1, jg510.t1, jg4774.t1, jg15520.t1, jg7327.t1, jg7326.t1	tr|A0A1X7TQE8|A0A1X7TQE8_AMPQE, tr|A0A1X7TXH6|A0A1X7TXH6_AMPQE, tr|A0A1X7TE89|A0A1X7TE89_AMPQE
OG0001887	jg2226.t1	tr|A0A1X7TGB3|A0A1X7TGB3_AMPQE, tr|A0A1X7UTK6|A0A1X7UTK6_AMPQE
OG0001887	jg3562.t1	tr|A0A1X7VPY4|A0A1X7VPY4_AMPQE
OG0001887	jg3561.t1	tr|A0A1X7VN25|A0A1X7VN25_AMPQE
OG0001888	jg12936.t1, jg22772.t1, jg22057.t1, jg10391.t1, jg26965.t1, jg2875.t1	tr|A0A1X7TGT5|A0A1X7TGT5_AMPQE
OG0001890	jg7645.t1	tr|A0A1X7THJ4|A0A1X7THJ4_AMPQE, tr|I1F3X5|I1F3X5_AMPQE
OG0001890	jg24320.t1, jg6248.t1	tr|A0A1X7URD4|A0A1X7URD4_AMPQE
OG0001891	jg294.t1, jg10156.t1, jg17096.t1, jg23133.t1	tr|A0A1X7TQY9|A0A1X7TQY9_AMPQE
OG0001891	jg23137.t1, jg21773.t1	tr|A0A1X7UTC2|A0A1X7UTC2_AMPQE, tr|A0A1X7TQJ8|A0A1X7TQJ8_AMPQE, tr|A0A1X7THW3|A0A1X7THW3_AMPQE
OG0001892	jg15825.t1	tr|A0A1X7TI26|A0A1X7TI26_AMPQE
OG0001892	jg28535.t1	tr|A0A1X7UYB8|A0A1X7UYB8_AMPQE
OG0001893	jg3072.t1, jg3064.t1, jg3068.t1, jg25546.t1	tr|A0A1X7UU12|A0A1X7UU12_AMPQE, tr|A0A1X7TIC9|A0A1X7TIC9_AMPQE
OG0001895	jg17362.t1	tr|A0A1X7TN02|A0A1X7TN02_AMPQE, tr|A0A1X7VVF3|A0A1X7VVF3_AMPQE, tr|A0A1X7VW45|A0A1X7VW45_AMPQE, tr|A0A1X7TMH2|A0A1X7TMH2_AMPQE, tr|A0A1X7VW37|A0A1X7VW37_AMPQE
OG0001896	jg5674.t1	tr|A0A1X7VEY8|A0A1X7VEY8_AMPQE
OG0001896	jg5676.t1, jg21960.t1, jg7380.t1, jg23994.t1	tr|A0A1X7UW16|A0A1X7UW16_AMPQE
OG0001896	jg7356.t1	tr|A0A1X7V2N9|A0A1X7V2N9_AMPQE
OG0001897	jg15630.t1, jg12159.t1, jg12054.t1, jg15368.t1, jg15361.t1, jg21169.t1, jg14823.t1	tr|A0A1X7TPU0|A0A1X7TPU0_AMPQE
OG0001898	jg25999.t1, jg6119.t1	tr|A0A1X7V273|A0A1X7V273_AMPQE
OG0001898	jg12071.t1, jg21270.t1, jg12069.t1, jg12068.t1, jg21197.t1, jg21265.t1	tr|A0A1X7TQM5|A0A1X7TQM5_AMPQE
OG0001899	jg5064.t1	tr|A0A1X7V9A3|A0A1X7V9A3_AMPQE, tr|A0A1X7TSJ9|A0A1X7TSJ9_AMPQE, tr|A0A1X7UNB4|A0A1X7UNB4_AMPQE
OG0001900	jg20827.t1	tr|A0A1X7TVW6|A0A1X7TVW6_AMPQE, tr|A0A1X7TSW7|A0A1X7TSW7_AMPQE, tr|A0A1X7TVE5|A0A1X7TVE5_AMPQE, tr|A0A1X7UH12|A0A1X7UH12_AMPQE
OG0001901	jg15255.t1, jg26364.t1, jg17762.t1, jg17715.t1, jg27834.t1, jg26636.t1, jg9351.t1	tr|A0A1X7TT92|A0A1X7TT92_AMPQE, tr|A0A1X7VA22|A0A1X7VA22_AMPQE
OG0001902	jg3410.t1	tr|A0A1X7TUR9|A0A1X7TUR9_AMPQE
OG0001903	jg2721.t1	tr|A0A1X7TW84|A0A1X7TW84_AMPQE
OG0001904	jg25980.t1	tr|A0A1X7TW91|A0A1X7TW91_AMPQE
OG0001905	jg12060.t1, jg12156.t1, jg21176.t1, jg12059.t1, jg21255.t1, jg18555.t1, jg15373.t1	tr|A0A1X7TWR5|A0A1X7TWR5_AMPQE
OG0001906	jg5458.t1	tr|A0A1X7TX16|A0A1X7TX16_AMPQE
OG0001906	jg27075.t1, jg30399.t1, jg10164.t1, jg1696.t1, jg3838.t1	tr|A0A1X7U5I6|A0A1X7U5I6_AMPQE, tr|A0A1X7VE49|A0A1X7VE49_AMPQE, tr|A0A1X7U3D8|A0A1X7U3D8_AMPQE
OG0001907	jg11504.t1	tr|A0A1X7TXI8|A0A1X7TXI8_AMPQE
OG0001907	jg18563.t1	tr|A0A1X7VAM0|A0A1X7VAM0_AMPQE
OG0001907	jg21082.t1	tr|A0A1X7V727|A0A1X7V727_AMPQE
OG0001908	jg28812.t1	tr|A0A1X7TY22|A0A1X7TY22_AMPQE
OG0001908	jg25033.t1	tr|A0A1X7U1J2|A0A1X7U1J2_AMPQE
OG0001908	jg9207.t1, jg9207.t2	tr|A0A1X7VMZ3|A0A1X7VMZ3_AMPQE
OG0001909	jg11978.t1, jg11987.t1	tr|A0A1X7U480|A0A1X7U480_AMPQE, tr|A0A1X7U3U2|A0A1X7U3U2_AMPQE, tr|A0A1X7U3K1|A0A1X7U3K1_AMPQE, tr|A0A1X7TY29|A0A1X7TY29_AMPQE, tr|A0A1X7U4G5|A0A1X7U4G5_AMPQE, tr|A0A1X7U5E9|A0A1X7U5E9_AMPQE, tr|A0A1X7U4P2|A0A1X7U4P2_AMPQE, tr|A0A1X7U473|A0A1X7U473_AMPQE
OG0001910	jg27335.t1, jg22568.t1	tr|A0A1X7TZG7|A0A1X7TZG7_AMPQE
OG0001910	jg17863.t1	tr|A0A1X7VPC6|A0A1X7VPC6_AMPQE
OG0001911	jg18550.t1	tr|A0A1X7U007|A0A1X7U007_AMPQE
OG0001911	jg18549.t1, jg18549.t2	tr|A0A1X7U0W7|A0A1X7U0W7_AMPQE
OG0001912	jg12963.t1, jg13572.t1, jg7576.t1, jg21872.t1, jg5546.t1, jg13573.t1, jg185.t1, jg198.t1, jg7575.t1	tr|A0A1X7U1H7|A0A1X7U1H7_AMPQE
OG0001913	jg15197.t1	tr|A0A1X7UE82|A0A1X7UE82_AMPQE, tr|A0A1X7VG36|A0A1X7VG36_AMPQE, tr|A0A1X7UZT7|A0A1X7UZT7_AMPQE, tr|A0A1X7UF37|A0A1X7UF37_AMPQE, tr|A0A1X7VHA9|A0A1X7VHA9_AMPQE, tr|A0A1X7U2G2|A0A1X7U2G2_AMPQE, tr|A0A1X7VHG2|A0A1X7VHG2_AMPQE, tr|A0A1X7U1V4|A0A1X7U1V4_AMPQE, tr|A0A1X7UJT9|A0A1X7UJT9_AMPQE
OG0001914	jg11535.t1	tr|A0A1X7U5F4|A0A1X7U5F4_AMPQE
OG0001914	jg11542.t1	tr|A0A1X7U469|A0A1X7U469_AMPQE
OG0001915	jg22611.t1, jg22615.t1, jg22611.t2, jg10272.t1, jg22614.t1, jg26692.t1, jg11983.t1	tr|A0A1X7U4B9|A0A1X7U4B9_AMPQE
OG0001916	jg8966.t1, jg8963.t1	tr|A0A1X7U5H6|A0A1X7U5H6_AMPQE, tr|A0A1X7U652|A0A1X7U652_AMPQE
OG0001917	jg15091.t1, jg15100.t1, jg10492.t1	tr|A0A1X7U5R1|A0A1X7U5R1_AMPQE
OG0001918	jg19314.t1, jg10486.t1, jg30154.t1, jg19317.t1, jg15088.t1, jg30151.t2, jg30151.t1	tr|A0A1X7U5Y5|A0A1X7U5Y5_AMPQE
OG0001919	jg18129.t1	tr|A0A1X7U8X0|A0A1X7U8X0_AMPQE, tr|A0A1X7U8B3|A0A1X7U8B3_AMPQE
OG0001920	jg22494.t1, jg26811.t1, jg26789.t1, jg26806.t1, jg22496.t1	tr|A0A1X7UK43|A0A1X7UK43_AMPQE, tr|A0A1X7U9L0|A0A1X7U9L0_AMPQE
OG0001921	jg18001.t1, jg18002.t1	tr|A0A1X7U9X9|A0A1X7U9X9_AMPQE
