Orthogroup	Amphimedon_UP000007879_400682	Niphates_augustus.hints.aa
OG0001054	tr|A0A1X7TNA4|A0A1X7TNA4_AMPQE, tr|A0A1X7SF63|A0A1X7SF63_AMPQE, tr|A0A1X7U9K4|A0A1X7U9K4_AMPQE, tr|A0A1X7UCY6|A0A1X7UCY6_AMPQE, tr|A0A1X7TID4|A0A1X7TID4_AMPQE, tr|A0A1X7U9R0|A0A1X7U9R0_AMPQE, tr|A0A1X7SVZ4|A0A1X7SVZ4_AMPQE, tr|A0A1X7TYQ5|A0A1X7TYQ5_AMPQE, tr|A0A1X7TGP3|A0A1X7TGP3_AMPQE, tr|A0A1X7TMZ7|A0A1X7TMZ7_AMPQE, tr|A0A1X7URN3|A0A1X7URN3_AMPQE	jg21036.t1
OG0001055	tr|A0A1X7T919|A0A1X7T919_AMPQE, tr|A0A1X7SQ18|A0A1X7SQ18_AMPQE, tr|A0A1X7SMU7|A0A1X7SMU7_AMPQE, tr|A0A1X7SUL7|A0A1X7SUL7_AMPQE, tr|A0A1X7TRK4|A0A1X7TRK4_AMPQE, tr|A0A1X7SZD0|A0A1X7SZD0_AMPQE, tr|A0A1X7TLA8|A0A1X7TLA8_AMPQE, tr|A0A1X7UJZ9|A0A1X7UJZ9_AMPQE, tr|A0A1X7TLB2|A0A1X7TLB2_AMPQE, tr|A0A1X7SNZ6|A0A1X7SNZ6_AMPQE, tr|A0A1X7TA83|A0A1X7TA83_AMPQE, tr|A0A1X7SIR7|A0A1X7SIR7_AMPQE, tr|A0A1X7SFN5|A0A1X7SFN5_AMPQE	jg15542.t1
OG0001057	tr|A0A1X7SWY0|A0A1X7SWY0_AMPQE	jg19982.t1, jg9759.t1
OG0001057	tr|A0A1X7U3H7|A0A1X7U3H7_AMPQE, tr|A0A1X7SFR4|A0A1X7SFR4_AMPQE	jg18219.t1
OG0001058	tr|A0A1X7SNY2|A0A1X7SNY2_AMPQE	jg12810.t1
OG0001059	tr|A0A1X7SFU3|A0A1X7SFU3_AMPQE, tr|A0A1X7VKL5|A0A1X7VKL5_AMPQE	jg26710.t1
OG0001059	tr|A0A1X7VB06|A0A1X7VB06_AMPQE	jg26711.t1, jg26712.t1
OG0001059	tr|A0A1X7VHV6|A0A1X7VHV6_AMPQE	jg11001.t1
OG0001059	tr|A0A1X7VH32|A0A1X7VH32_AMPQE	jg10999.t1
OG0001060	tr|A0A1X7UFI1|A0A1X7UFI1_AMPQE	jg14334.t1
OG0001060	tr|A0A1X7UEZ5|A0A1X7UEZ5_AMPQE, tr|A0A1X7T7V9|A0A1X7T7V9_AMPQE, tr|A0A1X7SFU8|A0A1X7SFU8_AMPQE, tr|A0A1X7UEL7|A0A1X7UEL7_AMPQE, tr|A0A1X7UFH6|A0A1X7UFH6_AMPQE, tr|A0A1X7UFE5|A0A1X7UFE5_AMPQE, tr|A0A1X7T7Y1|A0A1X7T7Y1_AMPQE, tr|A0A1X7UFE0|A0A1X7UFE0_AMPQE, tr|A0A1X7SPR4|A0A1X7SPR4_AMPQE, tr|A0A1X7UFF0|A0A1X7UFF0_AMPQE, tr|A0A1X7UEZ0|A0A1X7UEZ0_AMPQE	jg14333.t1
OG0001061	tr|A0A1X7T844|A0A1X7T844_AMPQE	jg1992.t1
OG0001063	tr|A0A1X7TSE8|A0A1X7TSE8_AMPQE, tr|A0A1X7SKF4|A0A1X7SKF4_AMPQE, tr|A0A1X7TH23|A0A1X7TH23_AMPQE, tr|A0A1X7TFZ2|A0A1X7TFZ2_AMPQE, tr|A0A1X7SS43|A0A1X7SS43_AMPQE, tr|A0A1X7U707|A0A1X7U707_AMPQE, tr|A0A1X7SGG0|A0A1X7SGG0_AMPQE, tr|A0A1X7TSI0|A0A1X7TSI0_AMPQE	jg8754.t1, jg11722.t1
OG0001064	tr|A0A1X7UQF9|A0A1X7UQF9_AMPQE, tr|A0A1X7TJA2|A0A1X7TJA2_AMPQE, tr|A0A1X7SSV6|A0A1X7SSV6_AMPQE, tr|A0A1X7URD1|A0A1X7URD1_AMPQE, tr|A0A1X7UQF4|A0A1X7UQF4_AMPQE, tr|A0A1X7UQF1|A0A1X7UQF1_AMPQE, tr|A0A1X7SKB8|A0A1X7SKB8_AMPQE, tr|A0A1X7TR93|A0A1X7TR93_AMPQE, tr|A0A1X7SGI1|A0A1X7SGI1_AMPQE	jg14718.t1, jg14715.t1, jg27927.t1
OG0001065	tr|A0A1X7VJE7|A0A1X7VJE7_AMPQE, tr|A0A1X7SGR8|A0A1X7SGR8_AMPQE	jg10983.t1, jg10975.t1, jg30493.t1, jg23096.t1, jg30496.t1, jg10982.t1
OG0001065	tr|A0A1X7T242|A0A1X7T242_AMPQE	jg10973.t1
OG0001068	tr|A0A1X7TMK8|A0A1X7TMK8_AMPQE, tr|A0A1X7SKZ9|A0A1X7SKZ9_AMPQE	jg16791.t1, jg16793.t1, jg24251.t1, jg16794.t1, jg353.t1, jg22156.t1, jg30215.t1, jg11310.t1, jg22167.t1, jg21312.t1
OG0001069	tr|A0A1X7TS47|A0A1X7TS47_AMPQE, tr|A0A1X7TLH9|A0A1X7TLH9_AMPQE, tr|A0A1X7T3B3|A0A1X7T3B3_AMPQE, tr|A0A1X7SXF1|A0A1X7SXF1_AMPQE, tr|A0A1X7TYE5|A0A1X7TYE5_AMPQE, tr|A0A1X7VH90|A0A1X7VH90_AMPQE, tr|A0A1X7TM84|A0A1X7TM84_AMPQE, tr|A0A1X7T0U9|A0A1X7T0U9_AMPQE, tr|A0A1X7U4M7|A0A1X7U4M7_AMPQE, tr|A0A1X7T3Y1|A0A1X7T3Y1_AMPQE, tr|A0A1X7T856|A0A1X7T856_AMPQE, tr|A0A1X7SL95|A0A1X7SL95_AMPQE, tr|A0A1X7SSI4|A0A1X7SSI4_AMPQE	jg15079.t1
OG0001071	tr|A0A1X7SM27|A0A1X7SM27_AMPQE, tr|A0A1X7V0A8|A0A1X7V0A8_AMPQE	jg10210.t1
OG0001071	tr|A0A1X7UGV7|A0A1X7UGV7_AMPQE	jg16780.t1, jg22659.t1
OG0001073	tr|A0A1X7VF58|A0A1X7VF58_AMPQE	jg11597.t1
OG0001073	tr|A0A1X7VEC0|A0A1X7VEC0_AMPQE, tr|A0A1X7SNT7|A0A1X7SNT7_AMPQE, tr|A0A1X7STB5|A0A1X7STB5_AMPQE, tr|A0A1X7T3V4|A0A1X7T3V4_AMPQE	jg11597.t2
OG0001074	tr|A0A1X7U709|A0A1X7U709_AMPQE, tr|A0A1X7SVF2|A0A1X7SVF2_AMPQE	jg24512.t1, jg2974.t1
OG0001074	tr|A0A1X7TJI1|A0A1X7TJI1_AMPQE, tr|A0A1X7SPB1|A0A1X7SPB1_AMPQE, tr|A0A1X7UGQ5|A0A1X7UGQ5_AMPQE	jg15023.t1, jg9119.t1, jg27239.t1
OG0001075	tr|A0A1X7TLL5|A0A1X7TLL5_AMPQE	jg13556.t1, jg21934.t1
OG0001075	tr|A0A1X7SQJ0|A0A1X7SQJ0_AMPQE	jg24977.t1, jg16002.t1, jg7832.t1
OG0001075	tr|A0A1X7UNC1|A0A1X7UNC1_AMPQE	jg28782.t1, jg5.t1, jg12552.t1, jg13635.t1, jg13555.t1, jg21933.t1
OG0001076	tr|A0A1X7SR25|A0A1X7SR25_AMPQE, tr|A0A1X7VLK8|A0A1X7VLK8_AMPQE	jg2453.t1
OG0001077	tr|A0A1X7UAE5|A0A1X7UAE5_AMPQE, tr|A0A1X7TLS9|A0A1X7TLS9_AMPQE	jg27312.t1, jg24629.t1, jg3569.t1
OG0001077	tr|A0A1X7TF87|A0A1X7TF87_AMPQE, tr|A0A1X7TAC7|A0A1X7TAC7_AMPQE, tr|A0A1X7THX0|A0A1X7THX0_AMPQE, tr|A0A1X7TCA1|A0A1X7TCA1_AMPQE, tr|A0A1X7TD42|A0A1X7TD42_AMPQE, tr|A0A1X7SR48|A0A1X7SR48_AMPQE	jg24634.t1
OG0001080	tr|A0A1X7VVB4|A0A1X7VVB4_AMPQE	jg20013.t1
OG0001080	tr|A0A1X7UU68|A0A1X7UU68_AMPQE, tr|A0A1X7UTG7|A0A1X7UTG7_AMPQE, tr|A0A1X7UU11|A0A1X7UU11_AMPQE, tr|A0A1X7USP4|A0A1X7USP4_AMPQE, tr|A0A1X7URZ8|A0A1X7URZ8_AMPQE, tr|A0A1X7TYR3|A0A1X7TYR3_AMPQE, tr|A0A1X7T417|A0A1X7T417_AMPQE, tr|A0A1X7SV56|A0A1X7SV56_AMPQE, tr|A0A1X7UQM9|A0A1X7UQM9_AMPQE	jg20553.t1
OG0001080	tr|A0A1X7TZZ3|A0A1X7TZZ3_AMPQE	jg20552.t1
OG0001081	tr|A0A1X7SZ34|A0A1X7SZ34_AMPQE, tr|A0A1X7TAC3|A0A1X7TAC3_AMPQE, tr|A0A1X7V2L4|A0A1X7V2L4_AMPQE, tr|A0A1X7UEB4|A0A1X7UEB4_AMPQE	jg9919.t1
OG0001081	tr|A0A1X7SVL9|A0A1X7SVL9_AMPQE	jg30081.t1
OG0001082	tr|A0A1X7T0X0|A0A1X7T0X0_AMPQE	jg16384.t1
OG0001083	tr|A0A1X7UA08|A0A1X7UA08_AMPQE, tr|A0A1X7T2A8|A0A1X7T2A8_AMPQE	jg2114.t1, jg2251.t1, jg22650.t1, jg9536.t1, jg10022.t1, jg27461.t1, jg12546.t1, jg6267.t2, jg23475.t1, jg22771.t1, jg24150.t1, jg5856.t1
OG0001085	tr|A0A1X7UVF9|A0A1X7UVF9_AMPQE, tr|A0A1X7T7Q1|A0A1X7T7Q1_AMPQE	jg8451.t1
OG0001086	tr|A0A1X7T7T6|A0A1X7T7T6_AMPQE, tr|A0A1X7T7T5|A0A1X7T7T5_AMPQE, tr|A0A1X7TY84|A0A1X7TY84_AMPQE, tr|A0A1X7TLM6|A0A1X7TLM6_AMPQE, tr|A0A1X7T7R7|A0A1X7T7R7_AMPQE, tr|A0A1X7TC63|A0A1X7TC63_AMPQE, tr|A0A1X7T7R2|A0A1X7T7R2_AMPQE, tr|A0A1X7TY32|A0A1X7TY32_AMPQE	jg13374.t1
OG0001087	tr|A0A1X7TA66|A0A1X7TA66_AMPQE	jg8069.t1, jg29114.t1, jg5161.t1, jg3552.t1, jg10533.t1, jg9576.t1, jg15124.t1, jg1184.t1
OG0001090	tr|A0A1X7TBF2|A0A1X7TBF2_AMPQE	jg21549.t1, jg3955.t1, jg21555.t1, jg3959.t1, jg21561.t1, jg21547.t1, jg3961.t1, jg21563.t1, jg21550.t1, jg3958.t1, jg21557.t1, jg21553.t1, jg21559.t1
OG0001091	tr|A0A1X7TUP0|A0A1X7TUP0_AMPQE	jg30091.t1
OG0001091	tr|A0A1X7TE26|A0A1X7TE26_AMPQE	jg21650.t1, jg3337.t1, jg21551.t1, jg25026.t1, jg25877.t2, jg25877.t1, jg21649.t2, jg21649.t1, jg27615.t1
OG0001092	tr|A0A1X7TPN6|A0A1X7TPN6_AMPQE, tr|A0A1X7V231|A0A1X7V231_AMPQE, tr|A0A1X7TFQ6|A0A1X7TFQ6_AMPQE	jg5701.t1, jg5554.t2, jg5554.t1, jg13172.t1, jg23918.t1
OG0001092	tr|A0A1X7VGF4|A0A1X7VGF4_AMPQE, tr|A0A1X7TK83|A0A1X7TK83_AMPQE, tr|A0A1X7TQ27|A0A1X7TQ27_AMPQE	jg22047.t1, jg4264.t1, jg24984.t1
OG0001093	tr|A0A1X7TG24|A0A1X7TG24_AMPQE, tr|A0A1X7UWP2|A0A1X7UWP2_AMPQE	jg3928.t1, jg26641.t1, jg26316.t1, jg3317.t1, jg30008.t1, jg238.t1, jg7622.t1, jg701.t1, jg4778.t1, jg3460.t1, jg601.t1, jg4830.t1
OG0001094	tr|A0A1X7THZ9|A0A1X7THZ9_AMPQE	jg3653.t1, jg10485.t1, jg1261.t1, jg8689.t1, jg15082.t2, jg3655.t1, jg20966.t1, jg15095.t1, jg10484.t1, jg10482.t1, jg10484.t2, jg15082.t1, jg20965.t1
OG0001095	tr|A0A1X7TK19|A0A1X7TK19_AMPQE	jg29232.t1, jg5513.t1, jg4392.t1, jg5514.t1, jg13694.t1, jg1638.t1, jg1640.t1, jg13113.t1, jg21598.t1, jg24432.t1, jg27706.t1, jg19860.t1, jg19846.t1
OG0001096	tr|A0A1X7VX65|A0A1X7VX65_AMPQE, tr|A0A1X7VEN6|A0A1X7VEN6_AMPQE, tr|A0A1X7U8X8|A0A1X7U8X8_AMPQE, tr|A0A1X7UQP5|A0A1X7UQP5_AMPQE, tr|A0A1X7TSK4|A0A1X7TSK4_AMPQE, tr|A0A1X7VWA5|A0A1X7VWA5_AMPQE, tr|A0A1X7TVH4|A0A1X7TVH4_AMPQE	jg22953.t1, jg26609.t1, jg23872.t1, jg17224.t1, jg22016.t1
OG0001096	tr|A0A1X7V9A1|A0A1X7V9A1_AMPQE	jg7548.t1
OG0001097	tr|A0A1X7TU62|A0A1X7TU62_AMPQE	jg3052.t1
OG0001097	tr|A0A1X7TWB5|A0A1X7TWB5_AMPQE	jg23291.t1
OG0001097	tr|A0A1X7UPA4|A0A1X7UPA4_AMPQE	jg3210.t1
OG0001098	tr|A0A1X7UZD1|A0A1X7UZD1_AMPQE	jg20242.t1, jg20241.t1
OG0001098	tr|A0A1X7TVA8|A0A1X7TVA8_AMPQE, tr|A0A1X7UYA6|A0A1X7UYA6_AMPQE, tr|A0A1X7UXL1|A0A1X7UXL1_AMPQE, tr|A0A1X7UYW2|A0A1X7UYW2_AMPQE	jg20204.t1, jg20204.t2
OG0001099	tr|A0A1X7VA47|A0A1X7VA47_AMPQE	jg8725.t1
OG0001099	tr|A0A1X7TVK8|A0A1X7TVK8_AMPQE	jg11415.t1
OG0001099	tr|A0A1X7U2U9|A0A1X7U2U9_AMPQE	jg19464.t1, jg29238.t1
OG0001099	tr|A0A1X7U3Q3|A0A1X7U3Q3_AMPQE	jg17053.t1
OG0001100	tr|A0A1X7TYT0|A0A1X7TYT0_AMPQE	jg26843.t1
OG0001100	tr|A0A1X7TW65|A0A1X7TW65_AMPQE	jg27740.t1, jg25369.t1, jg26417.t1, jg6573.t1
OG0001103	tr|A0A1X7U9H9|A0A1X7U9H9_AMPQE	jg15007.t1, jg15009.t1, jg19691.t1, jg14985.t1, jg15011.t1, jg19687.t1, jg14999.t1, jg14991.t1, jg19684.t1, jg15013.t1
OG0001104	tr|A0A1X7UBZ8|A0A1X7UBZ8_AMPQE	jg28576.t1, jg28569.t1, jg12653.t1
OG0001104	tr|A0A1X7VCE0|A0A1X7VCE0_AMPQE	jg28420.t1
OG0001104	tr|A0A1X7VRM3|A0A1X7VRM3_AMPQE, tr|A0A1X7VTJ4|A0A1X7VTJ4_AMPQE	jg19014.t1
OG0001105	tr|A0A1X7UE44|A0A1X7UE44_AMPQE	jg21114.t1, jg15414.t1, jg16499.t1, jg11403.t1, jg18234.t1
OG0001105	tr|A0A1X7VMS5|A0A1X7VMS5_AMPQE	jg10187.t1, jg10736.t1
OG0001106	tr|A0A1X7UH63|A0A1X7UH63_AMPQE	jg13776.t1, jg15113.t1
OG0001107	tr|A0A1X7UMC6|A0A1X7UMC6_AMPQE, tr|A0A1X7UL05|A0A1X7UL05_AMPQE	jg12775.t1
OG0001107	tr|A0A1X7ULM6|A0A1X7ULM6_AMPQE	jg12774.t1
OG0001108	tr|A0A1X7ULN1|A0A1X7ULN1_AMPQE	jg12779.t1
OG0001108	tr|A0A1X7UP95|A0A1X7UP95_AMPQE, tr|A0A1X7UNK1|A0A1X7UNK1_AMPQE	jg12778.t1
OG0001108	tr|A0A1X7UMM5|A0A1X7UMM5_AMPQE	jg12777.t1
OG0001109	tr|A0A1X7UQH8|A0A1X7UQH8_AMPQE	jg22908.t1, jg3916.t1, jg6582.t1, jg16895.t1, jg5030.t1
OG0001110	tr|A0A1X7VF08|A0A1X7VF08_AMPQE	jg7263.t1, jg9042.t1, jg24781.t1
OG0001111	tr|A0A1X7UV31|A0A1X7UV31_AMPQE	jg12501.t1
OG0001112	tr|A0A1X7UXA7|A0A1X7UXA7_AMPQE	jg8736.t1
OG0001112	tr|A0A1X7UX67|A0A1X7UX67_AMPQE	jg6779.t1, jg27178.t1
OG0001113	tr|A0A1X7V2I2|A0A1X7V2I2_AMPQE	jg19224.t1
OG0001114	tr|A0A1X7V2K0|A0A1X7V2K0_AMPQE	jg2967.t1, jg13012.t1, jg30033.t1, jg24929.t1, jg30098.t1, jg1200.t1, jg21495.t1, jg7513.t1
OG0001115	tr|A0A1X7V300|A0A1X7V300_AMPQE	jg12840.t1
OG0001116	tr|A0A1X7V584|A0A1X7V584_AMPQE	jg25011.t1, jg8243.t1
OG0001116	tr|A0A1X7V6M6|A0A1X7V6M6_AMPQE	jg8244.t1, jg25010.t1, jg8238.t1
OG0001117	tr|A0A1X7V8D4|A0A1X7V8D4_AMPQE	jg6855.t1, jg25253.t1, jg6856.t1
OG0001117	tr|A0A1X7V877|A0A1X7V877_AMPQE	jg24882.t1, jg22780.t1, jg24885.t1
OG0001117	tr|A0A1X7V904|A0A1X7V904_AMPQE	jg2898.t1, jg22117.t1
OG0001118	tr|A0A1X7VF82|A0A1X7VF82_AMPQE	jg3143.t1, jg25296.t1, jg15583.t1, jg15586.t1, jg3146.t1, jg3139.t1, jg3148.t1, jg15590.t1, jg24371.t1
OG0001120	tr|A0A1X7VJW9|A0A1X7VJW9_AMPQE	jg14487.t1
OG0001121	tr|A0A1X7VKS3|A0A1X7VKS3_AMPQE	jg2778.t1
OG0001122	tr|A0A1X7VME5|A0A1X7VME5_AMPQE	jg16800.t1
OG0001122	tr|A0A1X7VM97|A0A1X7VM97_AMPQE	jg16801.t1, jg16802.t1
OG0001122	tr|A0A1X7VKV5|A0A1X7VKV5_AMPQE	jg16799.t1
OG0001122	tr|A0A1X7VNP7|A0A1X7VNP7_AMPQE	jg16803.t1
OG0001123	tr|A0A1X7VKZ8|A0A1X7VKZ8_AMPQE	jg19450.t1
OG0001123	tr|A0A1X7VLW0|A0A1X7VLW0_AMPQE	jg19451.t1
OG0001124	tr|A0A1X7VNP4|A0A1X7VNP4_AMPQE	jg17834.t1
OG0001170	tr|A0A1X7SGH5|A0A1X7SGH5_AMPQE, tr|A0A1X7SJ04|A0A1X7SJ04_AMPQE, tr|A0A1X7SK29|A0A1X7SK29_AMPQE, tr|A0A1X7SDK7|A0A1X7SDK7_AMPQE, tr|A0A1X7SPM2|A0A1X7SPM2_AMPQE, tr|A0A1X7T567|A0A1X7T567_AMPQE, tr|A0A1X7URM1|A0A1X7URM1_AMPQE, tr|A0A1X7SFL5|A0A1X7SFL5_AMPQE, tr|A0A1X7T413|A0A1X7T413_AMPQE, tr|A0A1X7V8I3|A0A1X7V8I3_AMPQE, tr|A0A1X7TQT3|A0A1X7TQT3_AMPQE, tr|A0A1X7STY8|A0A1X7STY8_AMPQE	jg17723.t1
OG0001172	tr|A0A1X7SXQ3|A0A1X7SXQ3_AMPQE, tr|A0A1X7TJ17|A0A1X7TJ17_AMPQE, tr|A0A1X7SYF1|A0A1X7SYF1_AMPQE, tr|A0A1X7SZB6|A0A1X7SZB6_AMPQE, tr|A0A1X7SLJ3|A0A1X7SLJ3_AMPQE, tr|A0A1X7SMY1|A0A1X7SMY1_AMPQE, tr|A0A1X7SX95|A0A1X7SX95_AMPQE, tr|A0A1X7T372|A0A1X7T372_AMPQE, tr|A0A1X7SLH0|A0A1X7SLH0_AMPQE, tr|A0A1X7SLZ3|A0A1X7SLZ3_AMPQE, tr|A0A1X7SE61|A0A1X7SE61_AMPQE, tr|A0A1X7ULE9|A0A1X7ULE9_AMPQE	jg3352.t1
OG0001175	tr|A0A1X7T8B8|A0A1X7T8B8_AMPQE, tr|A0A1X7TF90|A0A1X7TF90_AMPQE, tr|A0A1X7TJH3|A0A1X7TJH3_AMPQE, tr|A0A1X7T4U0|A0A1X7T4U0_AMPQE, tr|A0A1X7TT74|A0A1X7TT74_AMPQE, tr|A0A1X7SUN4|A0A1X7SUN4_AMPQE, tr|A0A1X7TSI7|A0A1X7TSI7_AMPQE, tr|A0A1X7SSC9|A0A1X7SSC9_AMPQE, tr|A0A1X7SFQ4|A0A1X7SFQ4_AMPQE, tr|A0A1X7TV11|A0A1X7TV11_AMPQE, tr|A0A1X7U2P1|A0A1X7U2P1_AMPQE	jg970.t1
OG0001177	tr|A0A1X7UM71|A0A1X7UM71_AMPQE, tr|A0A1X7SGB5|A0A1X7SGB5_AMPQE	jg20364.t1, jg24759.t1, jg20376.t1, jg2940.t1, jg25486.t1, jg20366.t1, jg20390.t1, jg16145.t1, jg16155.t1, jg16593.t1
OG0001179	tr|A0A1X7UN77|A0A1X7UN77_AMPQE, tr|A0A1X7U444|A0A1X7U444_AMPQE, tr|A0A1X7U3U5|A0A1X7U3U5_AMPQE, tr|A0A1X7U3H8|A0A1X7U3H8_AMPQE, tr|A0A1X7TDR2|A0A1X7TDR2_AMPQE	jg8755.t1
OG0001179	tr|A0A1X7VI34|A0A1X7VI34_AMPQE, tr|A0A1X7SHB9|A0A1X7SHB9_AMPQE, tr|A0A1X7VFS3|A0A1X7VFS3_AMPQE	jg12284.t1, jg4156.t1
OG0001180	tr|A0A1X7SHF9|A0A1X7SHF9_AMPQE, tr|A0A1X7STQ2|A0A1X7STQ2_AMPQE, tr|A0A1X7TV92|A0A1X7TV92_AMPQE, tr|A0A1X7TX63|A0A1X7TX63_AMPQE, tr|A0A1X7T232|A0A1X7T232_AMPQE	jg10974.t1, jg10981.t1, jg2901.t1, jg10936.t1, jg2902.t1, jg2902.t2, jg10979.t1, jg30495.t1
OG0001181	tr|A0A1X7SLN8|A0A1X7SLN8_AMPQE	jg9642.t1, jg25431.t1, jg25458.t1, jg25448.t1
OG0001181	tr|A0A1X7SHK9|A0A1X7SHK9_AMPQE, tr|A0A1X7TK75|A0A1X7TK75_AMPQE	jg9640.t1
OG0001182	tr|A0A1X7TXI0|A0A1X7TXI0_AMPQE, tr|A0A1X7TXN1|A0A1X7TXN1_AMPQE	jg12270.t1
OG0001182	tr|A0A1X7U4W3|A0A1X7U4W3_AMPQE	jg11543.t1
OG0001182	tr|A0A1X7SHP9|A0A1X7SHP9_AMPQE	jg11536.t1
OG0001183	tr|A0A1X7V4E3|A0A1X7V4E3_AMPQE	jg11237.t1
OG0001183	tr|A0A1X7TXN6|A0A1X7TXN6_AMPQE, tr|A0A1X7SY57|A0A1X7SY57_AMPQE, tr|A0A1X7SLD8|A0A1X7SLD8_AMPQE, tr|A0A1X7TXE1|A0A1X7TXE1_AMPQE, tr|A0A1X7TXN0|A0A1X7TXN0_AMPQE, tr|A0A1X7SI42|A0A1X7SI42_AMPQE	jg2903.t1, jg10937.t1
OG0001184	tr|A0A1X7TQ37|A0A1X7TQ37_AMPQE, tr|A0A1X7U1Z9|A0A1X7U1Z9_AMPQE, tr|A0A1X7SVB7|A0A1X7SVB7_AMPQE, tr|A0A1X7SI57|A0A1X7SI57_AMPQE, tr|A0A1X7SNF8|A0A1X7SNF8_AMPQE, tr|A0A1X7TEU2|A0A1X7TEU2_AMPQE	jg1168.t1
OG0001184	tr|A0A1X7T6I0|A0A1X7T6I0_AMPQE, tr|A0A1X7SR01|A0A1X7SR01_AMPQE, tr|A0A1X7T908|A0A1X7T908_AMPQE, tr|A0A1X7SZZ9|A0A1X7SZZ9_AMPQE, tr|A0A1X7T3U9|A0A1X7T3U9_AMPQE	jg1689.t1
OG0001185	tr|A0A1X7SMG9|A0A1X7SMG9_AMPQE, tr|A0A1X7SIV5|A0A1X7SIV5_AMPQE, tr|A0A1X7SIK9|A0A1X7SIK9_AMPQE, tr|A0A1X7UUK3|A0A1X7UUK3_AMPQE, tr|A0A1X7STX3|A0A1X7STX3_AMPQE, tr|A0A1X7STM1|A0A1X7STM1_AMPQE, tr|A0A1X7UTS0|A0A1X7UTS0_AMPQE, tr|A0A1X7SPF0|A0A1X7SPF0_AMPQE, tr|A0A1X7SWZ8|A0A1X7SWZ8_AMPQE, tr|A0A1X7USU5|A0A1X7USU5_AMPQE, tr|A0A1X7T5I0|A0A1X7T5I0_AMPQE, tr|A0A1X7SRL4|A0A1X7SRL4_AMPQE	jg147.t1
OG0001186	tr|A0A1X7UZ96|A0A1X7UZ96_AMPQE, tr|A0A1X7UZY4|A0A1X7UZY4_AMPQE, tr|A0A1X7SIN3|A0A1X7SIN3_AMPQE	jg8593.t1, jg8594.t1, jg14151.t1, jg8595.t1, jg14153.t1, jg14150.t1, jg14149.t1, jg8592.t1, jg14152.t1
OG0001187	tr|A0A1X7SIZ8|A0A1X7SIZ8_AMPQE, tr|A0A1X7VJV8|A0A1X7VJV8_AMPQE, tr|A0A1X7SK12|A0A1X7SK12_AMPQE	jg21191.t1, jg21172.t1, jg21033.t1, jg26012.t1, jg4018.t2, jg4018.t1, jg16405.t1, jg27436.t1, jg21034.t1, jg16611.t1
OG0001188	tr|A0A1X7T646|A0A1X7T646_AMPQE, tr|A0A1X7TBZ1|A0A1X7TBZ1_AMPQE	jg24577.t1
OG0001188	tr|A0A1X7SNZ5|A0A1X7SNZ5_AMPQE, tr|A0A1X7T501|A0A1X7T501_AMPQE, tr|A0A1X7SP04|A0A1X7SP04_AMPQE, tr|A0A1X7SQA3|A0A1X7SQA3_AMPQE, tr|A0A1X7TA00|A0A1X7TA00_AMPQE, tr|A0A1X7T7D6|A0A1X7T7D6_AMPQE, tr|A0A1X7SWW3|A0A1X7SWW3_AMPQE, tr|A0A1X7SJ16|A0A1X7SJ16_AMPQE	jg24584.t1, jg24583.t1
OG0001189	tr|A0A1X7UGF4|A0A1X7UGF4_AMPQE, tr|A0A1X7SZS2|A0A1X7SZS2_AMPQE, tr|A0A1X7SJ58|A0A1X7SJ58_AMPQE, tr|A0A1X7TRZ1|A0A1X7TRZ1_AMPQE, tr|A0A1X7UHB0|A0A1X7UHB0_AMPQE, tr|A0A1X7TR89|A0A1X7TR89_AMPQE, tr|A0A1X7TJ81|A0A1X7TJ81_AMPQE, tr|A0A1X7TIX7|A0A1X7TIX7_AMPQE, tr|A0A1X7TJ01|A0A1X7TJ01_AMPQE, tr|A0A1X7SZV9|A0A1X7SZV9_AMPQE, tr|A0A1X7SZC0|A0A1X7SZC0_AMPQE, tr|A0A1X7TJ34|A0A1X7TJ34_AMPQE	jg3242.t1
OG0001192	tr|A0A1X7UCB6|A0A1X7UCB6_AMPQE, tr|A0A1X7UV68|A0A1X7UV68_AMPQE, tr|A0A1X7UWX8|A0A1X7UWX8_AMPQE, tr|A0A1X7UBE8|A0A1X7UBE8_AMPQE, tr|A0A1X7UBS1|A0A1X7UBS1_AMPQE, tr|A0A1X7SLN4|A0A1X7SLN4_AMPQE, tr|A0A1X7UW28|A0A1X7UW28_AMPQE, tr|A0A1X7SP19|A0A1X7SP19_AMPQE, tr|A0A1X7UC80|A0A1X7UC80_AMPQE, tr|A0A1X7UV57|A0A1X7UV57_AMPQE, tr|A0A1X7T557|A0A1X7T557_AMPQE, tr|A0A1X7UV62|A0A1X7UV62_AMPQE	jg954.t1
OG0001193	tr|A0A1X7SMK3|A0A1X7SMK3_AMPQE, tr|A0A1X7TIB3|A0A1X7TIB3_AMPQE, tr|A0A1X7TB42|A0A1X7TB42_AMPQE	jg1377.t1
OG0001193	tr|A0A1X7STM7|A0A1X7STM7_AMPQE, tr|A0A1X7SM08|A0A1X7SM08_AMPQE, tr|A0A1X7SQP1|A0A1X7SQP1_AMPQE, tr|A0A1X7SYV7|A0A1X7SYV7_AMPQE, tr|A0A1X7SYY5|A0A1X7SYY5_AMPQE, tr|A0A1X7U7D9|A0A1X7U7D9_AMPQE	jg3944.t1, jg3936.t1, jg21535.t1
OG0001194	tr|A0A1X7VQJ0|A0A1X7VQJ0_AMPQE	jg3717.t2
