Orthogroup	Amphimedon_UP000007879_400682	Human_UP000005640_9606
OG0001581	tr|A0A1X7VWS7|A0A1X7VWS7_AMPQE, tr|A0A1X7T244|A0A1X7T244_AMPQE	sp|Q96DY7|MTBP_HUMAN
OG0001582	tr|A0A1X7T2E4|A0A1X7T2E4_AMPQE, tr|A0A1X7TMN5|A0A1X7TMN5_AMPQE, tr|A0A1X7TMI2|A0A1X7TMI2_AMPQE, tr|A0A1X7U251|A0A1X7U251_AMPQE, tr|A0A1X7T616|A0A1X7T616_AMPQE	sp|Q96MT8|CEP63_HUMAN, sp|Q05D60|DEUP1_HUMAN
OG0001583	tr|A0A1X7UGA7|A0A1X7UGA7_AMPQE	sp|Q9NZN8|CNOT2_HUMAN
OG0001583	tr|A0A1X7T5U7|A0A1X7T5U7_AMPQE, tr|A0A1X7UHQ7|A0A1X7UHQ7_AMPQE, tr|A0A1X7T6J0|A0A1X7T6J0_AMPQE, tr|A0A1X7UC11|A0A1X7UC11_AMPQE	sp|Q9H8G2|CAAP1_HUMAN
OG0001590	tr|A0A1X7T5Y2|A0A1X7T5Y2_AMPQE, tr|A0A1X7U811|A0A1X7U811_AMPQE	sp|Q9BRV3|SWET1_HUMAN
OG0001591	tr|A0A1X7U7Q0|A0A1X7U7Q0_AMPQE, tr|A0A1X7U7A5|A0A1X7U7A5_AMPQE, tr|A0A1X7T5Z0|A0A1X7T5Z0_AMPQE	sp|Q9NWZ3|IRAK4_HUMAN
OG0001599	tr|A0A1X7U6M0|A0A1X7U6M0_AMPQE	sp|Q86XN8|MEX3D_HUMAN, sp|Q6ZN04|MEX3B_HUMAN, sp|Q5U5Q3|MEX3C_HUMAN, sp|A1L020|MEX3A_HUMAN
OG0001599	tr|A0A1X7U7E1|A0A1X7U7E1_AMPQE	sp|Q8WTW3|COG1_HUMAN
OG0001600	tr|A0A1X7TEU7|A0A1X7TEU7_AMPQE	sp|Q04637|IF4G1_HUMAN, sp|O43432|IF4G3_HUMAN
OG0001602	tr|A0A1X7TTJ6|A0A1X7TTJ6_AMPQE, tr|A0A1X7TFI8|A0A1X7TFI8_AMPQE, tr|A0A1X7VK60|A0A1X7VK60_AMPQE	sp|P11362|FGFR1_HUMAN, sp|P21802|FGFR2_HUMAN, sp|P22607|FGFR3_HUMAN, sp|P22455|FGFR4_HUMAN, sp|Q8N441|FGRL1_HUMAN
OG0001604	tr|A0A1X7TJ90|A0A1X7TJ90_AMPQE, tr|A0A1X7TJZ5|A0A1X7TJZ5_AMPQE, tr|A0A1X7V2J8|A0A1X7V2J8_AMPQE, tr|A0A1X7V1V3|A0A1X7V1V3_AMPQE	sp|P28328|PEX2_HUMAN
OG0001605	tr|A0A1X7TRE0|A0A1X7TRE0_AMPQE, tr|A0A1X7TJM3|A0A1X7TJM3_AMPQE, tr|A0A1X7TLN5|A0A1X7TLN5_AMPQE, tr|A0A1X7TPP1|A0A1X7TPP1_AMPQE, tr|A0A1X7UW07|A0A1X7UW07_AMPQE, tr|A0A1X7TRP4|A0A1X7TRP4_AMPQE	sp|P23919|KTHY_HUMAN
OG0001608	tr|A0A1X7TLH1|A0A1X7TLH1_AMPQE	sp|Q676U5|A16L1_HUMAN, sp|Q8NAA4|A16L2_HUMAN
OG0001609	tr|A0A1X7VCH9|A0A1X7VCH9_AMPQE, tr|A0A1X7TM33|A0A1X7TM33_AMPQE	sp|O43818|U3IP2_HUMAN
OG0001613	tr|A0A1X7TSP1|A0A1X7TSP1_AMPQE, tr|A0A1X7UZN2|A0A1X7UZN2_AMPQE	sp|A6NI28|RHG42_HUMAN, sp|O60890|OPHN1_HUMAN, sp|Q9UNA1|RHG26_HUMAN, sp|A1A4S6|RHG10_HUMAN
OG0001616	tr|A0A1X7URG0|A0A1X7URG0_AMPQE, tr|A0A1X7TWC3|A0A1X7TWC3_AMPQE	sp|Q8TED4|G6PT3_HUMAN
OG0001619	tr|A0A1X7TYB0|A0A1X7TYB0_AMPQE	sp|Q9HDC9|APMAP_HUMAN
OG0001620	tr|A0A1X7UQ55|A0A1X7UQ55_AMPQE, tr|A0A1X7TYN7|A0A1X7TYN7_AMPQE	sp|Q86Y01|DTX1_HUMAN, sp|Q9Y2E6|DTX4_HUMAN, sp|Q86UW9|DTX2_HUMAN
OG0001621	tr|A0A1X7TZP7|A0A1X7TZP7_AMPQE	sp|Q9NQC1|JADE2_HUMAN, sp|Q92613|JADE3_HUMAN, sp|Q6IE81|JADE1_HUMAN
OG0001625	tr|A0A1X7U7G0|A0A1X7U7G0_AMPQE	sp|Q12772|SRBP2_HUMAN, sp|P36956|SRBP1_HUMAN
OG0001626	tr|A0A1X7V936|A0A1X7V936_AMPQE, tr|A0A1X7U8I9|A0A1X7U8I9_AMPQE	sp|Q2TBF2|WSCD2_HUMAN, sp|Q658N2|WSCD1_HUMAN
OG0001627	tr|A0A1X7U8T8|A0A1X7U8T8_AMPQE, tr|A0A1X7VFN9|A0A1X7VFN9_AMPQE	sp|O15528|CP27B_HUMAN, sp|Q4G0S4|C27C1_HUMAN, sp|Q02318|CP27A_HUMAN, sp|Q07973|CP24A_HUMAN
OG0001628	tr|A0A1X7U9W6|A0A1X7U9W6_AMPQE	sp|Q8IZK6|MCLN2_HUMAN, sp|Q9GZU1|MCLN1_HUMAN, sp|Q8TDD5|MCLN3_HUMAN
OG0001629	tr|A0A1X7V8N3|A0A1X7V8N3_AMPQE, tr|A0A1X7V6J8|A0A1X7V6J8_AMPQE, tr|A0A1X7UAH2|A0A1X7UAH2_AMPQE	sp|Q9BR11|ZSWM1_HUMAN
OG0001630	tr|A0A1X7UCB3|A0A1X7UCB3_AMPQE, tr|A0A1X7VBN5|A0A1X7VBN5_AMPQE	sp|Q01973|ROR1_HUMAN, sp|Q01974|ROR2_HUMAN
OG0001631	tr|A0A1X7UCT3|A0A1X7UCT3_AMPQE, tr|A0A1X7VTV8|A0A1X7VTV8_AMPQE	sp|Q9BXM7|PINK1_HUMAN
OG0001632	tr|A0A1X7V579|A0A1X7V579_AMPQE, tr|A0A1X7UED0|A0A1X7UED0_AMPQE	sp|Q70JA7|CHSS3_HUMAN, sp|Q86X52|CHSS1_HUMAN
OG0001632	tr|A0A1X7UFT2|A0A1X7UFT2_AMPQE	sp|Q9BRJ2|RM45_HUMAN
OG0001633	tr|A0A1X7UGK7|A0A1X7UGK7_AMPQE, tr|A0A1X7VMZ6|A0A1X7VMZ6_AMPQE, tr|A0A1X7VPW3|A0A1X7VPW3_AMPQE, tr|A0A1X7VNH9|A0A1X7VNH9_AMPQE	sp|Q00796|DHSO_HUMAN
OG0001635	tr|A0A1X7UID3|A0A1X7UID3_AMPQE, tr|A0A1X7UID4|A0A1X7UID4_AMPQE	sp|O14773|TPP1_HUMAN
OG0001637	tr|A0A1X7UJ30|A0A1X7UJ30_AMPQE	sp|P57082|TBX4_HUMAN, sp|Q99593|TBX5_HUMAN
OG0001639	tr|A0A1X7UMC1|A0A1X7UMC1_AMPQE	sp|A8MW92|P20L1_HUMAN, sp|Q9BVI0|PHF20_HUMAN
OG0001640	tr|A0A1X7UMR6|A0A1X7UMR6_AMPQE, tr|A0A1X7UMF2|A0A1X7UMF2_AMPQE, tr|A0A1X7VJT9|A0A1X7VJT9_AMPQE	sp|P15289|ARSA_HUMAN
OG0001640	tr|A0A1X7V841|A0A1X7V841_AMPQE	sp|Q96EG1|ARSG_HUMAN
OG0001641	tr|A0A1X7UNS8|A0A1X7UNS8_AMPQE, tr|A0A1X7UPH4|A0A1X7UPH4_AMPQE, tr|A0A1X7VL65|A0A1X7VL65_AMPQE	sp|Q9NZM1|MYOF_HUMAN, sp|O75923|DYSF_HUMAN
OG0001643	tr|A0A1X7UQY5|A0A1X7UQY5_AMPQE, tr|A0A1X7URD2|A0A1X7URD2_AMPQE	sp|P58215|LOXL3_HUMAN, sp|Q9Y4K0|LOXL2_HUMAN, sp|Q96JB6|LOXL4_HUMAN
OG0001644	tr|A0A1X7USH8|A0A1X7USH8_AMPQE	sp|Q9NR80|ARHG4_HUMAN, sp|Q96N96|SPT13_HUMAN, sp|O43307|ARHG9_HUMAN
OG0001646	tr|A0A1X7UU90|A0A1X7UU90_AMPQE	sp|Q14318|FKBP8_HUMAN
OG0001647	tr|A0A1X7UUU0|A0A1X7UUU0_AMPQE	sp|Q92882|OSTF1_HUMAN
OG0001649	tr|A0A1X7V0Q5|A0A1X7V0Q5_AMPQE, tr|A0A1X7UVU2|A0A1X7UVU2_AMPQE	sp|Q27J81|INF2_HUMAN, sp|Q9C0D6|FHDC1_HUMAN
OG0001650	tr|A0A1X7UW51|A0A1X7UW51_AMPQE	sp|P43004|EAA2_HUMAN, sp|P43005|EAA3_HUMAN, sp|O00341|EAA5_HUMAN, sp|P48664|EAA4_HUMAN, sp|P43003|EAA1_HUMAN, sp|Q15758|AAAT_HUMAN, sp|P43007|SATT_HUMAN
OG0001651	tr|A0A1X7UXT4|A0A1X7UXT4_AMPQE, tr|A0A1X7UZ03|A0A1X7UZ03_AMPQE	sp|Q5TG30|RHG40_HUMAN, sp|Q9P2N2|RHG28_HUMAN, sp|Q8N392|RHG18_HUMAN
OG0001653	tr|A0A1X7V0M8|A0A1X7V0M8_AMPQE, tr|A0A1X7VPW9|A0A1X7VPW9_AMPQE	sp|Q9BXA6|TSSK6_HUMAN, sp|Q96PF2|TSSK2_HUMAN, sp|Q9BXA7|TSSK1_HUMAN, sp|Q96PN8|TSSK3_HUMAN
OG0001654	tr|A0A1X7VAP2|A0A1X7VAP2_AMPQE, tr|A0A1X7V271|A0A1X7V271_AMPQE	sp|P01137|TGFB1_HUMAN, sp|P61812|TGFB2_HUMAN, sp|P10600|TGFB3_HUMAN
OG0001657	tr|A0A1X7V805|A0A1X7V805_AMPQE	sp|Q9UGQ3|GTR6_HUMAN, sp|Q9NY64|GTR8_HUMAN
OG0001658	tr|A0A1X7V847|A0A1X7V847_AMPQE	sp|Q9UDY8|MALT1_HUMAN
OG0001659	tr|A0A1X7VC35|A0A1X7VC35_AMPQE, tr|A0A1X7VB72|A0A1X7VB72_AMPQE, tr|A0A1X7VC00|A0A1X7VC00_AMPQE	sp|Q99726|ZNT3_HUMAN
OG0001661	tr|A0A1X7VID9|A0A1X7VID9_AMPQE	sp|O15547|P2RX6_HUMAN, sp|Q93086|P2RX5_HUMAN, sp|P56373|P2RX3_HUMAN, sp|Q99571|P2RX4_HUMAN, sp|Q99572|P2RX7_HUMAN, sp|P51575|P2RX1_HUMAN
OG0001662	tr|A0A1X7VKF6|A0A1X7VKF6_AMPQE	sp|Q96QZ7|MAGI1_HUMAN, sp|Q86UL8|MAGI2_HUMAN, sp|Q5TCQ9|MAGI3_HUMAN
OG0001663	tr|A0A1X7VKX7|A0A1X7VKX7_AMPQE	sp|P30086|PEBP1_HUMAN
OG0001664	tr|A0A1X7VKY2|A0A1X7VKY2_AMPQE	sp|Q96HY6|DDRGK_HUMAN
OG0001665	tr|A0A1X7VLM8|A0A1X7VLM8_AMPQE	sp|P23634|AT2B4_HUMAN, sp|P20020|AT2B1_HUMAN, sp|Q16720|AT2B3_HUMAN, sp|Q01814|AT2B2_HUMAN
OG0001666	tr|A0A1X7VMX3|A0A1X7VMX3_AMPQE	sp|O43422|P52K_HUMAN
OG0001667	tr|A0A1X7VNC6|A0A1X7VNC6_AMPQE	sp|Q9UKM9|RALY_HUMAN, sp|Q86SE5|RALYL_HUMAN, sp|P07910|HNRPC_HUMAN, sp|P0DMR1|HNRC4_HUMAN, sp|B7ZW38|HNRC3_HUMAN, sp|B2RXH8|HNRC2_HUMAN, sp|O60812|HNRC1_HUMAN
OG0001668	tr|A0A1X7VPD1|A0A1X7VPD1_AMPQE	sp|Q96FL8|S47A1_HUMAN, sp|Q86VL8|S47A2_HUMAN
OG0001669	tr|A0A1X7VS91|A0A1X7VS91_AMPQE	sp|O94856|NFASC_HUMAN, sp|Q92823|NRCAM_HUMAN, sp|O00533|NCHL1_HUMAN, sp|P32004|L1CAM_HUMAN, sp|O94779|CNTN5_HUMAN, sp|Q02246|CNTN2_HUMAN, sp|Q12860|CNTN1_HUMAN, sp|Q9UQ52|CNTN6_HUMAN, sp|Q8IWV2|CNTN4_HUMAN, sp|Q9P232|CNTN3_HUMAN
OG0001672	tr|A0A1X7VTY9|A0A1X7VTY9_AMPQE	sp|P24855|DNAS1_HUMAN, sp|Q92874|DNSL2_HUMAN, sp|Q13609|DNSL3_HUMAN, sp|P49184|DNSL1_HUMAN
OG0001674	tr|A0A1X7VWQ7|A0A1X7VWQ7_AMPQE	sp|Q96DE0|NUD16_HUMAN, sp|Q9BRJ7|TIRR_HUMAN
OG0001675	tr|A0A1X7VWV1|A0A1X7VWV1_AMPQE	sp|Q9HCH3|CPNE5_HUMAN, sp|Q86YQ8|CPNE8_HUMAN, sp|Q8IYJ1|CPNE9_HUMAN, sp|Q9UBL6|CPNE7_HUMAN, sp|Q96A23|CPNE4_HUMAN, sp|O95741|CPNE6_HUMAN, sp|Q99829|CPNE1_HUMAN, sp|O75131|CPNE3_HUMAN, sp|Q96FN4|CPNE2_HUMAN
OG0001762	tr|A0A1X7SDB7|A0A1X7SDB7_AMPQE, tr|A0A1X7VCQ7|A0A1X7VCQ7_AMPQE	sp|Q02930|CREB5_HUMAN, sp|P17544|ATF7_HUMAN, sp|P15336|ATF2_HUMAN
OG0001763	tr|A0A1X7UPQ2|A0A1X7UPQ2_AMPQE, tr|A0A1X7SDQ0|A0A1X7SDQ0_AMPQE	sp|O15085|ARHGB_HUMAN, sp|Q9NZN5|ARHGC_HUMAN, sp|Q92888|ARHG1_HUMAN
OG0001764	tr|A0A1X7SRY9|A0A1X7SRY9_AMPQE, tr|A0A1X7UFV1|A0A1X7UFV1_AMPQE, tr|A0A1X7SDS5|A0A1X7SDS5_AMPQE, tr|A0A1X7SVA1|A0A1X7SVA1_AMPQE	sp|P51531|SMCA2_HUMAN, sp|P51532|SMCA4_HUMAN
OG0001765	tr|A0A1X7UPV2|A0A1X7UPV2_AMPQE, tr|A0A1X7SDX8|A0A1X7SDX8_AMPQE, tr|A0A1X7UPJ6|A0A1X7UPJ6_AMPQE, tr|A0A1X7U4Q3|A0A1X7U4Q3_AMPQE, tr|A0A1X7U4H1|A0A1X7U4H1_AMPQE	sp|Q9C093|SPEF2_HUMAN
OG0001770	tr|A0A1X7TJT9|A0A1X7TJT9_AMPQE, tr|A0A1X7TJX9|A0A1X7TJX9_AMPQE, tr|A0A1X7SEH7|A0A1X7SEH7_AMPQE	sp|Q8IZA0|K319L_HUMAN, sp|Q5VV43|K0319_HUMAN
OG0001778	tr|A0A1X7TED8|A0A1X7TED8_AMPQE, tr|A0A1X7V355|A0A1X7V355_AMPQE, tr|A0A1X7SXJ6|A0A1X7SXJ6_AMPQE, tr|A0A1X7SZ55|A0A1X7SZ55_AMPQE, tr|A0A1X7T005|A0A1X7T005_AMPQE, tr|A0A1X7SFQ0|A0A1X7SFQ0_AMPQE, tr|A0A1X7SJ68|A0A1X7SJ68_AMPQE	sp|Q502W6|VWA3B_HUMAN
OG0001782	tr|A0A1X7SRP7|A0A1X7SRP7_AMPQE, tr|A0A1X7TTQ2|A0A1X7TTQ2_AMPQE, tr|I1F3D4|I1F3D4_AMPQE, tr|A0A1X7SSB4|A0A1X7SSB4_AMPQE, tr|A0A1X7SLF6|A0A1X7SLF6_AMPQE, tr|A0A1X7SFU0|A0A1X7SFU0_AMPQE	sp|O75907|DGAT1_HUMAN
OG0001784	tr|A0A1X7SGB2|A0A1X7SGB2_AMPQE, tr|A0A1X7ULZ4|A0A1X7ULZ4_AMPQE	sp|O14931|NCTR3_HUMAN
OG0001784	tr|A0A1X7SNT1|A0A1X7SNT1_AMPQE, tr|A0A1X7UN07|A0A1X7UN07_AMPQE, tr|A0A1X7UMB3|A0A1X7UMB3_AMPQE	sp|Q96RW7|HMCN1_HUMAN, sp|Q8NDA2|HMCN2_HUMAN
OG0001789	tr|A0A1X7TSA1|A0A1X7TSA1_AMPQE, tr|A0A1X7TDJ3|A0A1X7TDJ3_AMPQE, tr|A0A1X7TDW2|A0A1X7TDW2_AMPQE, tr|A0A1X7SGQ4|A0A1X7SGQ4_AMPQE, tr|A0A1X7T3M9|A0A1X7T3M9_AMPQE, tr|A0A1X7TD76|A0A1X7TD76_AMPQE	sp|O75530|EED_HUMAN
OG0001791	tr|A0A1X7STL9|A0A1X7STL9_AMPQE, tr|A0A1X7SGW2|A0A1X7SGW2_AMPQE, tr|I1EYW3|I1EYW3_AMPQE	sp|P25398|RS12_HUMAN
OG0001795	tr|A0A1X7UYV8|A0A1X7UYV8_AMPQE, tr|A0A1X7SHE7|A0A1X7SHE7_AMPQE	sp|P61457|PHS_HUMAN
OG0001796	tr|A0A1X7VND1|A0A1X7VND1_AMPQE, tr|A0A1X7SHG9|A0A1X7SHG9_AMPQE	sp|Q9BSQ5|CCM2_HUMAN, sp|Q9NUG4|CCM2L_HUMAN
OG0001799	tr|A0A1X7T5S8|A0A1X7T5S8_AMPQE, tr|A0A1X7TM42|A0A1X7TM42_AMPQE, tr|A0A1X7T6H0|A0A1X7T6H0_AMPQE, tr|A0A1X7T0W5|A0A1X7T0W5_AMPQE, tr|A0A1X7SHM7|A0A1X7SHM7_AMPQE, tr|A0A1X7TLC8|A0A1X7TLC8_AMPQE	sp|Q5SXM2|SNPC4_HUMAN
OG0001800	tr|A0A1X7SM69|A0A1X7SM69_AMPQE, tr|A0A1X7TYY6|A0A1X7TYY6_AMPQE, tr|A0A1X7T1S0|A0A1X7T1S0_AMPQE, tr|A0A1X7SHM8|A0A1X7SHM8_AMPQE	sp|Q03164|KMT2A_HUMAN, sp|Q9UMN6|KMT2B_HUMAN
OG0001801	tr|A0A1X7UG45|A0A1X7UG45_AMPQE, tr|A0A1X7SHT1|A0A1X7SHT1_AMPQE, tr|A0A1X7VDZ2|A0A1X7VDZ2_AMPQE	sp|Q9Y5L3|ENTP2_HUMAN, sp|Q5MY95|ENTP8_HUMAN, sp|P49961|ENTP1_HUMAN, sp|O75355|ENTP3_HUMAN
OG0001805	tr|A0A1X7TL38|A0A1X7TL38_AMPQE, tr|A0A1X7TKQ5|A0A1X7TKQ5_AMPQE, tr|A0A1X7SI98|A0A1X7SI98_AMPQE, tr|A0A1X7TKY4|A0A1X7TKY4_AMPQE, tr|A0A1X7TU24|A0A1X7TU24_AMPQE, tr|A0A1X7SLE2|A0A1X7SLE2_AMPQE	sp|Q7Z7F0|KHDC4_HUMAN
OG0001806	tr|A0A1X7SIK1|A0A1X7SIK1_AMPQE, tr|A0A1X7SM84|A0A1X7SM84_AMPQE, tr|A0A1X7UNM6|A0A1X7UNM6_AMPQE	sp|A0AVK6|E2F8_HUMAN, sp|Q96AV8|E2F7_HUMAN
OG0001808	tr|A0A1X7V188|A0A1X7V188_AMPQE, tr|A0A1X7SIL6|A0A1X7SIL6_AMPQE	sp|Q8N434|SVOPL_HUMAN, sp|Q8N4V2|SVOP_HUMAN
OG0001809	tr|A0A1X7STG1|A0A1X7STG1_AMPQE, tr|A0A1X7SIV9|A0A1X7SIV9_AMPQE, tr|A0A1X7SL00|A0A1X7SL00_AMPQE, tr|A0A1X7U903|A0A1X7U903_AMPQE	sp|Q8NI35|INADL_HUMAN, sp|O75970|MPDZ_HUMAN
OG0001812	tr|A0A1X7TH14|A0A1X7TH14_AMPQE, tr|A0A1X7SJ53|A0A1X7SJ53_AMPQE, tr|A0A1X7VNX6|A0A1X7VNX6_AMPQE	sp|Q96PB1|CASD1_HUMAN, sp|Q96QF0|RAB3I_HUMAN, sp|Q8TBN0|R3GEF_HUMAN
OG0001816	tr|A0A1X7TVA7|A0A1X7TVA7_AMPQE, tr|A0A1X7TVL4|A0A1X7TVL4_AMPQE, tr|A0A1X7SZN9|A0A1X7SZN9_AMPQE, tr|A0A1X7SJU6|A0A1X7SJU6_AMPQE, tr|A0A1X7STY5|A0A1X7STY5_AMPQE, tr|A0A1X7SWS4|A0A1X7SWS4_AMPQE, tr|A0A1X7TVP4|A0A1X7TVP4_AMPQE	sp|O60244|MED14_HUMAN
OG0001817	tr|A0A1X7SJU9|A0A1X7SJU9_AMPQE, tr|A0A1X7VPH6|A0A1X7VPH6_AMPQE	sp|Q5VWG9|TAF3_HUMAN
OG0001818	tr|A0A1X7VM89|A0A1X7VM89_AMPQE, tr|A0A1X7SK59|A0A1X7SK59_AMPQE	sp|Q9H490|PIGU_HUMAN
OG0001821	tr|A0A1X7SKM2|A0A1X7SKM2_AMPQE, tr|A0A1X7V0L2|A0A1X7V0L2_AMPQE	sp|Q6JBY9|CPZIP_HUMAN
OG0001821	tr|A0A1X7SKY8|A0A1X7SKY8_AMPQE	sp|Q641Q2|WAC2A_HUMAN, sp|Q9Y4E1|WAC2C_HUMAN
OG0001824	tr|A0A1X7UZB2|A0A1X7UZB2_AMPQE, tr|A0A1X7UYU9|A0A1X7UYU9_AMPQE, tr|A0A1X7TVN3|A0A1X7TVN3_AMPQE, tr|A0A1X7SKQ7|A0A1X7SKQ7_AMPQE, tr|A0A1X7SPP6|A0A1X7SPP6_AMPQE, tr|A0A1X7UYB0|A0A1X7UYB0_AMPQE, tr|A0A1X7TCD3|A0A1X7TCD3_AMPQE	sp|P23378|GCSP_HUMAN
OG0001829	tr|A0A1X7ULL2|A0A1X7ULL2_AMPQE, tr|A0A1X7SLK7|A0A1X7SLK7_AMPQE, tr|A0A1X7UMJ4|A0A1X7UMJ4_AMPQE	sp|Q9NVV4|PAPD1_HUMAN, sp|Q9H6E5|STPAP_HUMAN
OG0001830	tr|A0A1X7UAJ6|A0A1X7UAJ6_AMPQE, tr|A0A1X7T852|A0A1X7T852_AMPQE, tr|A0A1X7U9T6|A0A1X7U9T6_AMPQE, tr|A0A1X7SM75|A0A1X7SM75_AMPQE	sp|Q14108|SCRB2_HUMAN, sp|P16671|CD36_HUMAN, sp|Q8WTV0|SCRB1_HUMAN
OG0001832	tr|A0A1X7U725|A0A1X7U725_AMPQE, tr|A0A1X7U6L4|A0A1X7U6L4_AMPQE, tr|A0A1X7SMI9|A0A1X7SMI9_AMPQE, tr|A0A1X7U7U3|A0A1X7U7U3_AMPQE	sp|P07686|HEXB_HUMAN, sp|P06865|HEXA_HUMAN
OG0001836	tr|A0A1X7SV95|A0A1X7SV95_AMPQE, tr|A0A1X7T0D4|A0A1X7T0D4_AMPQE, tr|A0A1X7SNK9|A0A1X7SNK9_AMPQE, tr|A0A1X7SZ29|A0A1X7SZ29_AMPQE, tr|A0A1X7UMH3|A0A1X7UMH3_AMPQE, tr|A0A1X7UKV0|A0A1X7UKV0_AMPQE	sp|Q92750|TAF4B_HUMAN, sp|O00268|TAF4_HUMAN
OG0001843	tr|A0A1X7T4M9|A0A1X7T4M9_AMPQE, tr|A0A1X7SU19|A0A1X7SU19_AMPQE, tr|A0A1X7SR33|A0A1X7SR33_AMPQE, tr|A0A1X7U435|A0A1X7U435_AMPQE, tr|A0A1X7T4Z9|A0A1X7T4Z9_AMPQE, tr|A0A1X7U3U4|A0A1X7U3U4_AMPQE	sp|Q96RT8|GCP5_HUMAN
OG0001847	tr|A0A1X7SRY4|A0A1X7SRY4_AMPQE, tr|A0A1X7UZU5|A0A1X7UZU5_AMPQE, tr|A0A1X7U0T8|A0A1X7U0T8_AMPQE, tr|A0A1X7V553|A0A1X7V553_AMPQE	sp|Q8IXQ6|PARP9_HUMAN
OG0001848	tr|A0A1X7TP65|A0A1X7TP65_AMPQE, tr|A0A1X7TNX2|A0A1X7TNX2_AMPQE, tr|A0A1X7TD82|A0A1X7TD82_AMPQE, tr|A0A1X7SW06|A0A1X7SW06_AMPQE, tr|A0A1X7SS81|A0A1X7SS81_AMPQE, tr|A0A1X7TRW3|A0A1X7TRW3_AMPQE	sp|Q7Z6K5|ARPIN_HUMAN
OG0001849	tr|A0A1X7T2S2|A0A1X7T2S2_AMPQE, tr|A0A1X7T507|A0A1X7T507_AMPQE, tr|A0A1X7VBR3|A0A1X7VBR3_AMPQE, tr|A0A1X7STC4|A0A1X7STC4_AMPQE, tr|A0A1X7ST32|A0A1X7ST32_AMPQE	sp|Q12789|TF3C1_HUMAN
OG0001852	tr|A0A1X7UHJ0|A0A1X7UHJ0_AMPQE, tr|A0A1X7SUX4|A0A1X7SUX4_AMPQE	sp|Q5TAP6|UT14C_HUMAN, sp|Q9BVJ6|UT14A_HUMAN
OG0001855	tr|A0A1X7T9X5|A0A1X7T9X5_AMPQE, tr|A0A1X7UFT3|A0A1X7UFT3_AMPQE, tr|A0A1X7ULX4|A0A1X7ULX4_AMPQE, tr|A0A1X7SWY7|A0A1X7SWY7_AMPQE	sp|Q15067|ACOX1_HUMAN
OG0001858	tr|A0A1X7TAN2|A0A1X7TAN2_AMPQE, tr|A0A1X7SY08|A0A1X7SY08_AMPQE	sp|Q8N945|PRLD2_HUMAN
OG0001858	tr|A0A1X7T095|A0A1X7T095_AMPQE, tr|A0A1X7TAZ6|A0A1X7TAZ6_AMPQE, tr|A0A1X7TN37|A0A1X7TN37_AMPQE	sp|Q96N28|PLD3A_HUMAN, sp|Q9Y3B1|PLD3B_HUMAN
OG0001861	tr|A0A1X7UP55|A0A1X7UP55_AMPQE, tr|A0A1X7SZ03|A0A1X7SZ03_AMPQE, tr|A0A1X7SYA3|A0A1X7SYA3_AMPQE	sp|Q9H9J2|RM44_HUMAN
OG0001863	tr|A0A1X7UM12|A0A1X7UM12_AMPQE, tr|A0A1X7TEB7|A0A1X7TEB7_AMPQE, tr|A0A1X7T262|A0A1X7T262_AMPQE, tr|A0A1X7SZ92|A0A1X7SZ92_AMPQE, tr|A0A1X7UMY8|A0A1X7UMY8_AMPQE	sp|O14827|RGRF2_HUMAN, sp|Q13972|RGRF1_HUMAN
OG0001864	tr|A0A1X7UK45|A0A1X7UK45_AMPQE, tr|A0A1X7UIS1|A0A1X7UIS1_AMPQE, tr|A0A1X7T803|A0A1X7T803_AMPQE, tr|A0A1X7SZL1|A0A1X7SZL1_AMPQE	sp|Q96BM0|I27L1_HUMAN, sp|P40305|IFI27_HUMAN, sp|P09912|IFI6_HUMAN, sp|Q9H2X8|I27L2_HUMAN
OG0001867	tr|A0A1X7T153|A0A1X7T153_AMPQE, tr|A0A1X7UPY8|A0A1X7UPY8_AMPQE	sp|A8MY62|BLML_HUMAN
OG0001868	tr|A0A1X7TR84|A0A1X7TR84_AMPQE, tr|A0A1X7U0B3|A0A1X7U0B3_AMPQE, tr|A0A1X7U0L3|A0A1X7U0L3_AMPQE, tr|A0A1X7U028|A0A1X7U028_AMPQE, tr|A0A1X7TA88|A0A1X7TA88_AMPQE, tr|A0A1X7UAU2|A0A1X7UAU2_AMPQE, tr|A0A1X7T1T4|A0A1X7T1T4_AMPQE	sp|P01040|CYTA_HUMAN, sp|P04080|CYTB_HUMAN
OG0001869	tr|A0A1X7TYJ0|A0A1X7TYJ0_AMPQE, tr|A0A1X7T2C8|A0A1X7T2C8_AMPQE, tr|A0A1X7TZD6|A0A1X7TZD6_AMPQE	sp|Q92820|GGH_HUMAN
OG0001870	tr|A0A1X7UGB6|A0A1X7UGB6_AMPQE, tr|A0A1X7T2Q2|A0A1X7T2Q2_AMPQE	sp|Q96K37|S35E1_HUMAN
OG0001872	tr|A0A1X7U5Y0|A0A1X7U5Y0_AMPQE, tr|A0A1X7T6N1|A0A1X7T6N1_AMPQE, tr|A0A1X7TL94|A0A1X7TL94_AMPQE, tr|A0A1X7T3D9|A0A1X7T3D9_AMPQE, tr|A0A1X7TXD5|A0A1X7TXD5_AMPQE	sp|P0C2W1|FBSP1_HUMAN
