Orthogroup	Human_UP000005640_9606	Amphimedon_UP000007879_400682
OG0001414	sp|Q8TBB6|S7A14_HUMAN, sp|Q8WY07|CTR3_HUMAN, sp|P52569|CTR2_HUMAN, sp|P30825|SL7A1_HUMAN, sp|O43246|CTR4_HUMAN	tr|A0A1X7UZK0|A0A1X7UZK0_AMPQE, tr|A0A1X7UZ20|A0A1X7UZ20_AMPQE, tr|A0A1X7UYV6|A0A1X7UYV6_AMPQE
OG0001415	sp|Q06278|AOXA_HUMAN, sp|P47989|XDH_HUMAN	tr|A0A1X7VB40|A0A1X7VB40_AMPQE, tr|A0A1X7VB45|A0A1X7VB45_AMPQE, tr|A0A1X7VNF9|A0A1X7VNF9_AMPQE, tr|A0A1X7V020|A0A1X7V020_AMPQE
OG0001420	sp|P36873|PP1G_HUMAN	tr|A0A1X7V2W0|A0A1X7V2W0_AMPQE
OG0001420	sp|P62136|PP1A_HUMAN, sp|P62140|PP1B_HUMAN	tr|A0A1X7VED7|A0A1X7VED7_AMPQE
OG0001421	sp|O43739|CYH3_HUMAN, sp|Q15438|CYH1_HUMAN, sp|Q99418|CYH2_HUMAN, sp|Q9UIA0|CYH4_HUMAN	tr|A0A1X7V686|A0A1X7V686_AMPQE, tr|A0A1X7V722|A0A1X7V722_AMPQE
OG0001422	sp|Q8TDI7|TMC2_HUMAN, sp|Q8TDI8|TMC1_HUMAN, sp|Q7Z5M5|TMC3_HUMAN	tr|A0A1X7V9Z5|A0A1X7V9Z5_AMPQE
OG0001424	sp|P00751|CFAB_HUMAN, sp|P06681|CO2_HUMAN	tr|A0A1X7VM60|A0A1X7VM60_AMPQE, tr|A0A1X7VKR7|A0A1X7VKR7_AMPQE, tr|A0A1X7VJY2|A0A1X7VJY2_AMPQE
OG0001425	sp|Q15063|POSTN_HUMAN, sp|Q15582|BGH3_HUMAN	tr|A0A1X7VPA6|A0A1X7VPA6_AMPQE, tr|A0A1X7VMW0|A0A1X7VMW0_AMPQE, tr|A0A1X7VLG1|A0A1X7VLG1_AMPQE, tr|A0A1X7VN08|A0A1X7VN08_AMPQE
OG0001426	sp|Q9H892|TTC12_HUMAN	tr|A0A1X7VLL7|A0A1X7VLL7_AMPQE, tr|A0A1X7VMH9|A0A1X7VMH9_AMPQE
OG0001428	sp|Q14573|ITPR3_HUMAN, sp|Q14571|ITPR2_HUMAN, sp|Q14643|ITPR1_HUMAN	tr|A0A1X7VSW4|A0A1X7VSW4_AMPQE
OG0001429	sp|Q9NQR7|CC177_HUMAN	tr|A0A1X7VTJ2|A0A1X7VTJ2_AMPQE, tr|A0A1X7VU91|A0A1X7VU91_AMPQE
OG0001429	sp|O95551|TYDP2_HUMAN	tr|A0A1X7VUW5|A0A1X7VUW5_AMPQE
OG0001430	sp|Q6P9B6|MEAK7_HUMAN	tr|A0A1X7VVQ6|A0A1X7VVQ6_AMPQE
OG0001494	sp|Q53H54|TYW2_HUMAN	tr|A0A1X7SP65|A0A1X7SP65_AMPQE, tr|A0A1X7SIP7|A0A1X7SIP7_AMPQE, tr|A0A1X7TZC3|A0A1X7TZC3_AMPQE, tr|A0A1X7TYT2|A0A1X7TYT2_AMPQE, tr|A0A1X7SG84|A0A1X7SG84_AMPQE, tr|A0A1X7SD82|A0A1X7SD82_AMPQE
OG0001495	sp|Q96S82|UBL7_HUMAN, sp|Q9NRR5|UBQL4_HUMAN, sp|Q9UMX0|UBQL1_HUMAN, sp|Q9UHD9|UBQL2_HUMAN, sp|Q9H347|UBQL3_HUMAN, sp|Q8IYU4|UBQLN_HUMAN	tr|A0A1X7SDA1|A0A1X7SDA1_AMPQE, tr|A0A1X7UDM0|A0A1X7UDM0_AMPQE
OG0001496	sp|Q6P1N0|C2D1A_HUMAN, sp|Q5T0F9|C2D1B_HUMAN	tr|A0A1X7SY26|A0A1X7SY26_AMPQE, tr|A0A1X7SDH9|A0A1X7SDH9_AMPQE, tr|A0A1X7VAP4|A0A1X7VAP4_AMPQE, tr|A0A1X7V8G9|A0A1X7V8G9_AMPQE, tr|A0A1X7TCS8|A0A1X7TCS8_AMPQE, tr|A0A1X7SKF1|A0A1X7SKF1_AMPQE
OG0001497	sp|Q6ZVM7|TM1L2_HUMAN, sp|O60784|TOM1_HUMAN	tr|A0A1X7SDK8|A0A1X7SDK8_AMPQE, tr|A0A1X7VVN5|A0A1X7VVN5_AMPQE
OG0001500	sp|P80370|DLK1_HUMAN	tr|A0A1X7SUS0|A0A1X7SUS0_AMPQE, tr|A0A1X7SDU0|A0A1X7SDU0_AMPQE, tr|A0A1X7SSX7|A0A1X7SSX7_AMPQE, tr|A0A1X7SW10|A0A1X7SW10_AMPQE, tr|A0A1X7T7F8|A0A1X7T7F8_AMPQE, tr|A0A1X7SXA1|A0A1X7SXA1_AMPQE, tr|A0A1X7T6Y2|A0A1X7T6Y2_AMPQE, tr|A0A1X7TLT1|A0A1X7TLT1_AMPQE, tr|A0A1X7SLI1|A0A1X7SLI1_AMPQE, tr|A0A1X7SSD2|A0A1X7SSD2_AMPQE
OG0001506	sp|Q9BYM8|HOIL1_HUMAN	tr|A0A1X7V4R8|A0A1X7V4R8_AMPQE
OG0001506	sp|Q9H0F6|SHRPN_HUMAN	tr|A0A1X7SEU5|A0A1X7SEU5_AMPQE, tr|A0A1X7SN86|A0A1X7SN86_AMPQE
OG0001513	sp|P50750|CDK9_HUMAN	tr|A0A1X7UPQ7|A0A1X7UPQ7_AMPQE, tr|A0A1X7SG42|A0A1X7SG42_AMPQE
OG0001513	sp|Q14004|CDK13_HUMAN, sp|Q9NYV4|CDK12_HUMAN	tr|A0A1X7VQH1|A0A1X7VQH1_AMPQE
OG0001517	sp|Q9BRP4|PAAF1_HUMAN	tr|A0A1X7TGX2|A0A1X7TGX2_AMPQE, tr|A0A1X7U388|A0A1X7U388_AMPQE, tr|A0A1X7TG91|A0A1X7TG91_AMPQE, tr|A0A1X7U378|A0A1X7U378_AMPQE, tr|A0A1X7SH16|A0A1X7SH16_AMPQE, tr|A0A1X7TAU0|A0A1X7TAU0_AMPQE, tr|A0A1X7TG86|A0A1X7TG86_AMPQE
OG0001519	sp|Q6PGP7|TTC37_HUMAN	tr|A0A1X7SS06|A0A1X7SS06_AMPQE, tr|A0A1X7T7U3|A0A1X7T7U3_AMPQE, tr|A0A1X7UUC1|A0A1X7UUC1_AMPQE, tr|A0A1X7UUN2|A0A1X7UUN2_AMPQE, tr|A0A1X7TEE3|A0A1X7TEE3_AMPQE, tr|A0A1X7T7G1|A0A1X7T7G1_AMPQE, tr|A0A1X7SHH5|A0A1X7SHH5_AMPQE
OG0001520	sp|O43581|SYT7_HUMAN	tr|A0A1X7UWH3|A0A1X7UWH3_AMPQE, tr|A0A1X7SHH7|A0A1X7SHH7_AMPQE
OG0001520	sp|Q9BXY5|CAYP2_HUMAN	tr|A0A1X7UXN5|A0A1X7UXN5_AMPQE
OG0001521	sp|Q8NEH6|MNS1_HUMAN	tr|A0A1X7SHJ8|A0A1X7SHJ8_AMPQE, tr|A0A1X7VF34|A0A1X7VF34_AMPQE
OG0001524	sp|Q7Z2Z2|EFL1_HUMAN	tr|A0A1X7UNC2|A0A1X7UNC2_AMPQE, tr|A0A1X7SI78|A0A1X7SI78_AMPQE, tr|A0A1X7UNB7|A0A1X7UNB7_AMPQE, tr|A0A1X7UNM7|A0A1X7UNM7_AMPQE, tr|A0A1X7ULZ8|A0A1X7ULZ8_AMPQE
OG0001525	sp|Q5SQI0|ATAT_HUMAN	tr|A0A1X7T0I8|A0A1X7T0I8_AMPQE, tr|A0A1X7TI66|A0A1X7TI66_AMPQE, tr|A0A1X7THH1|A0A1X7THH1_AMPQE, tr|A0A1X7SI81|A0A1X7SI81_AMPQE, tr|A0A1X7TYL7|A0A1X7TYL7_AMPQE, tr|A0A1X7T082|A0A1X7T082_AMPQE, tr|A0A1X7TXP0|A0A1X7TXP0_AMPQE
OG0001526	sp|P35670|ATP7B_HUMAN, sp|Q04656|ATP7A_HUMAN	tr|A0A1X7VLH2|A0A1X7VLH2_AMPQE, tr|A0A1X7SIM0|A0A1X7SIM0_AMPQE
OG0001533	sp|Q5T8I9|HENMT_HUMAN	tr|A0A1X7V2P7|A0A1X7V2P7_AMPQE, tr|A0A1X7SK54|A0A1X7SK54_AMPQE, tr|A0A1X7TK05|A0A1X7TK05_AMPQE, tr|A0A1X7V1V8|A0A1X7V1V8_AMPQE, tr|A0A1X7V3U5|A0A1X7V3U5_AMPQE, tr|A0A1X7TK00|A0A1X7TK00_AMPQE, tr|A0A1X7TJI9|A0A1X7TJI9_AMPQE
OG0001534	sp|Q9BTX7|TTPAL_HUMAN, sp|P12271|RLBP1_HUMAN	tr|A0A1X7SRP2|A0A1X7SRP2_AMPQE, tr|A0A1X7TIN4|A0A1X7TIN4_AMPQE, tr|A0A1X7UUB9|A0A1X7UUB9_AMPQE, tr|A0A1X7SKB2|A0A1X7SKB2_AMPQE
OG0001538	sp|Q8N1G2|CMTR1_HUMAN	tr|A0A1X7SUR6|A0A1X7SUR6_AMPQE, tr|A0A1X7UY25|A0A1X7UY25_AMPQE, tr|A0A1X7UYS3|A0A1X7UYS3_AMPQE, tr|A0A1X7SMF1|A0A1X7SMF1_AMPQE
OG0001541	sp|Q9UI95|MD2L2_HUMAN	tr|A0A1X7TIH5|A0A1X7TIH5_AMPQE, tr|A0A1X7SXD1|A0A1X7SXD1_AMPQE, tr|A0A1X7URK8|A0A1X7URK8_AMPQE, tr|A0A1X7SNB4|A0A1X7SNB4_AMPQE, tr|A0A1X7TIM5|A0A1X7TIM5_AMPQE, tr|A0A1X7TIE1|A0A1X7TIE1_AMPQE, tr|A0A1X7UQN3|A0A1X7UQN3_AMPQE
OG0001542	sp|Q8WYP5|ELYS_HUMAN	tr|A0A1X7TII0|A0A1X7TII0_AMPQE, tr|A0A1X7SQM6|A0A1X7SQM6_AMPQE, tr|A0A1X7SRN0|A0A1X7SRN0_AMPQE, tr|A0A1X7SNI6|A0A1X7SNI6_AMPQE, tr|A0A1X7TIM9|A0A1X7TIM9_AMPQE, tr|A0A1X7UR97|A0A1X7UR97_AMPQE, tr|A0A1X7SPJ1|A0A1X7SPJ1_AMPQE
OG0001546	sp|Q6UX65|DRAM2_HUMAN, sp|Q8N682|DRAM1_HUMAN	tr|A0A1X7VPL4|A0A1X7VPL4_AMPQE, tr|A0A1X7VN59|A0A1X7VN59_AMPQE, tr|A0A1X7VPQ9|A0A1X7VPQ9_AMPQE, tr|A0A1X7SPR2|A0A1X7SPR2_AMPQE, tr|A0A1X7VDM4|A0A1X7VDM4_AMPQE
OG0001547	sp|Q9NY33|DPP3_HUMAN	tr|A0A1X7TFY2|A0A1X7TFY2_AMPQE, tr|A0A1X7SWK0|A0A1X7SWK0_AMPQE, tr|A0A1X7SPS5|A0A1X7SPS5_AMPQE, tr|A0A1X7TQP8|A0A1X7TQP8_AMPQE, tr|A0A1X7UP60|A0A1X7UP60_AMPQE, tr|A0A1X7TKY6|A0A1X7TKY6_AMPQE, tr|A0A1X7UQ62|A0A1X7UQ62_AMPQE
OG0001551	sp|Q86SQ4|AGRG6_HUMAN, sp|Q8IZP9|AGRG2_HUMAN, sp|Q8IZF6|AGRG4_HUMAN	tr|A0A1X7SR62|A0A1X7SR62_AMPQE
OG0001552	sp|Q9P1A2|PP4RL_HUMAN, sp|Q8TF05|PP4R1_HUMAN	tr|A0A1X7T9E4|A0A1X7T9E4_AMPQE, tr|A0A1X7TBY4|A0A1X7TBY4_AMPQE, tr|A0A1X7TE80|A0A1X7TE80_AMPQE, tr|A0A1X7TBX3|A0A1X7TBX3_AMPQE, tr|A0A1X7T641|A0A1X7T641_AMPQE, tr|A0A1X7T6J7|A0A1X7T6J7_AMPQE, tr|A0A1X7T7C8|A0A1X7T7C8_AMPQE, tr|A0A1X7SRZ6|A0A1X7SRZ6_AMPQE, tr|A0A1X7V0Q2|A0A1X7V0Q2_AMPQE
OG0001555	sp|Q6PJF5|RHDF2_HUMAN, sp|Q96CC6|RHDF1_HUMAN	tr|A0A1X7SSG9|A0A1X7SSG9_AMPQE, tr|A0A1X7VJ92|A0A1X7VJ92_AMPQE, tr|A0A1X7VFI0|A0A1X7VFI0_AMPQE
OG0001556	sp|P07202|PERT_HUMAN	tr|A0A1X7TNR0|A0A1X7TNR0_AMPQE, tr|A0A1X7T8K6|A0A1X7T8K6_AMPQE, tr|A0A1X7T0Q0|A0A1X7T0Q0_AMPQE
OG0001556	sp|Q86T13|CLC14_HUMAN, sp|Q9NPY3|C1QR1_HUMAN, sp|Q9HCU0|CD248_HUMAN, sp|P07204|TRBM_HUMAN	tr|A0A1X7SSI1|A0A1X7SSI1_AMPQE
OG0001560	sp|P13798|ACPH_HUMAN	tr|A0A1X7STQ3|A0A1X7STQ3_AMPQE, tr|A0A1X7UL93|A0A1X7UL93_AMPQE, tr|A0A1X7UKK1|A0A1X7UKK1_AMPQE, tr|A0A1X7UL96|A0A1X7UL96_AMPQE, tr|A0A1X7UJX6|A0A1X7UJX6_AMPQE, tr|A0A1X7UKT3|A0A1X7UKT3_AMPQE
OG0001563	sp|P0CG31|Z286B_HUMAN, sp|A0A2Z4LIS9|FXO3B_HUMAN, sp|O43524|FOXO3_HUMAN, sp|Q12778|FOXO1_HUMAN, sp|P98177|FOXO4_HUMAN, sp|A8MYZ6|FOXO6_HUMAN	tr|A0A1X7SU07|A0A1X7SU07_AMPQE, tr|A0A1X7UIW3|A0A1X7UIW3_AMPQE
OG0001567	sp|Q9BQ90|KLDC3_HUMAN	tr|A0A1X7UYZ5|A0A1X7UYZ5_AMPQE, tr|A0A1X7T0G4|A0A1X7T0G4_AMPQE, tr|A0A1X7SW77|A0A1X7SW77_AMPQE, tr|A0A1X7UY96|A0A1X7UY96_AMPQE
OG0001571	sp|O94822|LTN1_HUMAN	tr|A0A1X7SXL9|A0A1X7SXL9_AMPQE, tr|A0A1X7UA02|A0A1X7UA02_AMPQE, tr|A0A1X7T0Y6|A0A1X7T0Y6_AMPQE
OG0001575	sp|O96006|ZBED1_HUMAN	tr|A0A1X7VYX5|A0A1X7VYX5_AMPQE, tr|A0A1X7TKN0|A0A1X7TKN0_AMPQE, tr|A0A1X7SZD7|A0A1X7SZD7_AMPQE, tr|A0A1X7VJT8|A0A1X7VJT8_AMPQE, tr|A0A1X7V9V4|A0A1X7V9V4_AMPQE
OG0001577	sp|P36776|LONM_HUMAN, sp|Q86WA8|LONP2_HUMAN	tr|A0A1X7TLZ4|A0A1X7TLZ4_AMPQE, tr|A0A1X7TL79|A0A1X7TL79_AMPQE, tr|A0A1X7TEI2|A0A1X7TEI2_AMPQE, tr|A0A1X7T074|A0A1X7T074_AMPQE, tr|A0A1X7TKF3|A0A1X7TKF3_AMPQE, tr|A0A1X7U1B8|A0A1X7U1B8_AMPQE, tr|A0A1X7VCU8|A0A1X7VCU8_AMPQE
OG0001579	sp|P15918|RAG1_HUMAN	tr|A0A1X7U4H6|A0A1X7U4H6_AMPQE, tr|A0A1X7VTQ0|A0A1X7VTQ0_AMPQE, tr|A0A1X7T0Z2|A0A1X7T0Z2_AMPQE, tr|A0A1X7U5D5|A0A1X7U5D5_AMPQE, tr|A0A1X7V6K7|A0A1X7V6K7_AMPQE, tr|A0A1X7U475|A0A1X7U475_AMPQE
OG0001581	sp|Q96DY7|MTBP_HUMAN	tr|A0A1X7VWS7|A0A1X7VWS7_AMPQE, tr|A0A1X7T244|A0A1X7T244_AMPQE
OG0001582	sp|Q96MT8|CEP63_HUMAN, sp|Q05D60|DEUP1_HUMAN	tr|A0A1X7T2E4|A0A1X7T2E4_AMPQE, tr|A0A1X7TMN5|A0A1X7TMN5_AMPQE, tr|A0A1X7TMI2|A0A1X7TMI2_AMPQE, tr|A0A1X7U251|A0A1X7U251_AMPQE, tr|A0A1X7T616|A0A1X7T616_AMPQE
OG0001583	sp|Q9NZN8|CNOT2_HUMAN	tr|A0A1X7UGA7|A0A1X7UGA7_AMPQE
OG0001583	sp|Q9H8G2|CAAP1_HUMAN	tr|A0A1X7T5U7|A0A1X7T5U7_AMPQE, tr|A0A1X7UHQ7|A0A1X7UHQ7_AMPQE, tr|A0A1X7T6J0|A0A1X7T6J0_AMPQE, tr|A0A1X7UC11|A0A1X7UC11_AMPQE
OG0001590	sp|Q9BRV3|SWET1_HUMAN	tr|A0A1X7T5Y2|A0A1X7T5Y2_AMPQE, tr|A0A1X7U811|A0A1X7U811_AMPQE
OG0001591	sp|Q9NWZ3|IRAK4_HUMAN	tr|A0A1X7U7Q0|A0A1X7U7Q0_AMPQE, tr|A0A1X7U7A5|A0A1X7U7A5_AMPQE, tr|A0A1X7T5Z0|A0A1X7T5Z0_AMPQE
OG0001599	sp|Q86XN8|MEX3D_HUMAN, sp|Q6ZN04|MEX3B_HUMAN, sp|Q5U5Q3|MEX3C_HUMAN, sp|A1L020|MEX3A_HUMAN	tr|A0A1X7U6M0|A0A1X7U6M0_AMPQE
OG0001599	sp|Q8WTW3|COG1_HUMAN	tr|A0A1X7U7E1|A0A1X7U7E1_AMPQE
OG0001600	sp|Q04637|IF4G1_HUMAN, sp|O43432|IF4G3_HUMAN	tr|A0A1X7TEU7|A0A1X7TEU7_AMPQE
OG0001602	sp|P11362|FGFR1_HUMAN, sp|P21802|FGFR2_HUMAN, sp|P22607|FGFR3_HUMAN, sp|P22455|FGFR4_HUMAN, sp|Q8N441|FGRL1_HUMAN	tr|A0A1X7TTJ6|A0A1X7TTJ6_AMPQE, tr|A0A1X7TFI8|A0A1X7TFI8_AMPQE, tr|A0A1X7VK60|A0A1X7VK60_AMPQE
OG0001604	sp|P28328|PEX2_HUMAN	tr|A0A1X7TJ90|A0A1X7TJ90_AMPQE, tr|A0A1X7TJZ5|A0A1X7TJZ5_AMPQE, tr|A0A1X7V2J8|A0A1X7V2J8_AMPQE, tr|A0A1X7V1V3|A0A1X7V1V3_AMPQE
OG0001605	sp|P23919|KTHY_HUMAN	tr|A0A1X7TRE0|A0A1X7TRE0_AMPQE, tr|A0A1X7TJM3|A0A1X7TJM3_AMPQE, tr|A0A1X7TLN5|A0A1X7TLN5_AMPQE, tr|A0A1X7TPP1|A0A1X7TPP1_AMPQE, tr|A0A1X7UW07|A0A1X7UW07_AMPQE, tr|A0A1X7TRP4|A0A1X7TRP4_AMPQE
OG0001608	sp|Q676U5|A16L1_HUMAN, sp|Q8NAA4|A16L2_HUMAN	tr|A0A1X7TLH1|A0A1X7TLH1_AMPQE
OG0001609	sp|O43818|U3IP2_HUMAN	tr|A0A1X7VCH9|A0A1X7VCH9_AMPQE, tr|A0A1X7TM33|A0A1X7TM33_AMPQE
OG0001613	sp|A6NI28|RHG42_HUMAN, sp|O60890|OPHN1_HUMAN, sp|Q9UNA1|RHG26_HUMAN, sp|A1A4S6|RHG10_HUMAN	tr|A0A1X7TSP1|A0A1X7TSP1_AMPQE, tr|A0A1X7UZN2|A0A1X7UZN2_AMPQE
OG0001616	sp|Q8TED4|G6PT3_HUMAN	tr|A0A1X7URG0|A0A1X7URG0_AMPQE, tr|A0A1X7TWC3|A0A1X7TWC3_AMPQE
OG0001619	sp|Q9HDC9|APMAP_HUMAN	tr|A0A1X7TYB0|A0A1X7TYB0_AMPQE
OG0001620	sp|Q86Y01|DTX1_HUMAN, sp|Q9Y2E6|DTX4_HUMAN, sp|Q86UW9|DTX2_HUMAN	tr|A0A1X7UQ55|A0A1X7UQ55_AMPQE, tr|A0A1X7TYN7|A0A1X7TYN7_AMPQE
OG0001621	sp|Q9NQC1|JADE2_HUMAN, sp|Q92613|JADE3_HUMAN, sp|Q6IE81|JADE1_HUMAN	tr|A0A1X7TZP7|A0A1X7TZP7_AMPQE
OG0001625	sp|Q12772|SRBP2_HUMAN, sp|P36956|SRBP1_HUMAN	tr|A0A1X7U7G0|A0A1X7U7G0_AMPQE
OG0001626	sp|Q2TBF2|WSCD2_HUMAN, sp|Q658N2|WSCD1_HUMAN	tr|A0A1X7V936|A0A1X7V936_AMPQE, tr|A0A1X7U8I9|A0A1X7U8I9_AMPQE
OG0001627	sp|O15528|CP27B_HUMAN, sp|Q4G0S4|C27C1_HUMAN, sp|Q02318|CP27A_HUMAN, sp|Q07973|CP24A_HUMAN	tr|A0A1X7U8T8|A0A1X7U8T8_AMPQE, tr|A0A1X7VFN9|A0A1X7VFN9_AMPQE
OG0001628	sp|Q8IZK6|MCLN2_HUMAN, sp|Q9GZU1|MCLN1_HUMAN, sp|Q8TDD5|MCLN3_HUMAN	tr|A0A1X7U9W6|A0A1X7U9W6_AMPQE
OG0001629	sp|Q9BR11|ZSWM1_HUMAN	tr|A0A1X7V8N3|A0A1X7V8N3_AMPQE, tr|A0A1X7V6J8|A0A1X7V6J8_AMPQE, tr|A0A1X7UAH2|A0A1X7UAH2_AMPQE
OG0001630	sp|Q01973|ROR1_HUMAN, sp|Q01974|ROR2_HUMAN	tr|A0A1X7UCB3|A0A1X7UCB3_AMPQE, tr|A0A1X7VBN5|A0A1X7VBN5_AMPQE
OG0001631	sp|Q9BXM7|PINK1_HUMAN	tr|A0A1X7UCT3|A0A1X7UCT3_AMPQE, tr|A0A1X7VTV8|A0A1X7VTV8_AMPQE
OG0001632	sp|Q70JA7|CHSS3_HUMAN, sp|Q86X52|CHSS1_HUMAN	tr|A0A1X7V579|A0A1X7V579_AMPQE, tr|A0A1X7UED0|A0A1X7UED0_AMPQE
OG0001632	sp|Q9BRJ2|RM45_HUMAN	tr|A0A1X7UFT2|A0A1X7UFT2_AMPQE
OG0001633	sp|Q00796|DHSO_HUMAN	tr|A0A1X7UGK7|A0A1X7UGK7_AMPQE, tr|A0A1X7VMZ6|A0A1X7VMZ6_AMPQE, tr|A0A1X7VPW3|A0A1X7VPW3_AMPQE, tr|A0A1X7VNH9|A0A1X7VNH9_AMPQE
OG0001635	sp|O14773|TPP1_HUMAN	tr|A0A1X7UID3|A0A1X7UID3_AMPQE, tr|A0A1X7UID4|A0A1X7UID4_AMPQE
OG0001637	sp|P57082|TBX4_HUMAN, sp|Q99593|TBX5_HUMAN	tr|A0A1X7UJ30|A0A1X7UJ30_AMPQE
OG0001639	sp|A8MW92|P20L1_HUMAN, sp|Q9BVI0|PHF20_HUMAN	tr|A0A1X7UMC1|A0A1X7UMC1_AMPQE
OG0001640	sp|P15289|ARSA_HUMAN	tr|A0A1X7UMR6|A0A1X7UMR6_AMPQE, tr|A0A1X7UMF2|A0A1X7UMF2_AMPQE, tr|A0A1X7VJT9|A0A1X7VJT9_AMPQE
OG0001640	sp|Q96EG1|ARSG_HUMAN	tr|A0A1X7V841|A0A1X7V841_AMPQE
OG0001641	sp|Q9NZM1|MYOF_HUMAN, sp|O75923|DYSF_HUMAN	tr|A0A1X7UNS8|A0A1X7UNS8_AMPQE, tr|A0A1X7UPH4|A0A1X7UPH4_AMPQE, tr|A0A1X7VL65|A0A1X7VL65_AMPQE
OG0001643	sp|P58215|LOXL3_HUMAN, sp|Q9Y4K0|LOXL2_HUMAN, sp|Q96JB6|LOXL4_HUMAN	tr|A0A1X7UQY5|A0A1X7UQY5_AMPQE, tr|A0A1X7URD2|A0A1X7URD2_AMPQE
OG0001644	sp|Q9NR80|ARHG4_HUMAN, sp|Q96N96|SPT13_HUMAN, sp|O43307|ARHG9_HUMAN	tr|A0A1X7USH8|A0A1X7USH8_AMPQE
OG0001646	sp|Q14318|FKBP8_HUMAN	tr|A0A1X7UU90|A0A1X7UU90_AMPQE
OG0001647	sp|Q92882|OSTF1_HUMAN	tr|A0A1X7UUU0|A0A1X7UUU0_AMPQE
OG0001649	sp|Q27J81|INF2_HUMAN, sp|Q9C0D6|FHDC1_HUMAN	tr|A0A1X7V0Q5|A0A1X7V0Q5_AMPQE, tr|A0A1X7UVU2|A0A1X7UVU2_AMPQE
OG0001650	sp|P43004|EAA2_HUMAN, sp|P43005|EAA3_HUMAN, sp|O00341|EAA5_HUMAN, sp|P48664|EAA4_HUMAN, sp|P43003|EAA1_HUMAN, sp|Q15758|AAAT_HUMAN, sp|P43007|SATT_HUMAN	tr|A0A1X7UW51|A0A1X7UW51_AMPQE
OG0001651	sp|Q5TG30|RHG40_HUMAN, sp|Q9P2N2|RHG28_HUMAN, sp|Q8N392|RHG18_HUMAN	tr|A0A1X7UXT4|A0A1X7UXT4_AMPQE, tr|A0A1X7UZ03|A0A1X7UZ03_AMPQE
OG0001653	sp|Q9BXA6|TSSK6_HUMAN, sp|Q96PF2|TSSK2_HUMAN, sp|Q9BXA7|TSSK1_HUMAN, sp|Q96PN8|TSSK3_HUMAN	tr|A0A1X7V0M8|A0A1X7V0M8_AMPQE, tr|A0A1X7VPW9|A0A1X7VPW9_AMPQE
OG0001654	sp|P01137|TGFB1_HUMAN, sp|P61812|TGFB2_HUMAN, sp|P10600|TGFB3_HUMAN	tr|A0A1X7VAP2|A0A1X7VAP2_AMPQE, tr|A0A1X7V271|A0A1X7V271_AMPQE
OG0001657	sp|Q9UGQ3|GTR6_HUMAN, sp|Q9NY64|GTR8_HUMAN	tr|A0A1X7V805|A0A1X7V805_AMPQE
OG0001658	sp|Q9UDY8|MALT1_HUMAN	tr|A0A1X7V847|A0A1X7V847_AMPQE
OG0001659	sp|Q99726|ZNT3_HUMAN	tr|A0A1X7VC35|A0A1X7VC35_AMPQE, tr|A0A1X7VB72|A0A1X7VB72_AMPQE, tr|A0A1X7VC00|A0A1X7VC00_AMPQE
OG0001661	sp|O15547|P2RX6_HUMAN, sp|Q93086|P2RX5_HUMAN, sp|P56373|P2RX3_HUMAN, sp|Q99571|P2RX4_HUMAN, sp|Q99572|P2RX7_HUMAN, sp|P51575|P2RX1_HUMAN	tr|A0A1X7VID9|A0A1X7VID9_AMPQE
OG0001662	sp|Q96QZ7|MAGI1_HUMAN, sp|Q86UL8|MAGI2_HUMAN, sp|Q5TCQ9|MAGI3_HUMAN	tr|A0A1X7VKF6|A0A1X7VKF6_AMPQE
OG0001663	sp|P30086|PEBP1_HUMAN	tr|A0A1X7VKX7|A0A1X7VKX7_AMPQE
OG0001664	sp|Q96HY6|DDRGK_HUMAN	tr|A0A1X7VKY2|A0A1X7VKY2_AMPQE
OG0001665	sp|P23634|AT2B4_HUMAN, sp|P20020|AT2B1_HUMAN, sp|Q16720|AT2B3_HUMAN, sp|Q01814|AT2B2_HUMAN	tr|A0A1X7VLM8|A0A1X7VLM8_AMPQE
OG0001666	sp|O43422|P52K_HUMAN	tr|A0A1X7VMX3|A0A1X7VMX3_AMPQE
OG0001667	sp|Q9UKM9|RALY_HUMAN, sp|Q86SE5|RALYL_HUMAN, sp|P07910|HNRPC_HUMAN, sp|P0DMR1|HNRC4_HUMAN, sp|B7ZW38|HNRC3_HUMAN, sp|B2RXH8|HNRC2_HUMAN, sp|O60812|HNRC1_HUMAN	tr|A0A1X7VNC6|A0A1X7VNC6_AMPQE
OG0001668	sp|Q96FL8|S47A1_HUMAN, sp|Q86VL8|S47A2_HUMAN	tr|A0A1X7VPD1|A0A1X7VPD1_AMPQE
OG0001669	sp|O94856|NFASC_HUMAN, sp|Q92823|NRCAM_HUMAN, sp|O00533|NCHL1_HUMAN, sp|P32004|L1CAM_HUMAN, sp|O94779|CNTN5_HUMAN, sp|Q02246|CNTN2_HUMAN, sp|Q12860|CNTN1_HUMAN, sp|Q9UQ52|CNTN6_HUMAN, sp|Q8IWV2|CNTN4_HUMAN, sp|Q9P232|CNTN3_HUMAN	tr|A0A1X7VS91|A0A1X7VS91_AMPQE
OG0001672	sp|P24855|DNAS1_HUMAN, sp|Q92874|DNSL2_HUMAN, sp|Q13609|DNSL3_HUMAN, sp|P49184|DNSL1_HUMAN	tr|A0A1X7VTY9|A0A1X7VTY9_AMPQE
