Orthogroup	Human_UP000005640_9606	Ephydatia_Emu_v1_prots
OG0000568	sp|O15438|MRP3_HUMAN, sp|O95255|MRP6_HUMAN, sp|P33527|MRP1_HUMAN, sp|Q92887|MRP2_HUMAN	Em0020g336a, Em0020g340a
OG0000571	sp|P01116|RASK_HUMAN, sp|P01112|RASH_HUMAN, sp|P01111|RASN_HUMAN	Em1161g1a, Em0911g2a, Em0895g1a, Em1234g1a, Em0938g1a, Em0105g9a, Em0021g214a, Em0006g1106a, Em0006g1075a, Em0001g1114a, Em0002g850a, Em0002g849a, Em0017g566a
OG0000571	sp|P62070|RRAS2_HUMAN	Em0021g224a
OG0000573	sp|Q8N4E7|FTMT_HUMAN, sp|P02794|FRIH_HUMAN, sp|Q9BXU8|FHL17_HUMAN, sp|P0C7X4|FHL19_HUMAN	Em0001g2450a, Em0001g2452a, Em0001g2448a, Em0001g2445a, Em0001g2453a, Em0055g9a, Em0001g2446a, Em0055g19a, Em0886g1a, Em0055g11a, Em0001g2457a, Em0001g2455a, Em0001g2418a
OG0000574	sp|Q9UKX3|MYH13_HUMAN, sp|Q9Y623|MYH4_HUMAN, sp|P12882|MYH1_HUMAN, sp|Q9UKX2|MYH2_HUMAN, sp|P13535|MYH8_HUMAN, sp|P11055|MYH3_HUMAN, sp|Q9H6N6|MYH16_HUMAN, sp|P13533|MYH6_HUMAN, sp|P12883|MYH7_HUMAN, sp|A7E2Y1|MYH7B_HUMAN, sp|Q9Y2K3|MYH15_HUMAN	Em0020g840a
OG0000576	sp|Q96RJ6|FER3L_HUMAN, sp|Q7RTS3|PTF1A_HUMAN, sp|Q7RTU4|BHA09_HUMAN, sp|Q15672|TWST1_HUMAN, sp|Q8WVJ9|TWST2_HUMAN, sp|Q7RTU7|SCX_HUMAN, sp|Q12870|TCF15_HUMAN, sp|O96004|HAND1_HUMAN, sp|P61296|HAND2_HUMAN, sp|O43680|TCF21_HUMAN, sp|O60682|MUSC_HUMAN, sp|Q7RTU0|TCF24_HUMAN, sp|Q7RTU1|TCF23_HUMAN, sp|Q02577|HEN2_HUMAN, sp|Q02575|HEN1_HUMAN, sp|Q16559|TAL2_HUMAN, sp|P17542|TAL1_HUMAN, sp|P12980|LYL1_HUMAN	Em0016g517a
OG0000582	sp|Q68CR7|LRC66_HUMAN, sp|Q9GZU5|NYX_HUMAN, sp|Q9UBM4|OPT_HUMAN, sp|P20774|MIME_HUMAN, sp|Q99645|EPYC_HUMAN, sp|P23515|OMGP_HUMAN, sp|Q7Z5L7|PODN_HUMAN, sp|Q6PEZ8|PONL1_HUMAN, sp|Q06828|FMOD_HUMAN, sp|P51884|LUM_HUMAN, sp|O60938|KERA_HUMAN, sp|P51888|PRELP_HUMAN, sp|Q99983|OMD_HUMAN, sp|O94769|ECM2_HUMAN, sp|P21810|PGS1_HUMAN, sp|P07585|PGS2_HUMAN, sp|Q9BXN1|ASPN_HUMAN, sp|O43155|FLRT2_HUMAN, sp|Q9NZU0|FLRT3_HUMAN, sp|Q9NZU1|FLRT1_HUMAN	Em0016g562a
OG0000611	sp|P84243|H33_HUMAN	Em0020g572a
OG0000611	sp|Q71DI3|H32_HUMAN	Em0012g623a, Em0015g322a, Em0015g323a, Em0015g81a, Em0012g578a, Em0012g569a, Em0012g533a, Em0012g554a, Em0012g581a
OG0000617	sp|Q6R327|RICTR_HUMAN	Em0011g789a
OG0000619	sp|Q9UI42|CBPA4_HUMAN, sp|P48052|CBPA2_HUMAN, sp|Q8WXQ8|CBPA5_HUMAN, sp|P15085|CBPA1_HUMAN, sp|Q8IVL8|CBPO_HUMAN, sp|Q96IY4|CBPB2_HUMAN, sp|P15086|CBPB1_HUMAN, sp|P15088|CBPA3_HUMAN, sp|Q8N4T0|CBPA6_HUMAN	Em0015g1083a
OG0000620	sp|P41732|TSN7_HUMAN, sp|O43657|TSN6_HUMAN, sp|O60637|TSN3_HUMAN, sp|P08962|CD63_HUMAN	Em0211g4a, Em0017g577a, Em0017g585a, Em0007g937a, Em0017g587a, Em0017g575a
OG0000632	sp|Q9BZW7|TSG10_HUMAN	Em0022g348a
OG0000652	sp|O15360|FANCA_HUMAN	Em0016g1013a
OG0000659	sp|Q9H7H0|MET17_HUMAN	Em0018g1117a
OG0000662	sp|Q8N2G6|ZCH24_HUMAN	Em0017g165a, Em0017g166a, Em0013g575a, Em0013g573a, Em0013g578a
OG0000665	sp|O15431|COPT1_HUMAN, sp|O15432|COPT2_HUMAN	Em0016g290a, Em0005g521a, Em0006g469a, Em0006g472a, Em0006g471a, Em0016g289a, Em0015g178a, Em0006g474a, Em0006g475a, Em0017g594a
OG0000666	sp|P20815|CP3A5_HUMAN, sp|P08684|CP3A4_HUMAN, sp|P24462|CP3A7_HUMAN, sp|Q9HB55|CP343_HUMAN	Em0009g1264a, Em0014g641a, Em0006g977a, Em0002g457a
OG0000671	sp|Q5VZP5|STYL2_HUMAN, sp|Q68J44|DUS29_HUMAN, sp|Q9UII6|DS13B_HUMAN, sp|Q9BV47|DUS26_HUMAN, sp|P51452|DUS3_HUMAN	Em0009g1039a, Em0009g1040a, Em0009g1035a, Em0009g1037a, Em0009g1038a, Em0009g1041a
OG0000672	sp|A6NIL9|CRAS1_HUMAN	Em0005g1628a, Em0005g1630a
OG0000673	sp|Q6ZNC8|MBOA1_HUMAN, sp|Q96T53|MBOA4_HUMAN, sp|Q6ZWT7|MBOA2_HUMAN	Em0005g1550a, Em0005g1552a, Em0005g1553a, Em0002g557a, Em0005g1549a
OG0000674	sp|Q16739|CEGT_HUMAN	Em0011g779a, Em0196g1a, Em0196g5a
OG0000675	sp|Q04323|UBXN1_HUMAN	Em0019g284a
OG0000676	sp|O94812|BAIP3_HUMAN, sp|Q70J99|UN13D_HUMAN	Em0020g897a, Em0020g894a, Em0020g898a, Em0020g893a, Em0020g895a, Em0020g899a, Em0020g891a, Em0020g890a, Em0020g901a, Em0020g900a, Em0020g902a
OG0000709	sp|O60346|PHLP1_HUMAN, sp|Q6ZVD8|PHLP2_HUMAN	Em0018g1118a
OG0000716	sp|O75478|TAD2A_HUMAN	Em0019g1211a, Em0019g1217a
OG0000720	sp|Q96KR4|LMLN_HUMAN	Em0001g2847a, Em0004g1176a, Em0015g1155a, Em0010g29a, Em0015g1152a, Em0015g1154a, Em0015g1153a
OG0000721	sp|P20851|C4BPB_HUMAN	Em0008g891a
OG0000721	sp|P16109|LYAM3_HUMAN, sp|P14151|LYAM1_HUMAN, sp|P16581|LYAM2_HUMAN	Em0021g752a
OG0000723	sp|Q86SQ9|DHDDS_HUMAN	Em0006g958a, Em0006g943a
OG0000726	sp|Q9P109|GCNT4_HUMAN, sp|O95395|GCNT3_HUMAN, sp|Q02742|GCNT1_HUMAN, sp|Q8N0V5|GNT2A_HUMAN, sp|Q6ZNI0|GCNT7_HUMAN	Em0013g793a
OG0000727	sp|O95837|GNA14_HUMAN, sp|P30679|GNA15_HUMAN	Em0010g881a
OG0000727	sp|P09471|GNAO_HUMAN, sp|P19086|GNAZ_HUMAN, sp|P63096|GNAI1_HUMAN, sp|P08754|GNAI3_HUMAN, sp|P04899|GNAI2_HUMAN, sp|P19087|GNAT2_HUMAN, sp|P11488|GNAT1_HUMAN, sp|A8MTJ3|GNAT3_HUMAN	Em0018g1086a, Em0018g1142a, Em0018g1088a
OG0000727	sp|Q03113|GNA12_HUMAN	Em0010g883a
OG0000728	sp|O00587|MFNG_HUMAN, sp|Q8NES3|LFNG_HUMAN, sp|Q9Y644|RFNG_HUMAN	Em0004g1057a, Em0003g1303a, Em0003g1536a, Em0003g1324a, Em0003g1301a, Em0003g1305a, Em0022g869a, Em0022g870a
OG0000729	sp|O95425|SVIL_HUMAN	Em0023g102a, Em0420g3a
OG0000731	sp|Q15771|RAB30_HUMAN	Em0022g160a
OG0000731	sp|Q15286|RAB35_HUMAN	Em0015g903a
OG0000731	sp|Q92928|RAB1C_HUMAN, sp|Q9H0U4|RAB1B_HUMAN	Em0894g2a, Em0023g289a, Em0023g240a, Em0023g235a, Em0023g236a, Em0023g237a, Em0023g234a
OG0000732	sp|Q495W5|FUT11_HUMAN, sp|Q6P4F1|FUT10_HUMAN	Em0011g849a, Em0011g840a, Em0011g837a
OG0000733	sp|Q15750|TAB1_HUMAN	Em0020g501a, Em0020g500a, Em0020g427a, Em0020g428a, Em0020g440a, Em0020g422a, Em0020g464a, Em0020g439a, Em0020g539a, Em0020g542a, Em0020g549a, Em0020g546a, Em0020g547a
OG0000734	sp|Q6YBV0|S36A4_HUMAN, sp|Q7Z2H8|S36A1_HUMAN, sp|Q495M3|S36A2_HUMAN, sp|Q495N2|S36A3_HUMAN	Em0447g3a, Em0022g324a, Em0022g323a, Em0447g4a
OG0000736	sp|Q9H5J4|ELOV6_HUMAN, sp|Q9HB03|ELOV3_HUMAN	Em0019g351a, Em0014g829a
OG0000739	sp|Q86WC6|PPR27_HUMAN	Em0029g9a, Em0005g1466a, Em0172g4a, Em0917g2a, Em0172g6a, Em0005g1468a, Em0172g5a, Em0005g1467a, Em0005g1470a, Em0172g7a, Em0172g2a, Em0005g1464a, Em0917g1a, Em0005g1471a
OG0000740	sp|Q7LBE3|S26A9_HUMAN, sp|P58743|S26A5_HUMAN, sp|Q9BXS9|S26A6_HUMAN	Em0016g594a, Em0016g591a, Em0014g606a, Em0014g610a, Em0357g2a, Em0014g617a, Em0014g616a, Em0014g636a, Em0014g611a, Em0357g1a, Em0014g607a, Em0244g5a
OG0000741	sp|Q76KP1|B4GN4_HUMAN, sp|Q6L9W6|B4GN3_HUMAN	Em0017g802a, Em0017g799a, Em0017g794a, Em0017g800a, Em0017g804a, Em0018g694a, Em0018g683a, Em0018g693a, Em0018g681a, Em0018g696a, Em0018g680a, Em0018g674a, Em0018g679a, Em0018g670a
OG0000775	sp|P35270|SPRE_HUMAN	Em0008g622a, Em0008g618a, Em0008g623a
OG0000776	sp|O75554|WBP4_HUMAN	Em0022g438a
OG0000790	sp|Q9UQV4|LAMP3_HUMAN, sp|P34810|CD68_HUMAN, sp|P11279|LAMP1_HUMAN, sp|P13473|LAMP2_HUMAN	Em0021g818a, Em0021g819a, Em0021g823a, Em0021g821a, Em0021g820a
OG0000791	sp|Q9H9L4|KANL2_HUMAN	Em0019g361a, Em0007g695a
OG0000792	sp|Q8WU66|TSEAR_HUMAN	Em0003g1225a
OG0000793	sp|Q9BYK8|HELZ2_HUMAN	Em0001g1138a
OG0000795	sp|Q9NWC5|TM45A_HUMAN, sp|Q96B21|TM45B_HUMAN, sp|Q5T9Z0|TEDM1_HUMAN	Em0006g1348a, Em0006g1374a, Em0006g1369a, Em0006g1354a
OG0000801	sp|Q6ZR08|DYH12_HUMAN	Em0014g175a
OG0000801	sp|Q8TD57|DYH3_HUMAN	Em0020g185a
OG0000801	sp|Q9P2D7|DYH1_HUMAN	Em0014g691a
OG0000802	sp|P40121|CAPG_HUMAN	Em0015g1263a, Em0003g1620a, Em0003g1696a, Em0007g928a, Em0007g930a, Em0007g932a, Em0011g401a, Em0572g2a, Em0012g1089a
OG0000804	sp|Q6ZU65|UBN2_HUMAN, sp|Q9NPG3|UBN1_HUMAN	Em0022g151a, Em0655g5a, Em0460g5a
OG0000806	sp|Q9UN37|VPS4A_HUMAN, sp|O75351|VPS4B_HUMAN	Em0018g480a, Em0018g459a, Em0018g435a, Em0297g2a, Em0018g455a, Em0018g439a, Em0018g445a, Em0018g478a, Em0018g479a, Em0018g482a, Em0018g436a, Em0018g452a, Em0018g433a
OG0000809	sp|Q5R3I4|TTC38_HUMAN	Em0018g105a, Em0018g119a, Em0018g120a, Em0018g147a, Em0018g149a, Em0018g150a, Em0018g142a, Em0018g141a, Em0018g140a, Em0018g121a, Em0018g104a, Em0018g146a
OG0000844	sp|P48307|TFPI2_HUMAN, sp|P10646|TFPI1_HUMAN	Em0017g840a, Em0017g827a, Em0003g1822a, Em0001g3195a, Em0001g3187a
OG0000845	sp|Q86WA6|BPHL_HUMAN	Em0003g1360a
OG0000846	sp|Q460N5|PAR14_HUMAN	Em0013g488a
OG0000855	sp|Q709C8|VP13C_HUMAN, sp|Q96RL7|VP13A_HUMAN	Em0016g698a, Em0041g9a, Em0016g811a
OG0000859	sp|P06280|AGAL_HUMAN	Em0009g664a, Em0009g647a, Em0009g1311a
OG0000861	sp|Q8IYS1|P20D2_HUMAN	Em0020g601a, Em0020g602a
OG0000863	sp|Q6IQ16|SPOPL_HUMAN, sp|O43791|SPOP_HUMAN	Em0024g251a, Em0024g327a, Em0024g319a, Em0024g247a, Em0024g473a, Em0024g232a, Em0024g322a, Em0024g236a, Em0024g226a, Em0024g324a, Em0024g244a
OG0000867	sp|Q9H095|DRC9_HUMAN	Em0343g1a, Em0021g51a
OG0000869	sp|Q8IV61|GRP3_HUMAN, sp|Q8TDF6|GRP4_HUMAN, sp|O95267|GRP1_HUMAN, sp|Q7LDG7|GRP2_HUMAN	Em0014g787a, Em0014g812a
OG0000874	sp|Q9NTJ5|SAC1_HUMAN	Em0018g1107a
OG0000875	sp|Q13137|CACO2_HUMAN, sp|Q9P1Z2|CACO1_HUMAN, sp|Q86VP1|TAXB1_HUMAN	Em0014g373a, Em0007g987a, Em0007g1010a, Em0007g1002a
OG0000878	sp|Q6UWP2|DHR11_HUMAN	Em0013g767a
OG0000881	sp|P17405|ASM_HUMAN	Em0012g812a, Em0012g808a, Em0012g794a
OG0000885	sp|P15428|PGDH_HUMAN	Em0013g796a, Em0013g805a, Em0013g795a
OG0000886	sp|Q86VW2|ARHGP_HUMAN, sp|O75962|TRIO_HUMAN, sp|O60229|KALRN_HUMAN	Em0012g718a, Em0012g716a
OG0000888	sp|Q3LXA3|TKFC_HUMAN	Em0012g221a, Em0019g737a
OG0000890	sp|P04155|TFF1_HUMAN, sp|Q03403|TFF2_HUMAN, sp|Q07654|TFF3_HUMAN	Em0195g1a, Em0194g5a, Em0019g385a, Em0004g1641a, Em0023g13a, Em0001g3824a, Em0023g8a, Em0023g12a, Em0023g683a
OG0000891	sp|Q6J4K2|NCLX_HUMAN	Em0002g1574a, Em0408g1a, Em0061g7a, Em0002g686a, Em0002g692a, Em0061g2a, Em0061g13a, Em0322g1a, Em0002g753a, Em0002g613a, Em0061g10a
OG0000893	sp|Q9BYX4|IFIH1_HUMAN, sp|Q96C10|DHX58_HUMAN, sp|O95786|DDX58_HUMAN	Em0039g31a, Em0006g501a, Em0039g33a, Em0039g35a, Em0006g500a, Em0006g498a, Em0004g961a
OG0000895	sp|Q99471|PFD5_HUMAN	Em0718g6a, Em0019g147a
OG0000895	sp|P0CG29|GST2_HUMAN, sp|P0CG30|GSTT2_HUMAN, tr|A0A1W2PRG0|A0A1W2PRG0_HUMAN, sp|A0A1W2PR19|GSTT4_HUMAN, sp|P30711|GSTT1_HUMAN	Em0718g7a, Em0019g146a
OG0000896	sp|Q8N357|S35F6_HUMAN	Em0016g695a, Em0041g12a, Em0016g667a, Em0016g696a, Em0041g11a, Em0016g663a, Em0016g664a, Em0041g13a, Em0016g694a, Em0016g666a, Em0016g665a, Em0041g33a, Em0041g15a
OG0000899	sp|P09488|GSTM1_HUMAN, sp|P46439|GSTM5_HUMAN, sp|P28161|GSTM2_HUMAN, sp|Q03013|GSTM4_HUMAN, sp|P21266|GSTM3_HUMAN	Em0001g1438a, Em0001g1439a, Em0001g1440a, Em0058g6a, Em0001g1461a
OG0000901	sp|P14635|CCNB1_HUMAN, sp|O95067|CCNB2_HUMAN	Em0018g723a, Em0018g716a, Em0018g715a
OG0000902	sp|Q6UW02|CP20A_HUMAN	Em0009g39a
OG0000903	sp|Q96A33|CCD47_HUMAN	Em0004g467a, Em0004g814a, Em0045g25a, Em0593g3a, Em0004g867a, Em0004g809a, Em0356g1a, Em0004g322a, Em0004g255a, Em0002g1782a, Em0004g832a, Em0066g7a, Em0004g244a
OG0000904	sp|Q6QNK2|AGRD1_HUMAN	Em0020g18a, Em0002g922a, Em0005g1453a, Em0002g840a, Em0002g1423a, Em0002g1415a
OG0000905	sp|Q53F19|NCBP3_HUMAN	Em0015g252a, Em0015g262a, Em0201g2a, Em0015g268a, Em0664g6a, Em0002g514a, Em0201g14a, Em0015g267a, Em0664g7a, Em0201g1a, Em0201g8a, Em0015g261a
OG0000906	sp|O94955|RHBT3_HUMAN	Em0004g1230a, Em0004g1627a, Em0004g1615a, Em0004g1695a, Em0004g1607a, Em0325g5a, Em0004g1592a, Em0004g1566a, Em0004g1244a, Em0004g1241a, Em0004g1227a, Em0004g1242a
OG0000907	sp|Q9BVA1|TBB2B_HUMAN, sp|Q13885|TBB2A_HUMAN, sp|P07437|TBB5_HUMAN, sp|P68371|TBB4B_HUMAN, sp|P04350|TBB4A_HUMAN, sp|Q3ZCM7|TBB8_HUMAN, sp|A6NNZ2|TBB8B_HUMAN, sp|Q9H4B7|TBB1_HUMAN, sp|Q9BUF5|TBB6_HUMAN, sp|Q13509|TBB3_HUMAN	Em0018g1034a, Em0018g1069a, Em0018g1220a, Em0018g1201a
OG0000908	sp|Q6DN12|MCTP2_HUMAN, sp|Q6DN14|MCTP1_HUMAN	Em0096g9a, Em0009g1047a, Em0009g1050a, Em0096g13a, Em0009g1049a, Em0096g12a, Em0096g11a, Em0009g1048a
OG0000939	sp|Q9H251|CAD23_HUMAN, sp|Q6V1P9|PCD23_HUMAN, sp|Q96JQ0|PCD16_HUMAN, sp|Q14517|FAT1_HUMAN, sp|Q8TDW7|FAT3_HUMAN, sp|Q9NYQ8|FAT2_HUMAN	Em0009g336a, Em0009g353a, Em0022g301a
OG0000953	sp|Q9UQB3|CTND2_HUMAN, sp|Q99569|PKP4_HUMAN, sp|O00192|ARVC_HUMAN, sp|O60716|CTND1_HUMAN	Em0017g509a, Em0017g516a, Em0017g513a, Em0017g512a, Em0017g505a, Em0017g517a
OG0000965	sp|Q9NYU2|UGGG1_HUMAN, sp|Q9NYU1|UGGG2_HUMAN	Em0021g973a
OG0000969	sp|Q9Y234|LIPT_HUMAN	Em0001g2873a, Em0104g1a, Em0001g3441a, Em0001g2933a, Em0001g2874a, Em0001g2928a, Em0001g2857a, Em0001g2938a, Em0001g2944a, Em0001g2864a, Em0001g2923a
OG0000973	sp|Q8N2U9|S66A2_HUMAN	Em0005g1449a, Em0005g1448a, Em0090g4a, Em0090g7a, Em0002g61a
OG0000976	sp|P62805|H4_HUMAN	Em0022g428a, Em0022g240a, Em0019g705a, Em0019g1141a, Em0018g273a, Em0018g277a, Em0495g3a, Em0022g430a, Em0022g429a, Em0019g1158a, Em0019g1161a
OG0000978	sp|P23284|PPIB_HUMAN	Em0009g1270a
OG0000978	sp|Q13427|PPIG_HUMAN	Em0004g68a
OG0000978	sp|P62937|PPIA_HUMAN	Em0015g39a, Em0005g1663a
OG0000983	sp|Q96H79|ZCCHL_HUMAN, sp|Q9NR21|PAR11_HUMAN, sp|Q9H0J9|PAR12_HUMAN, sp|Q7Z2W4|ZCCHV_HUMAN	Em0015g884a, Em0008g786a, Em0015g962a, Em0004g984a
OG0000984	sp|Q9BVW5|TIPIN_HUMAN	Em0022g291a
OG0000985	sp|Q13277|STX3_HUMAN, sp|P32856|STX2_HUMAN, sp|Q16623|STX1A_HUMAN, sp|P61266|STX1B_HUMAN, sp|Q12846|STX4_HUMAN	Em0015g445a
OG0000986	sp|Q9NXR7|BABA2_HUMAN	Em0019g160a
OG0000990	sp|Q8N6T7|SIR6_HUMAN	Em0011g860a
OG0000992	sp|Q4LDE5|SVEP1_HUMAN	Em0021g748a, Em0013g1055a, Em0013g1070a, Em0651g1a, Em0254g4a, Em0021g751a, Em0021g746a, Em0021g736a
OG0000993	sp|Q8N4H0|SPA6L_HUMAN, sp|Q9NWH7|SPAT6_HUMAN	Em0011g145a, Em0011g152a
OG0000994	sp|P17900|SAP3_HUMAN	Em0018g43a, Em0018g44a, Em0018g45a, Em0018g47a
OG0000995	sp|P31946|1433B_HUMAN, sp|P63104|1433Z_HUMAN, sp|P27348|1433T_HUMAN, sp|Q04917|1433F_HUMAN, sp|P61981|1433G_HUMAN	Em0005g1020a, Em0005g1022a, Em0005g1021a
OG0000996	sp|Q9UDX3|S14L4_HUMAN, sp|B5MCN3|S14L6_HUMAN, sp|O76054|S14L2_HUMAN, sp|Q9UDX4|S14L3_HUMAN	Em0017g420a, Em0017g412a, Em0015g1175a, Em0015g1195a, Em0015g1174a, Em0015g1196a, Em0015g1200a, Em0015g1162a
OG0001000	sp|O75908|SOAT2_HUMAN, sp|P35610|SOAT1_HUMAN	Em0004g425a, Em0004g329a, Em0004g410a, Em0004g412a, Em0266g1a, Em0184g3a, Em0184g4a, Em0319g4a, Em0346g4a
OG0001002	sp|Q8NCJ5|SPRY3_HUMAN	Em0009g804a, Em0009g788a, Em0009g875a, Em0009g773a, Em0009g772a, Em0017g75a, Em0017g71a, Em0017g78a, Em0017g68a
OG0001004	sp|Q68DK2|ZFY26_HUMAN	Em0665g1a, Em0019g841a, Em0665g3a
OG0001005	sp|P26012|ITB8_HUMAN, sp|P05106|ITB3_HUMAN, sp|P18084|ITB5_HUMAN, sp|P18564|ITB6_HUMAN, sp|P05107|ITB2_HUMAN, sp|P26010|ITB7_HUMAN, sp|P05556|ITB1_HUMAN, sp|O95965|ITGBL_HUMAN	Em0004g134a, Em0002g218a, Em0002g212a, Em0002g215a, Em0002g219a
OG0001007	sp|Q92608|DOCK2_HUMAN, sp|Q14185|DOCK1_HUMAN, sp|Q9H7D0|DOCK5_HUMAN, sp|Q8IZD9|DOCK3_HUMAN, sp|Q8N1I0|DOCK4_HUMAN	Em0013g884a, Em0014g170a, Em0014g167a
OG0001008	sp|Q7Z402|TMC7_HUMAN, sp|Q7Z404|TMC4_HUMAN, sp|Q8IU68|TMC8_HUMAN	Em0017g411a, Em0017g419a, Em0017g421a, Em0017g413a, Em0168g6a, Em0017g496a, Em0011g635a, Em0011g640a, Em0020g1086a, Em0020g1087a
OG0001009	sp|Q99836|MYD88_HUMAN	Em0015g588a, Em0009g895a, Em0001g2766a, Em0001g3247a, Em0003g236a, Em0008g597a, Em0054g26a, Em0024g450a, Em0024g391a, Em0024g394a, Em0024g416a, Em0024g411a
OG0001030	sp|Q9NZ53|PDXL2_HUMAN, sp|Q96PS6|GAFA1_HUMAN, sp|A0A096LPI5|GVQW2_HUMAN, sp|Q6UX73|CP089_HUMAN, sp|Q96MD7|CI085_HUMAN, sp|Q8WTZ3|YS049_HUMAN, sp|Q8N976|YG039_HUMAN, sp|Q8N2A0|CX062_HUMAN, sp|Q5T7P6|TMM78_HUMAN, sp|F2Z398|LMO7D_HUMAN, sp|Q96T75|DSCR8_HUMAN, sp|A6NIU2|CU037_HUMAN, sp|Q6ZSR6|YP007_HUMAN, sp|O00592|PODXL_HUMAN	Em0009g976a
OG0001058	sp|Q9BUF7|CRUM3_HUMAN	Em0001g1132a
OG0001058	sp|Q5IJ48|CRUM2_HUMAN, sp|P82279|CRUM1_HUMAN	Em0001g1135a, Em0001g1124a, Em0001g1118a, Em0001g1129a
OG0001059	sp|O00754|MA2B1_HUMAN	Em0002g1747a
OG0001061	sp|Q8NA54|IQUB_HUMAN	Em0004g973a, Em0003g1222a, Em0004g974a
OG0001063	sp|Q9Y283|INVS_HUMAN	Em0011g1172a, Em0011g1170a, Em0011g1177a
OG0001064	sp|Q8N543|OGFD1_HUMAN	Em0011g359a
OG0001068	sp|Q15386|UBE3C_HUMAN	Em0011g15a
OG0001071	sp|Q8N3Y1|FBXW8_HUMAN	Em0015g1216a, Em0015g1215a, Em0015g1239a
OG0001073	sp|O60331|PI51C_HUMAN, sp|A2A3N6|PIPSL_HUMAN, sp|Q99755|PI51A_HUMAN, sp|O14986|PI51B_HUMAN	Em0010g130a
OG0001076	sp|A8K8P3|SFI1_HUMAN	Em0013g6a, Em0464g5a, Em0416g1a, Em1106g3a, Em0445g1a, Em0446g1a, Em0013g9a, Em0013g17a, Em0573g1a, Em0324g6a
OG0001077	sp|Q9GZS1|RPA49_HUMAN	Em0022g298a
OG0001085	sp|Q13501|SQSTM_HUMAN	Em0022g89a, Em0022g92a, Em0022g112a, Em0022g102a, Em0022g109a, Em0022g91a, Em0022g90a, Em0022g108a, Em0022g97a, Em0022g100a
OG0001086	sp|Q86WJ1|CHD1L_HUMAN	Em0015g853a, Em0015g846a, Em0015g843a, Em0015g1298a
OG0001097	sp|Q63HN8|RN213_HUMAN	Em0003g1341a, Em0009g632a, Em0009g627a, Em0016g503a, Em0016g506a, Em0016g508a, Em0016g512a
OG0001098	sp|Q9NPZ5|B3GA2_HUMAN, sp|Q9P2W7|B3GA1_HUMAN, sp|O94766|B3GA3_HUMAN	Em0005g945a, Em0005g944a
OG0001099	sp|O15439|MRP4_HUMAN	Em0018g286a, Em0015g510a, Em0014g542a, Em0014g538a
OG0001100	sp|A0A1B0GUU1|CQ113_HUMAN	Em0005g1277a, Em0021g652a, Em0397g5a, Em0007g1289a, Em0848g1a
OG0001101	sp|Q17RP2|TIGD6_HUMAN, sp|Q8IY51|TIGD4_HUMAN	Em0013g476a, Em0022g676a, Em0001g1316a, Em0009g718a, Em0009g701a
OG0001103	sp|Q75QN2|INT8_HUMAN	Em0018g1227a, Em0018g1194a
OG0001104	sp|P57729|RAB38_HUMAN, sp|Q13637|RAB32_HUMAN	Em0005g1604a
OG0001104	sp|O14966|RAB7L_HUMAN	Em0001g237a
OG0001105	sp|Q9UNQ0|ABCG2_HUMAN	Em0011g554a, Em0011g682a, Em0011g544a, Em0011g556a
OG0001106	sp|Q14416|GRM2_HUMAN, sp|Q14832|GRM3_HUMAN	Em0004g135a, Em0468g1a, Em0312g2a, Em0022g766a, Em0022g763a, Em0024g79a, Em0024g62a, Em0026g54a, Em0026g49a
OG0001107	sp|Q8TC41|RN217_HUMAN	Em0005g1489a, Em0005g1491a, Em0015g369a, Em0015g496a, Em0015g367a, Em0015g373a, Em0015g371a, Em0015g370a
OG0001108	sp|Q9NRA2|S17A5_HUMAN	Em0005g1680a, Em0074g13a, Em0438g9a, Em0617g8a, Em0074g14a, Em0005g1679a
OG0001110	sp|P78412|IRX6_HUMAN, sp|P78413|IRX4_HUMAN, sp|P78415|IRX3_HUMAN, sp|P78414|IRX1_HUMAN, sp|P78411|IRX5_HUMAN, sp|Q9BZI1|IRX2_HUMAN	Em0018g287a, Em0018g285a
OG0001111	sp|P50993|AT1A2_HUMAN, sp|P13637|AT1A3_HUMAN, sp|P05023|AT1A1_HUMAN, sp|Q13733|AT1A4_HUMAN, sp|P54707|AT12A_HUMAN, sp|P20648|ATP4A_HUMAN	Em0006g582a, Em0006g593a, Em0006g590a, Em0006g591a, Em0003g685a, Em0003g691a
OG0001112	sp|Q16526|CRY1_HUMAN, sp|Q49AN0|CRY2_HUMAN	Em0011g1008a, Em0011g995a, Em0011g992a, Em0011g1003a, Em0011g1001a, Em0011g1011a, Em0021g248a
OG0001113	sp|P0CG47|UBB_HUMAN	Em0016g998a
OG0001113	sp|P0CG48|UBC_HUMAN	Em0016g755a, Em0016g742a, Em0016g782a, Em0016g765a, Em0016g774a, Em0001g2677a, Em0001g2683a
OG0001115	sp|Q9ULU4|PKCB1_HUMAN	Em0005g901a, Em0012g240a, Em0021g756a, Em0023g783a, Em0005g554a, Em0012g241a, Em0005g898a, Em0005g900a, Em0005g894a, Em0005g896a, Em0005g903a
OG0001116	sp|P16152|CBR1_HUMAN, sp|O75828|CBR3_HUMAN	Em0003g752a, Em0003g793a, Em0003g751a, Em0003g794a, Em0003g802a
OG0001117	sp|Q9NVH6|TMLH_HUMAN, sp|O75936|BODG_HUMAN	Em0019g648a
OG0001118	sp|Q96GQ7|DDX27_HUMAN	Em0115g10a, Em0419g4a, Em0018g252a
