Orthogroup	Human_UP000005640_9606	Niphates_augustus.hints.aa
OG0000673	sp|Q6ZNC8|MBOA1_HUMAN, sp|Q96T53|MBOA4_HUMAN, sp|Q6ZWT7|MBOA2_HUMAN	jg18775.t1, jg12444.t1, jg24646.t1, jg14970.t1, jg19701.t1, jg14974.t1
OG0000674	sp|Q16739|CEGT_HUMAN	jg1022.t1, jg25815.t1, jg25810.t1, jg1019.t1, jg1017.t1, jg6672.t1, jg1372.t1, jg27030.t1, jg25814.t1, jg1016.t1, jg25811.t1, jg25813.t1, jg25812.t1, jg1020.t1
OG0000675	sp|Q04323|UBXN1_HUMAN	jg6133.t1, jg26017.t1, jg26010.t1, jg26020.t1, jg10872.t1, jg29230.t1, jg28392.t1, jg28393.t1, jg5207.t1, jg26029.t1, jg4666.t1, jg28391.t1
OG0000676	sp|O94812|BAIP3_HUMAN, sp|Q70J99|UN13D_HUMAN	jg29843.t1, jg29841.t2, jg29841.t1
OG0000709	sp|O60346|PHLP1_HUMAN, sp|Q6ZVD8|PHLP2_HUMAN	jg1669.t1, jg21531.t1, jg11792.t1, jg21441.t1, jg11785.t1, jg27564.t1, jg11794.t1, jg28882.t1, jg14863.t1
OG0000716	sp|O75478|TAD2A_HUMAN	jg28063.t1
OG0000720	sp|Q96KR4|LMLN_HUMAN	jg17057.t1, jg17054.t1, jg2646.t1, jg17055.t1, jg17058.t1
OG0000721	sp|P20851|C4BPB_HUMAN	jg24335.t1, jg9806.t1, jg9807.t1, jg24336.t1
OG0000721	sp|P16109|LYAM3_HUMAN, sp|P14151|LYAM1_HUMAN, sp|P16581|LYAM2_HUMAN	jg12222.t1
OG0000723	sp|Q86SQ9|DHDDS_HUMAN	jg22461.t1, jg22462.t1
OG0000726	sp|Q9P109|GCNT4_HUMAN, sp|O95395|GCNT3_HUMAN, sp|Q02742|GCNT1_HUMAN, sp|Q8N0V5|GNT2A_HUMAN, sp|Q6ZNI0|GCNT7_HUMAN	jg16227.t1, jg15573.t1, jg15576.t1, jg16232.t1, jg16230.t1, jg212.t1, jg25727.t1, jg17940.t1
OG0000727	sp|P09471|GNAO_HUMAN, sp|P19086|GNAZ_HUMAN, sp|P63096|GNAI1_HUMAN, sp|P08754|GNAI3_HUMAN, sp|P04899|GNAI2_HUMAN, sp|P19087|GNAT2_HUMAN, sp|P11488|GNAT1_HUMAN, sp|A8MTJ3|GNAT3_HUMAN	jg11920.t1
OG0000728	sp|O00587|MFNG_HUMAN, sp|Q8NES3|LFNG_HUMAN, sp|Q9Y644|RFNG_HUMAN	jg11135.t1, jg11134.t1, jg3266.t1, jg8614.t1
OG0000729	sp|O95425|SVIL_HUMAN	jg6629.t1, jg19535.t1, jg20434.t1, jg19574.t1, jg6165.t2, jg6165.t1, jg19522.t2, jg1752.t1, jg6634.t2, jg6164.t1, jg6629.t2, jg19522.t1, jg16108.t1, jg24545.t1
OG0000731	sp|Q15771|RAB30_HUMAN	jg29001.t1
OG0000731	sp|Q15286|RAB35_HUMAN	jg23209.t1
OG0000732	sp|Q495W5|FUT11_HUMAN, sp|Q6P4F1|FUT10_HUMAN	jg18233.t1, jg11404.t1, jg11406.t1, jg18231.t1, jg10713.t1, jg9506.t1, jg9505.t2, jg10712.t2, jg9505.t1, jg10712.t1
OG0000733	sp|Q15750|TAB1_HUMAN	jg29539.t1, jg29540.t1
OG0000734	sp|Q6YBV0|S36A4_HUMAN, sp|Q7Z2H8|S36A1_HUMAN, sp|Q495M3|S36A2_HUMAN, sp|Q495N2|S36A3_HUMAN	jg29099.t1, jg29100.t1, jg10288.t1, jg29101.t1, jg29098.t1
OG0000736	sp|Q9H5J4|ELOV6_HUMAN, sp|Q9HB03|ELOV3_HUMAN	jg20253.t1, jg19020.t1, jg19019.t1, jg20252.t1, jg11040.t1, jg11039.t1
OG0000739	sp|Q86WC6|PPR27_HUMAN	jg12615.t1, jg12614.t1
OG0000740	sp|Q7LBE3|S26A9_HUMAN, sp|P58743|S26A5_HUMAN, sp|Q9BXS9|S26A6_HUMAN	jg1484.t1
OG0000741	sp|Q76KP1|B4GN4_HUMAN, sp|Q6L9W6|B4GN3_HUMAN	jg28174.t1
OG0000775	sp|P35270|SPRE_HUMAN	jg17862.t1, jg17858.t1, jg17860.t1, jg17852.t1, jg17861.t1, jg8189.t1, jg29188.t1, jg825.t1, jg29192.t1
OG0000776	sp|O75554|WBP4_HUMAN	jg20886.t1, jg11707.t1, jg27529.t1, jg20882.t1, jg14883.t2, jg14883.t1, jg10020.t1, jg5872.t1, jg27155.t1, jg2140.t1, jg27137.t1, jg6276.t1, jg22648.t1
OG0000790	sp|Q9UQV4|LAMP3_HUMAN, sp|P34810|CD68_HUMAN, sp|P11279|LAMP1_HUMAN, sp|P13473|LAMP2_HUMAN	jg12252.t1, jg15801.t1
OG0000791	sp|Q53TQ3|IN80D_HUMAN	jg17447.t1
OG0000791	sp|Q9H9L4|KANL2_HUMAN	jg20090.t1
OG0000792	sp|Q8WU66|TSEAR_HUMAN	jg15909.t1, jg15908.t1, jg13484.t1, jg30308.t1, jg13483.t1, jg15907.t1, jg30309.t1, jg13485.t1
OG0000793	sp|Q9BYK8|HELZ2_HUMAN	jg28403.t1
OG0000795	sp|Q9NWC5|TM45A_HUMAN, sp|Q96B21|TM45B_HUMAN, sp|Q5T9Z0|TEDM1_HUMAN	jg3729.t1, jg3727.t1, jg3728.t1, jg22475.t1, jg7098.t1
OG0000801	sp|Q6ZR08|DYH12_HUMAN	jg1991.t1, jg26248.t1, jg26248.t2
OG0000801	sp|Q8TD57|DYH3_HUMAN	jg29813.t1
OG0000801	sp|Q9P2D7|DYH1_HUMAN	jg20283.t1
OG0000801	sp|Q8WXX0|DYH7_HUMAN	jg8450.t1
OG0000802	sp|P40121|CAPG_HUMAN	jg13959.t1, jg13961.t1, jg13960.t1
OG0000804	sp|Q6ZU65|UBN2_HUMAN, sp|Q9NPG3|UBN1_HUMAN	jg6264.t1, jg6269.t1, jg10032.t1, jg4425.t1, jg20878.t1, jg23478.t1, jg5883.t1, jg9888.t1, jg27518.t1, jg6270.t1, jg10030.t1
OG0000806	sp|Q9UN37|VPS4A_HUMAN, sp|O75351|VPS4B_HUMAN	jg11239.t1
OG0000809	sp|Q5R3I4|TTC38_HUMAN	jg18010.t1, jg18009.t1
OG0000844	sp|P48307|TFPI2_HUMAN, sp|P10646|TFPI1_HUMAN	jg19057.t1
OG0000845	sp|Q86WA6|BPHL_HUMAN	jg8157.t1, jg17933.t1, jg13324.t1, jg14116.t1, jg13080.t1, jg14118.t1, jg13082.t1
OG0000846	sp|Q460N5|PAR14_HUMAN	jg6009.t1, jg1541.t1, jg1542.t1, jg1551.t1, jg1552.t1, jg1539.t1
OG0000855	sp|Q709C8|VP13C_HUMAN, sp|Q96RL7|VP13A_HUMAN	jg14589.t1, jg14910.t1
OG0000859	sp|P17050|NAGAB_HUMAN	jg925.t1
OG0000859	sp|P06280|AGAL_HUMAN	jg22665.t1, jg22666.t1, jg29418.t1, jg29419.t1
OG0000861	sp|Q8IYS1|P20D2_HUMAN	jg13923.t1, jg23730.t1, jg836.t1, jg2962.t1, jg26995.t1, jg13467.t1, jg7957.t1, jg1911.t1
OG0000863	sp|Q6IQ16|SPOPL_HUMAN, sp|O43791|SPOP_HUMAN	jg8143.t1
OG0000869	sp|Q8IV61|GRP3_HUMAN, sp|Q8TDF6|GRP4_HUMAN, sp|O95267|GRP1_HUMAN, sp|Q7LDG7|GRP2_HUMAN	jg10434.t1, jg26755.t1, jg10440.t1, jg26754.t1, jg26757.t1, jg208.t1
OG0000874	sp|Q9NTJ5|SAC1_HUMAN	jg11857.t1, jg11869.t1, jg27504.t1, jg28887.t1, jg11797.t1, jg21530.t1, jg1680.t1, jg21458.t1, jg21436.t1, jg27489.t1, jg21452.t1, jg1664.t1
OG0000875	sp|Q13137|CACO2_HUMAN, sp|Q9P1Z2|CACO1_HUMAN, sp|Q86VP1|TAXB1_HUMAN	jg18334.t1, jg24001.t1, jg502.t1, jg503.t1, jg18331.t1
OG0000878	sp|Q6UWP2|DHR11_HUMAN	jg16832.t1, jg11489.t1, jg16632.t1, jg1727.t1, jg11491.t1, jg11492.t1, jg16030.t1, jg16030.t2, jg11479.t1
OG0000881	sp|P17405|ASM_HUMAN	jg8474.t1, jg8473.t1, jg8475.t1, jg8476.t1
OG0000885	sp|P15428|PGDH_HUMAN	jg2717.t1, jg2714.t2, jg2714.t1, jg17016.t1, jg2289.t1, jg2290.t1
OG0000886	sp|Q86VW2|ARHGP_HUMAN, sp|O75962|TRIO_HUMAN, sp|O60229|KALRN_HUMAN	jg5233.t6, jg5233.t5, jg5233.t1, jg5233.t2, jg5233.t3, jg5233.t4, jg17121.t2, jg17121.t1
OG0000888	sp|Q3LXA3|TKFC_HUMAN	jg17608.t1, jg407.t1, jg406.t1, jg22122.t1, jg17609.t1, jg22127.t1, jg22127.t2, jg27454.t1, jg19788.t1, jg5110.t1
OG0000890	sp|P04155|TFF1_HUMAN, sp|Q03403|TFF2_HUMAN, sp|Q07654|TFF3_HUMAN	jg21615.t1, jg8882.t1
OG0000891	sp|Q6J4K2|NCLX_HUMAN	jg13824.t1, jg13822.t1
OG0000893	sp|Q9BYX4|IFIH1_HUMAN, sp|Q96C10|DHX58_HUMAN, sp|O95786|DDX58_HUMAN	jg15008.t1, jg14990.t1, jg14998.t1, jg19754.t1
OG0000895	sp|Q99471|PFD5_HUMAN	jg27947.t1
OG0000895	sp|P0CG29|GST2_HUMAN, sp|P0CG30|GSTT2_HUMAN, tr|A0A1W2PRG0|A0A1W2PRG0_HUMAN, sp|A0A1W2PR19|GSTT4_HUMAN, sp|P30711|GSTT1_HUMAN	jg27944.t1
OG0000896	sp|Q8N357|S35F6_HUMAN	jg14587.t1
OG0000899	sp|P09488|GSTM1_HUMAN, sp|P46439|GSTM5_HUMAN, sp|P28161|GSTM2_HUMAN, sp|Q03013|GSTM4_HUMAN, sp|P21266|GSTM3_HUMAN	jg18054.t1, jg27066.t1, jg27884.t1, jg27065.t1, jg27885.t1
OG0000901	sp|P14635|CCNB1_HUMAN, sp|O95067|CCNB2_HUMAN	jg3947.t1, jg21539.t1, jg3940.t1, jg3938.t1, jg3942.t1, jg21536.t1, jg3945.t1, jg3937.t1, jg21537.t1
OG0000902	sp|Q6UW02|CP20A_HUMAN	jg26015.t1, jg6129.t1, jg6135.t1, jg26005.t1, jg6125.t1, jg26019.t1, jg26009.t1, jg26008.t1, jg6127.t1, jg26026.t1, jg26014.t1, jg18987.t1
OG0000903	sp|Q96A33|CCD47_HUMAN	jg12376.t1
OG0000904	sp|Q6QNK2|AGRD1_HUMAN	jg11158.t1, jg15581.t2, jg15581.t1, jg10839.t1, jg23307.t1, jg24622.t1, jg12439.t1, jg23308.t1
OG0000905	sp|Q53F19|NCBP3_HUMAN	jg25188.t1, jg25189.t1
OG0000906	sp|O94955|RHBT3_HUMAN	jg19362.t1, jg13438.t1
OG0000907	sp|Q9BVA1|TBB2B_HUMAN, sp|Q13885|TBB2A_HUMAN, sp|P07437|TBB5_HUMAN, sp|P68371|TBB4B_HUMAN, sp|P04350|TBB4A_HUMAN, sp|Q3ZCM7|TBB8_HUMAN, sp|A6NNZ2|TBB8B_HUMAN, sp|Q9H4B7|TBB1_HUMAN, sp|Q9BUF5|TBB6_HUMAN, sp|Q13509|TBB3_HUMAN	jg28192.t1
OG0000908	sp|Q6DN12|MCTP2_HUMAN, sp|Q6DN14|MCTP1_HUMAN	jg15992.t1, jg7564.t1, jg3473.t1, jg3473.t2, jg4645.t1
OG0000939	sp|Q9H251|CAD23_HUMAN, sp|Q6V1P9|PCD23_HUMAN, sp|Q96JQ0|PCD16_HUMAN, sp|Q14517|FAT1_HUMAN, sp|Q8TDW7|FAT3_HUMAN, sp|Q9NYQ8|FAT2_HUMAN	jg11478.t1, jg18616.t1
OG0000945	sp|A2RUS2|DEND3_HUMAN	jg969.t2, jg969.t1
OG0000953	sp|Q9UQB3|CTND2_HUMAN, sp|Q99569|PKP4_HUMAN, sp|O00192|ARVC_HUMAN, sp|O60716|CTND1_HUMAN	jg11045.t2, jg11045.t1, jg11045.t3
OG0000965	sp|Q9NYU2|UGGG1_HUMAN, sp|Q9NYU1|UGGG2_HUMAN	jg15827.t1
OG0000969	sp|Q9Y234|LIPT_HUMAN	jg22382.t1
OG0000973	sp|Q8N2U9|S66A2_HUMAN	jg11896.t1, jg15647.t1, jg15646.t1, jg11897.t1
OG0000976	sp|P62805|H4_HUMAN	jg28068.t1
OG0000978	sp|P23284|PPIB_HUMAN	jg21624.t1
OG0000978	sp|P62937|PPIA_HUMAN	jg23046.t1
OG0000982	sp|Q9NQC7|CYLD_HUMAN	jg28575.t1, jg28570.t1, jg28573.t1, jg28566.t1, jg8104.t1
OG0000983	sp|Q96H79|ZCCHL_HUMAN, sp|Q9NR21|PAR11_HUMAN, sp|Q9H0J9|PAR12_HUMAN, sp|Q7Z2W4|ZCCHV_HUMAN	jg6074.t2, jg6074.t1, jg25718.t1, jg2575.t1
OG0000984	sp|Q9BVW5|TIPIN_HUMAN	jg22208.t1, jg21459.t1, jg27513.t1, jg22193.t1, jg22230.t1, jg3432.t1, jg22236.t1, jg3978.t1, jg22240.t1, jg17787.t1, jg28988.t1, jg22220.t1
OG0000985	sp|Q13277|STX3_HUMAN, sp|P32856|STX2_HUMAN, sp|Q16623|STX1A_HUMAN, sp|P61266|STX1B_HUMAN, sp|Q12846|STX4_HUMAN	jg14505.t1, jg14502.t1
OG0000986	sp|Q9NXR7|BABA2_HUMAN	jg10742.t1, jg10742.t2, jg10742.t4, jg10742.t3, jg1346.t1, jg29906.t1, jg19708.t1, jg22478.t1, jg10740.t1
OG0000990	sp|Q8N6T7|SIR6_HUMAN	jg18207.t1, jg11428.t1, jg19792.t1, jg21137.t1, jg11385.t2, jg11385.t1, jg18253.t1, jg11384.t1, jg11434.t1, jg11427.t1, jg11430.t1, jg18205.t1
OG0000992	sp|Q4LDE5|SVEP1_HUMAN	jg12223.t1, jg12217.t1, jg19430.t1
OG0000993	sp|Q8N4H0|SPA6L_HUMAN, sp|Q9NWH7|SPAT6_HUMAN	jg27981.t1, jg29285.t1, jg29287.t1, jg28625.t1, jg5959.t1, jg5958.t1, jg6778.t1, jg9529.t1, jg29863.t1, jg8792.t1
OG0000994	sp|P17900|SAP3_HUMAN	jg15696.t1, jg15695.t1, jg15694.t1, jg11179.t1, jg11176.t1, jg11178.t1
OG0000995	sp|P31946|1433B_HUMAN, sp|P63104|1433Z_HUMAN, sp|P27348|1433T_HUMAN, sp|Q04917|1433F_HUMAN, sp|P61981|1433G_HUMAN	jg14592.t1, jg14590.t1, jg14593.t1
OG0000996	sp|Q9UDX3|S14L4_HUMAN, sp|B5MCN3|S14L6_HUMAN, sp|O76054|S14L2_HUMAN, sp|Q9UDX4|S14L3_HUMAN	jg14369.t1
OG0001000	sp|O75908|SOAT2_HUMAN, sp|P35610|SOAT1_HUMAN	jg12323.t1, jg12322.t1
OG0001002	sp|Q8NCJ5|SPRY3_HUMAN	jg11262.t1, jg18126.t2, jg18126.t1
OG0001004	sp|Q68DK2|ZFY26_HUMAN	jg18157.t1, jg16159.t1, jg18158.t1, jg25488.t1, jg25234.t1, jg18204.t2, jg18204.t1, jg11431.t1, jg11435.t1, jg11435.t2
OG0001005	sp|P26012|ITB8_HUMAN, sp|P05106|ITB3_HUMAN, sp|P18084|ITB5_HUMAN, sp|P18564|ITB6_HUMAN, sp|P05107|ITB2_HUMAN, sp|P26010|ITB7_HUMAN, sp|P05556|ITB1_HUMAN, sp|O95965|ITGBL_HUMAN	jg19453.t1
OG0001007	sp|Q92608|DOCK2_HUMAN, sp|Q14185|DOCK1_HUMAN, sp|Q9H7D0|DOCK5_HUMAN, sp|Q8IZD9|DOCK3_HUMAN, sp|Q8N1I0|DOCK4_HUMAN	jg1394.t1, jg1394.t2, jg2594.t1, jg2594.t2, jg23653.t1
OG0001008	sp|Q7Z402|TMC7_HUMAN, sp|Q7Z404|TMC4_HUMAN, sp|Q8IU68|TMC8_HUMAN	jg29882.t1
OG0001009	sp|Q99836|MYD88_HUMAN	jg20048.t1
OG0001058	sp|Q5IJ48|CRUM2_HUMAN, sp|P82279|CRUM1_HUMAN	jg12810.t1
OG0001059	sp|O00754|MA2B1_HUMAN	jg1045.t1, jg30558.t1, jg26710.t1, jg26711.t1, jg26712.t1, jg11001.t1, jg10999.t1
OG0001061	sp|Q8NA54|IQUB_HUMAN	jg1992.t1
OG0001063	sp|Q9Y283|INVS_HUMAN	jg8754.t1, jg11722.t1
OG0001064	sp|Q8N543|OGFD1_HUMAN	jg14718.t1, jg14715.t1, jg27927.t1
OG0001068	sp|Q15386|UBE3C_HUMAN	jg16791.t1, jg16793.t1, jg24251.t1, jg16794.t1, jg353.t1, jg22156.t1, jg30215.t1, jg11310.t1, jg22167.t1, jg21312.t1
OG0001071	sp|Q96C12|ARMC5_HUMAN	jg10210.t1
OG0001071	sp|Q8N3Y1|FBXW8_HUMAN	jg16780.t1, jg22659.t1
OG0001071	sp|Q5XKL5|BTBD8_HUMAN	jg20447.t1, jg27020.t1
OG0001073	sp|O60331|PI51C_HUMAN, sp|A2A3N6|PIPSL_HUMAN, sp|Q99755|PI51A_HUMAN, sp|O14986|PI51B_HUMAN	jg11597.t1
OG0001073	sp|P23508|CRCM_HUMAN, sp|Q8N6Y0|USBP1_HUMAN	jg11597.t2
OG0001076	sp|A8K8P3|SFI1_HUMAN	jg2453.t1
OG0001077	sp|Q9GZS1|RPA49_HUMAN	jg27312.t1, jg24629.t1, jg3569.t1, jg24634.t1
OG0001085	sp|Q13501|SQSTM_HUMAN	jg8451.t1
OG0001086	sp|Q86WJ1|CHD1L_HUMAN	jg13374.t1
OG0001097	sp|Q63HN8|RN213_HUMAN	jg3052.t1, jg23291.t1, jg3210.t1
OG0001098	sp|Q9NPZ5|B3GA2_HUMAN, sp|Q9P2W7|B3GA1_HUMAN, sp|O94766|B3GA3_HUMAN	jg20242.t1, jg20241.t1, jg20204.t1, jg20204.t2
OG0001099	sp|O15439|MRP4_HUMAN	jg8725.t1, jg11415.t1, jg19464.t1, jg29238.t1, jg17053.t1
OG0001100	sp|A0A1B0GUU1|CQ113_HUMAN	jg26843.t1, jg27740.t1, jg25369.t1, jg26417.t1, jg6573.t1
OG0001103	sp|Q75QN2|INT8_HUMAN	jg15007.t1, jg15009.t1, jg19691.t1, jg14985.t1, jg15011.t1, jg19687.t1, jg14999.t1, jg14991.t1, jg19684.t1, jg15013.t1
OG0001104	sp|P57729|RAB38_HUMAN	jg28576.t1, jg28569.t1, jg12653.t1
OG0001104	sp|Q13637|RAB32_HUMAN	jg28420.t1
OG0001104	sp|O14966|RAB7L_HUMAN	jg19014.t1
OG0001105	sp|Q9UNQ0|ABCG2_HUMAN	jg21114.t1, jg15414.t1, jg16499.t1, jg11403.t1, jg18234.t1, jg10187.t1, jg10736.t1
OG0001106	sp|Q14416|GRM2_HUMAN, sp|Q14832|GRM3_HUMAN	jg13776.t1, jg15113.t1
OG0001107	sp|Q8TC41|RN217_HUMAN	jg12775.t1, jg12774.t1
OG0001108	sp|Q9NRA2|S17A5_HUMAN	jg12779.t1, jg12778.t1, jg12777.t1
OG0001110	sp|P78412|IRX6_HUMAN, sp|P78413|IRX4_HUMAN, sp|P78415|IRX3_HUMAN, sp|P78414|IRX1_HUMAN, sp|P78411|IRX5_HUMAN, sp|Q9BZI1|IRX2_HUMAN	jg7263.t1, jg9042.t1, jg24781.t1
OG0001111	sp|P50993|AT1A2_HUMAN, sp|P13637|AT1A3_HUMAN, sp|P05023|AT1A1_HUMAN, sp|Q13733|AT1A4_HUMAN, sp|P54707|AT12A_HUMAN, sp|P20648|ATP4A_HUMAN	jg12501.t1
OG0001112	sp|Q16526|CRY1_HUMAN, sp|Q49AN0|CRY2_HUMAN	jg8736.t1, jg6779.t1, jg27178.t1
OG0001115	sp|Q9ULU4|PKCB1_HUMAN	jg12840.t1
OG0001116	sp|P16152|CBR1_HUMAN, sp|O75828|CBR3_HUMAN	jg25011.t1, jg8243.t1, jg8244.t1, jg25010.t1, jg8238.t1
OG0001117	sp|Q9NVH6|TMLH_HUMAN, sp|O75936|BODG_HUMAN	jg6855.t1, jg25253.t1, jg6856.t1, jg24882.t1, jg22780.t1, jg24885.t1, jg2898.t1, jg22117.t1
OG0001118	sp|Q96GQ7|DDX27_HUMAN	jg3143.t1, jg25296.t1, jg15583.t1, jg15586.t1, jg3146.t1, jg3139.t1, jg3148.t1, jg15590.t1, jg24371.t1
OG0001120	sp|Q9BX51|GGTL1_HUMAN, sp|Q14390|GGTL2_HUMAN, sp|B5MD39|GGTL3_HUMAN, sp|P36268|GGT2_HUMAN, sp|A6NGU5|GGT3_HUMAN, sp|P19440|GGT1_HUMAN	jg14487.t1
OG0001121	sp|Q9P2N6|KANL3_HUMAN	jg2778.t1
OG0001122	sp|Q9Y5Z4|HEBP2_HUMAN	jg16800.t1, jg16801.t1, jg16802.t1, jg16799.t1, jg16803.t1
OG0001123	sp|P13612|ITA4_HUMAN, sp|Q13797|ITA9_HUMAN	jg19450.t1, jg19451.t1
OG0001124	sp|Q69YI7|NAIF1_HUMAN, sp|Q8NCY6|MSD4_HUMAN, sp|Q86VE0|MYPOP_HUMAN, sp|Q96NA8|TSNA1_HUMAN, sp|Q86Y82|STX12_HUMAN, sp|O15400|STX7_HUMAN	jg17834.t1
OG0001175	sp|O75528|TADA3_HUMAN	jg970.t1
OG0001181	sp|Q9NQH7|XPP3_HUMAN	jg9642.t1, jg25431.t1, jg25458.t1, jg25448.t1, jg9640.t1
OG0001182	sp|Q9Y266|NUDC_HUMAN	jg12270.t1
OG0001182	sp|Q6IQ55|TTBK2_HUMAN	jg11543.t1
OG0001183	sp|Q9NR30|DDX21_HUMAN, sp|Q9BQ39|DDX50_HUMAN	jg11237.t1, jg2903.t1, jg10937.t1
OG0001194	sp|P78352|DLG4_HUMAN, sp|Q12959|DLG1_HUMAN, sp|Q15700|DLG2_HUMAN, sp|Q92796|DLG3_HUMAN	jg3717.t2, jg3717.t1
OG0001198	sp|Q96PE2|ARHGH_HUMAN	jg25541.t1, jg3078.t1, jg3077.t1, jg25539.t1
OG0001204	sp|P20073|ANXA7_HUMAN	jg1291.t1, jg12916.t1
OG0001204	sp|P09525|ANXA4_HUMAN	jg23021.t1
OG0001207	sp|Q9UHF1|EGFL7_HUMAN	jg12047.t1, jg17828.t1, jg436.t1, jg24708.t1, jg24709.t1, jg12050.t1, jg11494.t1
OG0001210	sp|Q12933|TRAF2_HUMAN	jg12468.t1, jg12483.t1, jg24677.t1, jg12482.t1
OG0001213	sp|Q49AM3|TTC31_HUMAN	jg2415.t1, jg2416.t1, jg2417.t1, jg2414.t1
OG0001216	sp|Q02083|NAAA_HUMAN	jg4498.t1, jg4497.t1, jg4501.t1, jg4502.t1
OG0001217	sp|Q3L8U1|CHD9_HUMAN, sp|Q9HCK8|CHD8_HUMAN, sp|Q9P2D1|CHD7_HUMAN, sp|Q8TD26|CHD6_HUMAN	jg30455.t1, jg30467.t1
OG0001219	sp|Q6ZQW0|I23O2_HUMAN, sp|P14902|I23O1_HUMAN	jg16991.t1, jg7917.t1, jg7916.t1, jg8647.t1, jg1222.t1
OG0001220	sp|O75717|WDHD1_HUMAN	jg3594.t1, jg4186.t1, jg4192.t1, jg3592.t1, jg4188.t1, jg4194.t1
OG0001221	sp|Q9UKU0|ACSL6_HUMAN, sp|Q9ULC5|ACSL5_HUMAN	jg14622.t1, jg14629.t1
OG0001223	sp|Q8TDB6|DTX3L_HUMAN, sp|Q8N9I9|DTX3_HUMAN, sp|Q5VTB9|RN220_HUMAN	jg2657.t1, jg28635.t1, jg28634.t1
OG0001227	sp|Q9Y242|TCF19_HUMAN	jg27774.t1, jg21590.t1, jg7761.t1, jg22356.t1, jg7599.t1, jg717.t1, jg1649.t1, jg21949.t1
OG0001229	sp|Q14764|MVP_HUMAN	jg13440.t1, jg19359.t1, jg21573.t1, jg2704.t1, jg17011.t1
OG0001230	sp|Q9UK23|NAGPA_HUMAN	jg1953.t1, jg14870.t1, jg1959.t1, jg1954.t1, jg1956.t1, jg21503.t1, jg1961.t1, jg23844.t1, jg14869.t1
OG0001233	sp|Q99489|OXDD_HUMAN	jg20259.t1, jg29478.t1, jg29479.t1, jg7954.t1, jg13464.t1, jg2739.t1
OG0001234	sp|Q9ULX3|NOB1_HUMAN	jg28879.t1, jg14860.t1
OG0001236	sp|Q9Y2W3|S45A1_HUMAN, sp|Q5BKX6|S45A4_HUMAN, sp|Q9UMX9|S45A2_HUMAN	jg14938.t1, jg14939.t1, jg23178.t1, jg25275.t1, jg20663.t1
OG0001239	sp|P40261|NNMT_HUMAN, sp|O95050|INMT_HUMAN, sp|P11086|PNMT_HUMAN	jg11996.t1, jg2307.t1, jg25721.t1, jg2751.t1, jg1076.t1, jg24119.t1, jg3217.t1, jg21638.t1
OG0001241	sp|P07332|FES_HUMAN, sp|P16591|FER_HUMAN	jg4578.t1, jg30162.t1, jg4576.t1, jg4574.t1, jg4579.t1
OG0001242	sp|Q6NT16|S18B1_HUMAN	jg20348.t1, jg24745.t1, jg24745.t2
OG0001246	sp|Q96PP8|GBP5_HUMAN, sp|P32456|GBP2_HUMAN, sp|Q9H0R5|GBP3_HUMAN, sp|P32455|GBP1_HUMAN, sp|Q6ZN66|GBP6_HUMAN, sp|Q8N8V2|GBP7_HUMAN, sp|Q96PP9|GBP4_HUMAN	jg8946.t1
OG0001247	sp|Q14914|PTGR1_HUMAN	jg8124.t1, jg8123.t1
OG0001250	sp|Q6ZQN7|SO4C1_HUMAN, sp|Q86UG4|SO6A1_HUMAN, sp|Q96BD0|SO4A1_HUMAN	jg12737.t1, jg12738.t1, jg12739.t1, jg16741.t1
OG0001253	sp|Q6ZNE9|RUFY4_HUMAN	jg9867.t1
OG0001255	sp|Q38SD2|LRRK1_HUMAN	jg13305.t1
OG0001256	sp|Q9BX79|STRA6_HUMAN	jg7972.t1, jg29670.t1
OG0001257	sp|Q9NP87|DPOLM_HUMAN, sp|P04053|TDT_HUMAN	jg6785.t1, jg27172.t1
OG0001257	sp|Q5T5M9|CCNJ_HUMAN, sp|Q8IV13|CCNJL_HUMAN	jg2535.t1
OG0001258	sp|Q9UQ10|DHDH_HUMAN	jg11086.t1, jg22438.t1, jg22439.t1
OG0001259	sp|Q8N6K7|SAMD3_HUMAN	jg9990.t1, jg18643.t1, jg22215.t1, jg9999.t1, jg2060.t1, jg2100.t1, jg21998.t1, jg5745.t1, jg13217.t1, jg5744.t1, jg24472.t1
OG0001261	sp|P00352|AL1A1_HUMAN, sp|P47895|AL1A3_HUMAN, sp|O94788|AL1A2_HUMAN, sp|P05091|ALDH2_HUMAN, sp|P30837|AL1B1_HUMAN	jg28561.t1, jg28563.t1
OG0001262	sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN, sp|P0DP23|CALM1_HUMAN	jg28128.t1, jg28129.t1
OG0001263	sp|O75340|PDCD6_HUMAN	jg25308.t1
OG0001263	sp|Q9UBV8|PEF1_HUMAN	jg18753.t1
OG0001264	sp|Q9UPU3|SORC3_HUMAN, sp|Q8WY21|SORC1_HUMAN, sp|Q96PQ0|SORC2_HUMAN	jg2750.t1, jg2750.t2
OG0001265	sp|Q9NPB6|PAR6A_HUMAN, sp|Q9BYG5|PAR6B_HUMAN, sp|Q9BYG4|PAR6G_HUMAN	jg18022.t1
OG0001269	sp|O60704|TPST2_HUMAN, sp|O60507|TPST1_HUMAN	jg25190.t1
