Orthogroup	Ephydatia_Emu_v1_prots	Niphates_augustus.hints.aa
OG0000318	Em0003g13a, Em0003g5a	jg7813.t1
OG0000318	Em0001g3573a, Em0014g673a, Em0012g33a	jg22691.t1, jg26294.t1, jg22708.t1
OG0000319	Em0003g1402a	jg17395.t1, jg13315.t1, jg13313.t1
OG0000319	Em0001g1108a, Em0001g1076a, Em0011g113a, Em0011g96a, Em0011g110a, Em0011g93a, Em0011g95a, Em0011g112a, Em0011g115a, Em1064g2a, Em0011g594a, Em0003g1409a	jg28153.t1, jg28154.t1
OG0000339	Em0006g903a	jg6801.t1, jg22188.t1, jg11381.t1, jg18256.t1, jg22190.t1, jg6806.t1, jg6807.t1, jg6809.t1, jg6808.t1
OG0000340	Em0003g1239a, Em0003g1313a, Em0006g1355a, Em0023g591a, Em0012g757a, Em0005g759a, Em0006g601a, Em0016g212a, Em0003g1784a, Em0001g3572a, Em0001g291a, Em0002g439a, Em0025g52a, Em0001g890a, Em0003g1240a, Em0003g1314a, Em0096g7a, Em0003g807a, Em0006g1356a	jg26506.t1, jg21576.t1, jg9242.t1, jg19770.t1, jg16437.t1
OG0000341	Em0005g1017a, Em0012g670a, Em0012g663a, Em0009g918a, Em0009g915a, Em0615g2a, Em0009g598a, Em0009g599a, Em0009g594a, Em0009g824a	jg27672.t1, jg27673.t1, jg27671.t1, jg27670.t1, jg27669.t1, jg27678.t1, jg27676.t1, jg27674.t1
OG0000351	Em0024g382a	jg19501.t1, jg5384.t1, jg17225.t1, jg17660.t1, jg17743.t1, jg5288.t1, jg17744.t3, jg17744.t2, jg17744.t1, jg5287.t1, jg17658.t1, jg17226.t1, jg12022.t1, jg9583.t1, jg5497.t1, jg16425.t1, jg24940.t1, jg5633.t1, jg5498.t1, jg19502.t1, jg5369.t1, jg13153.t1, jg16372.t1, jg23956.t1, jg5383.t1, jg17659.t1, jg5809.t1
OG0000356	Em0020g639a	jg29401.t1
OG0000356	Em0009g740a, Em0009g737a, Em0009g753a, Em0009g410a, Em0009g414a, Em0009g434a, Em0009g422a, Em0009g416a, Em0009g433a, Em0009g432a, Em0009g415a, Em0009g423a, Em0009g417a	jg5894.t1, jg3151.t2, jg24376.t2, jg24376.t1, jg3151.t1, jg5892.t1
OG0000358	Em0018g1050a	jg14228.t1, jg3810.t1
OG0000358	Em0018g1092a	jg11907.t1, jg11901.t1, jg11904.t1, jg11902.t1, jg11905.t1, jg25748.t1, jg15641.t1, jg25748.t2, jg15639.t1, jg22549.t1
OG0000358	Em0048g19a	jg18638.t1, jg2058.t1
OG0000362	Em0668g3a, Em0369g9a, Em1084g1a, Em0285g7a, Em0285g2a, Em0004g174a, Em0004g169a, Em0004g170a, Em0285g1a, Em0004g171a, Em0004g163a, Em0004g159a, Em0285g3a, Em0004g298a, Em0004g265a, Em0004g192a, Em0004g193a, Em0004g199a, Em0359g7a, Em0369g8a, Em0004g179a, Em0004g172a, Em0725g2a, Em0668g2a, Em0004g168a	jg13058.t1
OG0000363	Em0010g208a, Em0010g218a, Em0001g1649a, Em0001g1674a, Em0001g1634a, Em0010g214a, Em0310g2a, Em0382g2a, Em0418g2a, Em0462g1a, Em0010g762a, Em0010g757a, Em0010g756a, Em0418g1a, Em0005g97a, Em0001g3643a, Em0010g209a, Em0010g239a, Em0002g1565a, Em0002g1561a	jg29407.t1, jg4635.t1
OG0000374	Em0020g1047a	jg11721.t1, jg22217.t1
OG0000374	Em0011g690a, Em0012g57a	jg3508.t1
OG0000374	Em0008g456a, Em0225g6a, Em0003g1173a, Em0003g1178a, Em0011g647a, Em0021g202a, Em0008g872a, Em0008g850a, Em0008g679a, Em0008g678a, Em0008g1055a, Em0008g856a	jg29714.t1
OG0000382	Em0008g1100a, Em0008g1090a, Em0002g1699a, Em0002g1733a, Em0001g1646a, Em0002g1717a, Em0002g1711a, Em0001g1698a, Em0005g1586a, Em0001g1690a, Em0001g1679a	jg27901.t1, jg27038.t1, jg15553.t1
OG0000383	Em0024g162a, Em0018g56a, Em0003g1224a, Em0018g50a	jg3593.t1, jg3591.t1, jg4185.t1, jg4191.t1, jg24593.t1, jg18653.t1, jg2055.t1, jg18654.t1, jg2054.t1, jg18659.t1, jg18651.t1, jg2057.t1
OG0000385	Em0016g520a	jg18090.t1, jg18089.t1, jg18091.t1, jg8.t1, jg19247.t1
OG0000386	Em0022g356a, Em0022g351a, Em0022g354a	jg29126.t1
OG0000386	Em0021g383a, Em0001g2337a, Em0001g2339a, Em0808g1a, Em0008g111a, Em0008g116a, Em0001g2322a, Em0001g2268a, Em0001g2275a, Em0021g160a, Em0021g159a	jg23639.t1, jg29064.t1, jg29063.t1, jg29062.t1
OG0000387	Em0003g444a, Em0003g1840a, Em0238g6a, Em0210g3a, Em0003g58a, Em0347g3a, Em1053g1a, Em1122g2a, Em0077g3a, Em0105g2a, Em0002g551a, Em0004g934a, Em0017g416a, Em0498g1a, Em0020g720a, Em0009g395a, Em0103g5a, Em0489g2a, Em0010g589a, Em0017g417a, Em0016g654a, Em0013g632a	jg12826.t1, jg12827.t2, jg12827.t1
OG0000388	Em0008g783a, Em0008g744a, Em0008g713a, Em0008g749a, Em0008g717a, Em0008g748a, Em0008g740a, Em0008g752a, Em0008g751a, Em0008g712a, Em0008g719a, Em0008g775a, Em0008g778a, Em0008g714a, Em0008g745a, Em0008g743a, Em0008g784a, Em0008g754a, Em0008g753a, Em0885g1a, Em0008g741a, Em0008g710a, Em0008g709a	jg25951.t1
OG0000390	Em0001g2284a, Em0011g534a, Em0014g629a, Em0022g741a, Em0010g633a, Em0013g675a, Em0073g4a, Em0013g471a, Em0223g9a, Em0006g1488a, Em0572g4a, Em0007g1458a, Em0078g5a, Em0003g996a, Em0020g242a, Em0010g643a, Em0007g1441a, Em0018g658a, Em0007g10a, Em0008g929a, Em0005g276a, Em0248g5a, Em0014g720a, Em0003g429a, Em0007g205a	jg16487.t1
OG0000402	Em0386g3a	jg21486.t1
OG0000402	Em0004g1309a, Em0002g1012a	jg26423.t1
OG0000405	Em0566g2a, Em0058g7a, Em0001g1462a	jg7422.t1, jg22045.t1
OG0000405	Em0012g1065a, Em0015g706a, Em0003g1317a, Em0021g629a, Em0002g1599a, Em0166g7a, Em0020g693a, Em0005g1266a, Em0017g3a, Em0019g1069a	jg350.t1
OG0000408	Em0021g186a, Em0007g198a	jg9229.t1, jg4272.t1
OG0000408	Em0001g303a, Em0010g725a, Em0163g7a, Em0163g6a, Em0001g304a, Em0010g724a, Em0027g67a, Em0012g908a, Em0280g5a, Em0001g292a, Em0008g322a, Em0005g26a, Em0001g691a, Em0013g628a, Em0013g629a, Em0013g641a	jg17216.t1, jg21759.t1
OG0000409	Em0012g468a	jg22072.t1, jg3197.t1, jg9313.t1, jg9316.t2, jg9316.t1, jg3199.t1, jg3202.t1, jg9314.t1, jg3196.t1, jg9317.t1, jg9315.t1, jg1858.t1, jg20249.t1
OG0000409	Em0002g1761a	jg22071.t1, jg3198.t1
OG0000410	Em0009g756a, Em0009g742a, Em0009g757a, Em0009g728a, Em0009g729a, Em0009g733a, Em0009g748a, Em0009g758a, Em0009g735a, Em0001g3672a, Em0001g3671a	jg23731.t1, jg23731.t2, jg835.t1, jg9402.t1, jg835.t2, jg9402.t2, jg27005.t1, jg23709.t1
OG0000411	Em0020g860a, Em0020g858a, Em0020g849a, Em0020g854a, Em0020g851a, Em0020g850a, Em0020g880a, Em0020g881a, Em0020g874a, Em0020g879a, Em0020g877a, Em0010g170a, Em0001g2780a, Em0001g2773a, Em0001g2777a, Em0001g2788a	jg18279.t1, jg16121.t1, jg18280.t1
OG0000411	Em0022g38a	jg18860.t1
OG0000413	Em0812g2a, Em0928g2a, Em0006g202a, Em0005g1399a, Em0006g65a, Em0006g75a, Em0008g198a, Em0008g189a	jg5046.t1
OG0000415	Em0011g595a, Em0011g627a, Em0011g628a, Em0011g610a, Em0087g6a, Em0087g7a, Em0011g609a, Em0018g592a, Em0001g241a, Em0001g239a, Em0011g555a	jg2627.t1, jg14231.t1, jg2628.t1, jg2629.t1
OG0000416	Em0005g667a	jg22390.t1, jg22391.t1, jg22392.t1, jg22393.t1
OG0000416	Em0018g783a, Em0018g776a, Em0018g785a, Em0018g786a, Em0018g773a	jg2926.t1, jg30483.t1, jg30484.t1
OG0000417	Em0020g41a	jg1591.t1, jg29587.t1
OG0000438	Em0016g925a	jg25994.t1, jg6113.t1, jg25993.t1, jg6112.t1, jg25995.t1, jg6115.t1, jg6114.t1
OG0000439	Em0389g4a, Em0022g877a, Em0005g628a, Em0003g1251a, Em0001g2682a, Em0389g2a, Em0005g631a, Em0011g1137a, Em0005g734a, Em0016g388a, Em0007g1413a, Em0004g1110a	jg27660.t1, jg5139.t1, jg26598.t1
OG0000440	Em0005g481a, Em0008g284a, Em0020g354a, Em0003g1162a, Em0003g1122a, Em0003g196a, Em0109g10a, Em0008g726a, Em1110g2a, Em0005g817a, Em0007g1571a, Em0005g258a, Em0005g230a	jg8556.t1, jg3500.t1, jg16192.t1, jg23458.t1, jg6043.t1
OG0000442	Em0002g929a, Em0006g54a, Em0013g434a	jg27847.t1, jg25361.t1, jg3896.t1, jg9165.t1
OG0000442	Em0024g199a	jg24509.t1, jg2978.t1, jg26893.t1, jg8733.t1, jg4658.t1, jg2973.t1, jg24514.t1, jg23981.t1, jg9674.t1
OG0000443	Em0018g163a, Em0018g162a, Em0018g176a	jg25722.t1, jg26848.t1, jg16586.t1, jg26851.t1, jg20493.t1, jg1458.t1, jg26846.t1, jg2775.t1
OG0000444	Em0012g198a, Em0329g6a, Em0001g2345a, Em0024g468a, Em0005g839a	jg13155.t1, jg5041.t1, jg439.t1, jg12946.t1, jg17724.t1
OG0000445	Em0178g2a, Em0308g2a, Em0304g2a, Em0024g30a, Em0008g926a	jg5705.t1, jg21876.t1, jg5550.t1, jg5312.t1, jg27798.t1, jg5405.t1, jg24979.t1, jg24956.t1, jg5412.t1, jg3927.t1, jg30350.t1, jg21471.t1
OG0000446	Em0018g447a, Em0002g230a, Em0009g954a, Em0011g218a, Em0001g3557a, Em0002g1484a, Em0098g11a, Em0009g843a, Em0013g684a, Em0030g12a, Em0020g10a, Em0017g772a, Em0024g293a, Em0002g1516a, Em0002g1517a, Em0001g2978a, Em0005g1139a, Em0001g3010a, Em0060g9a	jg17651.t1, jg10663.t1
OG0000447	Em0007g883a, Em0001g1262a, Em0025g33a, Em0023g177a, Em0013g416a, Em0005g743a, Em0411g3a, Em0001g3456a, Em0071g9a, Em0009g754a, Em0005g1006a, Em0057g2a, Em0002g1209a, Em0009g763a, Em0010g277a, Em0012g418a, Em0040g10a, Em0040g5a	jg5803.t1
OG0000447	Em0010g992a, Em0020g580a, Em0004g475a	jg1472.t1
OG0000448	Em0023g184a	jg15984.t1
OG0000448	Em0023g157a, Em0023g158a, Em0023g150a	jg17839.t1
OG0000448	Em0023g340a	jg20711.t1
OG0000448	Em0023g348a, Em0015g483a, Em0023g344a, Em0023g342a	jg23261.t1
OG0000448	Em0023g349a	jg20712.t1, jg20713.t1
OG0000449	Em0018g1058a, Em0018g1059a, Em0018g1060a	jg6758.t1, jg6760.t1
OG0000449	Em0002g1410a, Em0001g2768a, Em0002g1430a, Em0002g1422a, Em0002g1414a, Em0006g461a, Em0006g453a, Em0049g25a, Em0027g43a	jg28181.t1, jg28180.t1
OG0000450	Em0006g1427a, Em0316g5a, Em0005g1373a	jg13286.t1
OG0000459	Em0005g1667a, Em0012g4a, Em0040g11a, Em0013g368a, Em0001g3712a, Em0001g3737a, Em0017g889a, Em0012g375a, Em0005g593a, Em0005g596a, Em0005g597a, Em0018g129a, Em0001g1353a, Em0006g939a, Em0002g224a, Em0006g1132a, Em0023g701a, Em0003g1900a, Em0003g259a, Em0017g345a, Em0011g713a, Em0011g887a, Em0011g892a	jg8652.t1
OG0000471	Em0007g926a, Em0021g178a, Em0021g179a, Em0021g192a, Em0021g327a, Em0021g324a, Em0021g322a, Em0012g530a, Em0012g550a, Em0013g506a, Em0782g2a	jg2352.t2, jg2352.t1
OG0000476	Em0021g959a, Em0021g945a	jg14375.t1, jg14374.t1, jg11399.t1, jg18237.t1, jg11398.t1, jg18239.t1, jg8685.t1, jg1254.t1, jg14513.t1, jg14512.t1, jg14514.t1, jg11512.t1
OG0000477	Em0015g837a, Em0015g874a, Em0015g668a, Em0015g669a, Em0015g811a, Em0015g797a	jg2401.t1, jg4158.t1, jg11048.t1, jg11049.t1, jg11046.t1, jg22979.t1, jg22980.t1, jg28410.t1
OG0000479	Em0017g966a, Em0376g5a, Em0374g5a, Em0253g5a	jg13164.t1
OG0000483	Em0002g956a, Em0056g18a, Em0013g86a, Em0006g1049a, Em0809g4a, Em0007g54a, Em0533g3a, Em0025g44a, Em0011g988a, Em0019g216a, Em0001g305a, Em0006g839a, Em0013g71a, Em0002g1446a, Em0004g439a	jg21988.t1
OG0000483	Em0005g339a, Em0023g814a, Em0024g427a	jg19872.t1, jg16420.t1
OG0000484	Em0016g156a	jg19740.t1, jg10280.t1, jg26688.t1, jg26683.t1, jg26691.t1, jg11982.t1, jg10275.t1, jg28866.t1, jg2909.t1, jg19735.t1, jg10277.t1, jg19745.t1, jg10273.t1, jg19733.t1, jg28868.t1, jg19747.t1, jg19743.t1, jg14951.t1, jg26685.t1, jg10279.t1
OG0000489	Em0006g633a	jg22328.t1
OG0000489	Em0006g644a	jg18404.t1, jg22341.t1, jg9863.t1, jg8015.t1, jg8014.t1, jg26667.t1, jg22335.t1, jg22342.t1, jg4224.t1, jg26668.t1, jg8016.t1, jg26679.t1, jg8028.t1
OG0000498	Em0005g1047a, Em0121g4a, Em0012g420a, Em0022g168a, Em0010g660a, Em0016g93a, Em0018g309a, Em0018g757a, Em0010g503a, Em0005g1619a, Em0021g796a, Em0021g125a, Em0005g866a, Em0021g151a, Em0017g437a, Em0008g360a, Em0005g107a, Em0024g223a, Em0007g293a, Em0017g260a, Em0002g697a, Em0017g8a	jg26520.t1
OG0000505	Em0781g1a, Em0779g1a, Em0196g3a, Em0779g2a, Em0781g2a, Em0927g1a, Em0784g1a, Em0011g776a	jg1039.t1, jg25829.t2, jg25829.t1, jg1039.t2, jg25828.t1, jg25828.t2
OG0000506	Em0023g303a, Em0311g3a	jg2495.t1
OG0000506	Em0021g538a	jg9479.t1
OG0000506	Em0019g1075a, Em0019g1070a, Em0019g1079a, Em0019g1074a	jg26830.t1
OG0000509	Em0011g158a, Em0011g159a	jg5160.t1, jg5165.t1, jg5175.t1, jg27393.t1
OG0000513	Em0001g3333a	jg2429.t1, jg2426.t1, jg2427.t1, jg1860.t1, jg1859.t1, jg12388.t1, jg14865.t1, jg28891.t1, jg12396.t1, jg19661.t1, jg19668.t1, jg15035.t1, jg15041.t2, jg15041.t1
OG0000514	Em0020g82a	jg29644.t1, jg29643.t1, jg29646.t1, jg29645.t1, jg28021.t1
OG0000518	Em0120g2a	jg4449.t1, jg4444.t1, jg5125.t1, jg14805.t1, jg14804.t1, jg5126.t1, jg4448.t1, jg4443.t1, jg4445.t2, jg3456.t1, jg4445.t1, jg3457.t1, jg5127.t1, jg14803.t1, jg4447.t1, jg5128.t1, jg14802.t1, jg14801.t1, jg5129.t1, jg4446.t1
OG0000522	Em0022g662a	jg27744.t1, jg15174.t1, jg21900.t1, jg26296.t1, jg13541.t1, jg21937.t1, jg27276.t1, jg27265.t1, jg4687.t1, jg73.t1, jg401.t1, jg9240.t1, jg74.t1, jg15173.t1, jg781.t1, jg5250.t1, jg2080.t1, jg782.t1, jg21901.t1
OG0000523	Em0018g267a	jg29768.t1, jg28994.t1, jg4750.t1, jg4749.t1, jg3218.t1, jg4042.t1, jg4752.t1, jg4751.t1
OG0000526	Em0018g189a	jg18094.t1
OG0000528	Em0007g620a, Em0007g616a, Em0007g606a, Em0007g615a, Em0007g605a, Em0022g202a	jg12832.t1
OG0000528	Em0799g3a, Em0021g731a, Em0021g742a, Em0799g1a, Em0011g131a	jg19069.t1
OG0000529	Em0007g1357a, Em0013g347a, Em0013g337a, Em0003g82a, Em0003g256a, Em0891g1a, Em0688g4a, Em0022g778a, Em0009g766a, Em0013g486a, Em0021g199a, Em0015g1288a, Em0002g1079a, Em0015g1101a, Em0002g1420a	jg24200.t1
OG0000529	Em0004g473a, Em0001g1876a, Em0023g691a	jg3668.t1
OG0000541	Em0010g270a	jg18415.t1, jg6618.t1, jg23348.t1, jg1577.t1, jg28846.t1, jg22292.t1, jg18394.t1, jg6142.t1
OG0000541	Em0216g3a, Em0012g888a, Em0016g687a, Em0016g680a, Em0013g348a, Em0022g779a, Em0891g2a, Em0002g1548a, Em0044g33a, Em0006g460a, Em0006g1198a	jg5109.t1, jg27779.t1
OG0000553	Em0013g984a	jg2598.t1, jg2597.t1, jg23183.t1
OG0000555	Em0017g564a	jg11065.t1
OG0000555	Em0001g1765a	jg18829.t1
OG0000555	Em0004g46a, Em0004g45a	jg7157.t2, jg7157.t3, jg7157.t1
OG0000557	Em0016g534a	jg2889.t1, jg22066.t1
OG0000557	Em0016g533a	jg2892.t1, jg22069.t1, jg12948.t1, jg23856.t1
OG0000560	Em0020g541a	jg4084.t1, jg11970.t1, jg29113.t1, jg22136.t1, jg2771.t1, jg22148.t1
OG0000561	Em0009g1220a	jg12091.t1, jg20927.t1, jg27433.t1, jg21634.t1
OG0000562	Em0020g283a	jg25501.t1, jg9895.t1, jg21473.t1, jg23468.t1, jg25494.t1, jg9892.t1, jg2117.t1, jg9916.t1, jg27520.t1, jg21428.t1, jg27476.t1, jg20900.t1, jg1643.t1, jg14536.t1, jg24083.t1
OG0000563	Em0013g772a, Em0001g172a, Em0004g1300a, Em0022g392a, Em0001g887a, Em0004g695a, Em0003g960a, Em0004g112a, Em0675g4a, Em0007g58a, Em0029g39a, Em0008g635a, Em0010g601a, Em0001g1659a, Em0005g1251a, Em0214g3a	jg22410.t1, jg30437.t1, jg24230.t1
OG0000564	Em0164g2a, Em1050g1a, Em0454g1a	jg3281.t1
OG0000564	Em0339g1a, Em1153g1a, Em1188g1a, Em0801g1a, Em0265g1a	jg29583.t1
OG0000565	Em0018g1018a	jg1943.t1, jg11884.t1, jg15664.t1, jg27487.t1, jg21438.t1, jg28886.t1, jg1915.t1, jg11885.t1, jg15663.t1, jg1930.t1, jg15666.t1, jg1776.t1, jg11886.t1, jg15662.t1, jg1948.t1, jg15668.t1, jg11882.t1
OG0000567	Em0005g1351a, Em0005g1352a, Em0007g862a, Em0005g1366a, Em0005g1359a, Em0005g1363a, Em0005g1360a, Em0013g613a, Em0020g486a	jg28426.t1, jg1853.t1
OG0000567	Em0009g1198a	jg16022.t1, jg3505.t1, jg18759.t1, jg1854.t1
OG0000568	Em0020g336a, Em0020g340a	jg7251.t1, jg14901.t1
OG0000569	Em0017g556a	jg14698.t1, jg628.t1, jg14693.t1, jg14697.t1, jg14692.t1, jg14694.t1, jg14695.t1, jg22102.t1
OG0000569	Em0018g599a, Em0015g718a, Em0001g259a, Em0002g51a, Em0015g724a, Em0015g719a	jg13982.t1
OG0000570	Em0003g1676a, Em0005g545a, Em0009g246a, Em0004g1623a, Em0002g612a, Em0109g7a, Em0001g225a, Em0005g1180a, Em0010g863a, Em0020g418a, Em0002g1181a, Em0001g2583a, Em0001g685a, Em0005g189a	jg5106.t1, jg7478.t1, jg7496.t1, jg21839.t1
OG0000571	Em1161g1a, Em0911g2a, Em0895g1a, Em1234g1a, Em0938g1a, Em0105g9a, Em0021g214a, Em0006g1106a, Em0006g1075a, Em0001g1114a, Em0002g850a, Em0002g849a, Em0017g566a	jg11041.t1
OG0000573	Em0001g2450a, Em0001g2452a, Em0001g2448a, Em0001g2445a, Em0001g2453a, Em0055g9a, Em0001g2446a, Em0055g19a, Em0886g1a, Em0055g11a, Em0001g2457a, Em0001g2455a, Em0001g2418a	jg21684.t1, jg21686.t1
OG0000574	Em0020g840a	jg27900.t1, jg27047.t1
OG0000576	Em0016g517a	jg19301.t1
OG0000581	Em0011g1201a	jg26971.t1, jg26973.t1, jg22059.t2, jg22059.t1, jg26969.t1, jg2876.t1, jg10395.t1, jg10441.t2, jg10441.t1, jg10405.t1, jg22063.t1, jg26975.t1, jg26972.t1, jg10398.t1, jg2878.t1, jg2880.t1, jg2886.t1, jg26970.t1, jg10397.t2, jg10397.t1
OG0000595	Em0001g3104a, Em0013g865a, Em0013g862a, Em0013g878a, Em0001g490a, Em0001g2050a	jg520.t1
OG0000596	Em0011g140a	jg6297.t1, jg5163.t1, jg5955.t2, jg5955.t1, jg14780.t1, jg27395.t1
OG0000601	Em0002g437a	jg29928.t1
OG0000601	Em0010g472a, Em0010g455a, Em0010g457a	jg23706.t1
OG0000603	Em0010g708a, Em0021g509a	jg27694.t1, jg7642.t1, jg22663.t1
OG0000608	Em0017g371a, Em0017g367a, Em0017g369a, Em0017g373a	jg1411.t1, jg19169.t1, jg24362.t1, jg21643.t1, jg13473.t1, jg24360.t1, jg12035.t1, jg12034.t1, jg12033.t1, jg413.t1
OG0000611	Em0020g572a	jg7966.t1
OG0000611	Em0012g623a, Em0015g322a, Em0015g323a, Em0015g81a, Em0012g578a, Em0012g569a, Em0012g533a, Em0012g554a, Em0012g581a	jg25156.t1, jg14351.t1
OG0000612	Em0001g1713a, Em0001g1714a	jg590.t1, jg15482.t1, jg25603.t1, jg10042.t1, jg10040.t1, jg25608.t1, jg10040.t2, jg25602.t1, jg25609.t1, jg10041.t1, jg15483.t1, jg25601.t1, jg15481.t1
OG0000613	Em0023g889a, Em0023g883a, Em0023g841a	jg18963.t1, jg8756.t1, jg11723.t1, jg18479.t1, jg18478.t1, jg18313.t1, jg7915.t1, jg3387.t1, jg17089.t1
OG0000614	Em0007g1569a	jg12116.t1, jg9753.t1, jg21001.t1, jg21004.t1, jg20994.t1, jg3024.t1, jg18277.t1, jg20991.t1, jg3030.t1, jg22053.t1, jg12117.t1, jg12115.t1, jg1639.t1
OG0000615	Em0048g24a	jg2938.t2, jg2938.t1, jg27469.t1, jg15170.t1, jg7399.t1, jg23913.t1, jg5726.t1, jg16172.t1, jg17641.t1, jg16173.t1, jg17642.t1, jg5725.t1, jg16878.t1, jg7398.t1, jg8701.t2, jg8701.t1
OG0000617	Em0011g789a	jg15371.t1, jg27028.t1, jg11456.t1, jg11459.t1, jg18173.t1, jg12408.t1, jg12411.t1, jg18187.t1, jg18174.t2, jg3739.t1, jg11444.t1, jg11454.t1, jg6849.t1, jg18174.t1, jg6658.t1, jg18187.t2, jg18187.t3
OG0000619	Em0015g1083a	jg10225.t1, jg10223.t1, jg10224.t1, jg23255.t1
OG0000620	Em0211g4a, Em0017g577a, Em0017g585a, Em0007g937a, Em0017g587a, Em0017g575a	jg23016.t1, jg23017.t1, jg23018.t1, jg23014.t1, jg23015.t1
OG0000632	Em0022g348a	jg3972.t1, jg22200.t1, jg22244.t1, jg22228.t1, jg3436.t1, jg22237.t1, jg22194.t1, jg4006.t1, jg4015.t1, jg28990.t1, jg3976.t1, jg3971.t1, jg3991.t1, jg17785.t1, jg22223.t1, jg4014.t1, jg22231.t1, jg28992.t1
OG0000646	Em0001g288a, Em0021g1007a, Em0002g1906a, Em0009g387a, Em0009g384a, Em0008g404a, Em0933g4a, Em0098g9a, Em0005g974a, Em0003g1140a, Em0057g25a, Em0003g249a, Em0830g3a, Em0887g2a	jg16183.t1
OG0000646	Em0031g12a	jg8046.t1
OG0000648	Em0006g1141a, Em0007g1077a	jg23883.t1, jg20992.t1
OG0000648	Em0025g20a, Em0004g1453a	jg703.t1, jg23940.t1
OG0000648	Em0004g1630a, Em0034g20a, Em0001g1175a	jg29319.t1, jg6473.t1, jg19633.t1
OG0000652	Em0016g1013a	jg19234.t1
OG0000657	Em0014g886a	jg25821.t1
OG0000658	Em0049g24a, Em0022g450a, Em0008g1035a	jg3247.t1
OG0000658	Em0002g67a, Em0002g113a, Em0002g110a, Em0002g72a, Em0002g112a, Em0002g68a	jg3249.t1, jg3250.t1, jg3248.t1, jg3250.t2
OG0000659	Em0018g1117a	jg21456.t1, jg1965.t1, jg23840.t1, jg27457.t1, jg26765.t1, jg23834.t1, jg21463.t1, jg11835.t1, jg11838.t1, jg11834.t1, jg11843.t1, jg11811.t1
OG0000662	Em0017g165a, Em0017g166a	jg19997.t1
OG0000662	Em0013g575a, Em0013g573a, Em0013g578a	jg19996.t1, jg19998.t1, jg20000.t1
OG0000665	Em0016g289a, Em0015g178a	jg8975.t1
OG0000666	Em0009g1264a, Em0014g641a, Em0006g977a, Em0002g457a	jg10883.t1, jg10884.t1, jg1872.t1, jg12416.t1
OG0000671	Em0009g1039a, Em0009g1040a, Em0009g1035a, Em0009g1037a, Em0009g1038a, Em0009g1041a	jg17919.t1, jg4205.t1, jg17920.t1, jg4206.t1
OG0000672	Em0005g1628a, Em0005g1630a	jg12795.t1, jg5912.t1, jg8033.t1, jg12692.t1, jg12692.t2, jg22991.t1, jg7245.t1, jg7246.t1
OG0000673	Em0005g1550a, Em0005g1552a, Em0005g1553a, Em0002g557a, Em0005g1549a	jg18775.t1, jg12444.t1, jg24646.t1, jg14970.t1, jg19701.t1, jg14974.t1
OG0000674	Em0011g779a, Em0196g1a, Em0196g5a	jg1022.t1, jg25815.t1, jg25810.t1, jg1019.t1, jg1017.t1, jg6672.t1, jg1372.t1, jg27030.t1, jg25814.t1, jg1016.t1, jg25811.t1, jg25813.t1, jg25812.t1, jg1020.t1
OG0000675	Em0019g284a	jg28391.t1
OG0000676	Em0020g897a, Em0020g894a, Em0020g898a, Em0020g893a, Em0020g895a, Em0020g899a, Em0020g891a, Em0020g890a, Em0020g901a, Em0020g900a, Em0020g902a	jg29843.t1, jg29841.t2, jg29841.t1
OG0000695	Em0013g383a	jg656.t1, jg15549.t1, jg27040.t1, jg27826.t1, jg21061.t1, jg24696.t1, jg18609.t1, jg10298.t1, jg9307.t1, jg3915.t1, jg22907.t1, jg6583.t1, jg25196.t1, jg14073.t1, jg27827.t1, jg21059.t1, jg27041.t1, jg15548.t1
OG0000709	Em0018g1118a	jg1669.t1, jg21531.t1, jg11792.t1, jg21441.t1, jg11785.t1, jg27564.t1, jg11794.t1, jg28882.t1, jg14863.t1
OG0000716	Em0019g1211a	jg28063.t1
OG0000717	Em0003g1248a	jg24816.t1
OG0000720	Em0001g2847a, Em0004g1176a, Em0015g1155a, Em0010g29a, Em0015g1152a, Em0015g1154a, Em0015g1153a	jg17057.t1, jg17054.t1, jg2646.t1, jg17055.t1, jg17058.t1
OG0000721	Em0008g891a	jg24335.t1, jg9806.t1, jg9807.t1, jg24336.t1
OG0000721	Em0021g752a	jg12222.t1
OG0000722	Em0019g248a	jg27982.t1
OG0000722	Em0022g528a, Em1136g1a, Em0001g930a, Em0001g968a, Em0001g1001a, Em0001g1021a, Em0001g1022a, Em0001g1023a, Em0001g1481a, Em0001g926a, Em0001g1618a, Em0001g1614a	jg19107.t1
OG0000723	Em0006g958a, Em0006g943a	jg22461.t1, jg22462.t1
OG0000725	Em0003g1675a, Em0003g1640a, Em0018g899a, Em0005g1157a, Em0001g851a, Em0017g425a	jg15536.t1, jg17210.t1, jg28767.t1
OG0000726	Em0013g793a	jg16227.t1, jg15573.t1, jg15576.t1, jg16232.t1, jg16230.t1, jg212.t1, jg25727.t1, jg17940.t1
OG0000727	Em0018g1086a, Em0018g1142a, Em0018g1088a	jg11920.t1
OG0000728	Em0004g1057a, Em0003g1303a, Em0003g1536a, Em0003g1324a, Em0003g1301a, Em0003g1305a	jg11135.t1, jg11134.t1
OG0000728	Em0022g869a, Em0022g870a	jg3266.t1, jg8614.t1
