HOG	OG	Gene Tree Parent Clade	Amphimedon_UP000007879_400682	Ephydatia_Emu_v1_prots	Human_UP000005640_9606	Niphates_augustus.hints.aa
N2.HOG0000304	OG0000123	n0	tr|A0A1X7U3V6|A0A1X7U3V6_AMPQE, tr|A0A1X7T1C1|A0A1X7T1C1_AMPQE, tr|A0A1X7T402|A0A1X7T402_AMPQE, tr|A0A1X7TRE6|A0A1X7TRE6_AMPQE, tr|A0A1X7SIX7|A0A1X7SIX7_AMPQE, tr|A0A1X7TN48|A0A1X7TN48_AMPQE, tr|A0A1X7T2P7|A0A1X7T2P7_AMPQE, tr|A0A1X7TH78|A0A1X7TH78_AMPQE, tr|A0A1X7SGD3|A0A1X7SGD3_AMPQE, tr|A0A1X7TKQ6|A0A1X7TKQ6_AMPQE, tr|A0A1X7SZD3|A0A1X7SZD3_AMPQE, tr|A0A1X7T6T0|A0A1X7T6T0_AMPQE, tr|A0A1X7TB34|A0A1X7TB34_AMPQE, tr|A0A1X7SZE3|A0A1X7SZE3_AMPQE, tr|A0A1X7T7Z2|A0A1X7T7Z2_AMPQE, tr|A0A1X7UET7|A0A1X7UET7_AMPQE, tr|A0A1X7SSG2|A0A1X7SSG2_AMPQE, tr|A0A1X7SV64|A0A1X7SV64_AMPQE, tr|A0A1X7T4E6|A0A1X7T4E6_AMPQE, tr|A0A1X7SW56|A0A1X7SW56_AMPQE, tr|A0A1X7SSR0|A0A1X7SSR0_AMPQE, tr|A0A1X7SR59|A0A1X7SR59_AMPQE, tr|A0A1X7SYP6|A0A1X7SYP6_AMPQE, tr|A0A1X7SKA9|A0A1X7SKA9_AMPQE, tr|A0A1X7THA1|A0A1X7THA1_AMPQE, tr|A0A1X7TGH9|A0A1X7TGH9_AMPQE, tr|A0A1X7TA08|A0A1X7TA08_AMPQE, tr|A0A1X7TPR0|A0A1X7TPR0_AMPQE, tr|A0A1X7T4N8|A0A1X7T4N8_AMPQE, tr|A0A1X7TE09|A0A1X7TE09_AMPQE, tr|A0A1X7STK6|A0A1X7STK6_AMPQE, tr|A0A1X7T3Z8|A0A1X7T3Z8_AMPQE, tr|A0A1X7SDB4|A0A1X7SDB4_AMPQE, tr|A0A1X7T6Q0|A0A1X7T6Q0_AMPQE, tr|A0A1X7T3F6|A0A1X7T3F6_AMPQE, tr|A0A1X7T5M8|A0A1X7T5M8_AMPQE, tr|A0A1X7TBJ8|A0A1X7TBJ8_AMPQE, tr|A0A1X7SQV3|A0A1X7SQV3_AMPQE, tr|A0A1X7SQY9|A0A1X7SQY9_AMPQE, tr|A0A1X7SYJ3|A0A1X7SYJ3_AMPQE, tr|A0A1X7SMF3|A0A1X7SMF3_AMPQE, tr|A0A1X7T5P9|A0A1X7T5P9_AMPQE, tr|A0A1X7SKV5|A0A1X7SKV5_AMPQE, tr|A0A1X7T1X3|A0A1X7T1X3_AMPQE, tr|A0A1X7SQ10|A0A1X7SQ10_AMPQE, tr|A0A1X7TAU5|A0A1X7TAU5_AMPQE, tr|A0A1X7SK25|A0A1X7SK25_AMPQE			
N2.HOG0000305	OG0000124	n0	tr|A0A1X7SU10|A0A1X7SU10_AMPQE, tr|A0A1X7TW98|A0A1X7TW98_AMPQE, tr|A0A1X7TFT9|A0A1X7TFT9_AMPQE, tr|A0A1X7V2R5|A0A1X7V2R5_AMPQE, tr|A0A1X7TWD5|A0A1X7TWD5_AMPQE, tr|A0A1X7T2U2|A0A1X7T2U2_AMPQE, tr|A0A1X7TR06|A0A1X7TR06_AMPQE, tr|A0A1X7TD94|A0A1X7TD94_AMPQE, tr|A0A1X7T257|A0A1X7T257_AMPQE, tr|A0A1X7T2I1|A0A1X7T2I1_AMPQE, tr|A0A1X7TWS9|A0A1X7TWS9_AMPQE, tr|A0A1X7SXL7|A0A1X7SXL7_AMPQE, tr|A0A1X7SWX1|A0A1X7SWX1_AMPQE, tr|A0A1X7TEN0|A0A1X7TEN0_AMPQE, tr|A0A1X7TIT8|A0A1X7TIT8_AMPQE, tr|A0A1X7TQU6|A0A1X7TQU6_AMPQE, tr|A0A1X7SE94|A0A1X7SE94_AMPQE, tr|A0A1X7TR61|A0A1X7TR61_AMPQE, tr|A0A1X7T3C6|A0A1X7T3C6_AMPQE, tr|A0A1X7SPI2|A0A1X7SPI2_AMPQE, tr|A0A1X7ST06|A0A1X7ST06_AMPQE, tr|A0A1X7TWS4|A0A1X7TWS4_AMPQE, tr|A0A1X7T9E0|A0A1X7T9E0_AMPQE, tr|A0A1X7T9F6|A0A1X7T9F6_AMPQE, tr|A0A1X7TX91|A0A1X7TX91_AMPQE, tr|A0A1X7TH19|A0A1X7TH19_AMPQE, tr|A0A1X7T2Y0|A0A1X7T2Y0_AMPQE, tr|A0A1X7TWV8|A0A1X7TWV8_AMPQE, tr|A0A1X7TWN1|A0A1X7TWN1_AMPQE, tr|A0A1X7UN03|A0A1X7UN03_AMPQE			jg25444.t2, jg25444.t1, jg25435.t1, jg25435.t2, jg25455.t1, jg9636.t3, jg9636.t1, jg9636.t2, jg25442.t1, jg25439.t1, jg9634.t1, jg25433.t1, jg25436.t1, jg25457.t1, jg9638.t1, jg24656.t1, jg9641.t1
N2.HOG0000306	OG0000125	n0	tr|A0A1X7VRZ9|A0A1X7VRZ9_AMPQE, tr|A0A1X7UBT0|A0A1X7UBT0_AMPQE, tr|A0A1X7SQ56|A0A1X7SQ56_AMPQE, tr|A0A1X7VM72|A0A1X7VM72_AMPQE, tr|A0A1X7VVQ4|A0A1X7VVQ4_AMPQE, tr|A0A1X7U4N5|A0A1X7U4N5_AMPQE, tr|A0A1X7U514|A0A1X7U514_AMPQE, tr|A0A1X7VBK9|A0A1X7VBK9_AMPQE, tr|A0A1X7U1I4|A0A1X7U1I4_AMPQE, tr|A0A1X7V6N3|A0A1X7V6N3_AMPQE, tr|A0A1X7T190|A0A1X7T190_AMPQE, tr|A0A1X7TW39|A0A1X7TW39_AMPQE, tr|A0A1X7VI25|A0A1X7VI25_AMPQE, tr|A0A1X7VKB5|A0A1X7VKB5_AMPQE, tr|A0A1X7VFI2|A0A1X7VFI2_AMPQE, tr|A0A1X7U6R9|A0A1X7U6R9_AMPQE, tr|A0A1X7TFR3|A0A1X7TFR3_AMPQE, tr|A0A1X7UDV8|A0A1X7UDV8_AMPQE, tr|A0A1X7SZH8|A0A1X7SZH8_AMPQE, tr|A0A1X7U175|A0A1X7U175_AMPQE, tr|A0A1X7TSQ8|A0A1X7TSQ8_AMPQE, tr|A0A1X7SPP5|A0A1X7SPP5_AMPQE, tr|A0A1X7VC98|A0A1X7VC98_AMPQE, tr|A0A1X7TWJ2|A0A1X7TWJ2_AMPQE, tr|A0A1X7T5W5|A0A1X7T5W5_AMPQE, tr|A0A1X7VY93|A0A1X7VY93_AMPQE, tr|A0A1X7VH14|A0A1X7VH14_AMPQE, tr|A0A1X7VXH1|A0A1X7VXH1_AMPQE, tr|A0A1X7U744|A0A1X7U744_AMPQE, tr|A0A1X7TDP6|A0A1X7TDP6_AMPQE, tr|A0A1X7VBH1|A0A1X7VBH1_AMPQE, tr|A0A1X7T6N4|A0A1X7T6N4_AMPQE, tr|A0A1X7VBG7|A0A1X7VBG7_AMPQE, tr|A0A1X7UNA8|A0A1X7UNA8_AMPQE, tr|A0A1X7VE10|A0A1X7VE10_AMPQE, tr|A0A1X7UGB3|A0A1X7UGB3_AMPQE, tr|A0A1X7VCX7|A0A1X7VCX7_AMPQE, tr|A0A1X7VHN1|A0A1X7VHN1_AMPQE, tr|A0A1X7UP37|A0A1X7UP37_AMPQE, tr|A0A1X7UTG4|A0A1X7UTG4_AMPQE, tr|A0A1X7VJ23|A0A1X7VJ23_AMPQE, tr|A0A1X7VG42|A0A1X7VG42_AMPQE, tr|A0A1X7T0A5|A0A1X7T0A5_AMPQE, tr|A0A1X7UPC1|A0A1X7UPC1_AMPQE, tr|A0A1X7V4W7|A0A1X7V4W7_AMPQE, tr|A0A1X7V669|A0A1X7V669_AMPQE, tr|A0A1X7V5M3|A0A1X7V5M3_AMPQE			
N2.HOG0000307	OG0000128	n0	tr|A0A1X7T882|A0A1X7T882_AMPQE, tr|A0A1X7SE83|A0A1X7SE83_AMPQE, tr|A0A1X7V1N7|A0A1X7V1N7_AMPQE, tr|A0A1X7SFG9|A0A1X7SFG9_AMPQE, tr|A0A1X7SMZ6|A0A1X7SMZ6_AMPQE, tr|A0A1X7SP45|A0A1X7SP45_AMPQE, tr|A0A1X7SRV3|A0A1X7SRV3_AMPQE, tr|A0A1X7UNE8|A0A1X7UNE8_AMPQE, tr|A0A1X7T209|A0A1X7T209_AMPQE, tr|A0A1X7UT35|A0A1X7UT35_AMPQE, tr|A0A1X7UN67|A0A1X7UN67_AMPQE, tr|A0A1X7TY31|A0A1X7TY31_AMPQE, tr|A0A1X7UGP9|A0A1X7UGP9_AMPQE, tr|A0A1X7UEA7|A0A1X7UEA7_AMPQE, tr|A0A1X7STI7|A0A1X7STI7_AMPQE, tr|A0A1X7TGB8|A0A1X7TGB8_AMPQE, tr|A0A1X7VE80|A0A1X7VE80_AMPQE, tr|A0A1X7TQK1|A0A1X7TQK1_AMPQE, tr|A0A1X7SGI5|A0A1X7SGI5_AMPQE, tr|A0A1X7SXY1|A0A1X7SXY1_AMPQE, tr|A0A1X7UAV3|A0A1X7UAV3_AMPQE, tr|A0A1X7TLM5|A0A1X7TLM5_AMPQE, tr|A0A1X7UUF0|A0A1X7UUF0_AMPQE, tr|A0A1X7SP05|A0A1X7SP05_AMPQE, tr|A0A1X7V2B0|A0A1X7V2B0_AMPQE, tr|A0A1X7UP44|A0A1X7UP44_AMPQE, tr|A0A1X7SKP9|A0A1X7SKP9_AMPQE, tr|A0A1X7VE88|A0A1X7VE88_AMPQE, tr|A0A1X7SK79|A0A1X7SK79_AMPQE, tr|A0A1X7SUT4|A0A1X7SUT4_AMPQE, tr|A0A1X7SDP4|A0A1X7SDP4_AMPQE, tr|A0A1X7TYL5|A0A1X7TYL5_AMPQE, tr|A0A1X7SMD9|A0A1X7SMD9_AMPQE, tr|A0A1X7T294|A0A1X7T294_AMPQE, tr|A0A1X7SQ96|A0A1X7SQ96_AMPQE, tr|A0A1X7STC7|A0A1X7STC7_AMPQE, tr|A0A1X7USC5|A0A1X7USC5_AMPQE, tr|A0A1X7TSV9|A0A1X7TSV9_AMPQE, tr|A0A1X7SFT6|A0A1X7SFT6_AMPQE, tr|A0A1X7SGU8|A0A1X7SGU8_AMPQE, tr|A0A1X7SME1|A0A1X7SME1_AMPQE, tr|A0A1X7TTZ8|A0A1X7TTZ8_AMPQE, tr|A0A1X7TSF2|A0A1X7TSF2_AMPQE, tr|A0A1X7SLP9|A0A1X7SLP9_AMPQE, tr|A0A1X7UT30|A0A1X7UT30_AMPQE			jg457.t1
N2.HOG0000308	OG0000129	n9	tr|A0A1X7V9K0|A0A1X7V9K0_AMPQE, tr|A0A1X7SJ45|A0A1X7SJ45_AMPQE			
N2.HOG0000309	OG0000129	n12	tr|A0A1X7SYB6|A0A1X7SYB6_AMPQE, tr|A0A1X7SR40|A0A1X7SR40_AMPQE			jg14919.t1, jg14924.t1, jg28860.t1, jg28857.t1, jg14921.t1
N2.HOG0000310	OG0000129	n18	tr|A0A1X7V9K7|A0A1X7V9K7_AMPQE			jg22677.t1, jg22675.t1, jg22674.t1
N2.HOG0000311	OG0000129	n21	tr|A0A1X7UXZ0|A0A1X7UXZ0_AMPQE, tr|A0A1X7SFH7|A0A1X7SFH7_AMPQE, tr|A0A1X7VAB7|A0A1X7VAB7_AMPQE, tr|A0A1X7V8S5|A0A1X7V8S5_AMPQE, tr|A0A1X7VAX4|A0A1X7VAX4_AMPQE, tr|A0A1X7T3P9|A0A1X7T3P9_AMPQE, tr|A0A1X7V9K6|A0A1X7V9K6_AMPQE, tr|A0A1X7SHN7|A0A1X7SHN7_AMPQE, tr|A0A1X7SV78|A0A1X7SV78_AMPQE, tr|A0A1X7SKD0|A0A1X7SKD0_AMPQE, tr|A0A1X7SN28|A0A1X7SN28_AMPQE, tr|A0A1X7T7M6|A0A1X7T7M6_AMPQE, tr|A0A1X7VAY4|A0A1X7VAY4_AMPQE, tr|A0A1X7T8B1|A0A1X7T8B1_AMPQE, tr|A0A1X7UYP0|A0A1X7UYP0_AMPQE, tr|A0A1X7V8Q4|A0A1X7V8Q4_AMPQE, tr|A0A1X7V9L7|A0A1X7V9L7_AMPQE, tr|A0A1X7VAX9|A0A1X7VAX9_AMPQE, tr|A0A1X7UZ52|A0A1X7UZ52_AMPQE, tr|A0A1X7VAA2|A0A1X7VAA2_AMPQE, tr|A0A1X7STY4|A0A1X7STY4_AMPQE, tr|A0A1X7SLG4|A0A1X7SLG4_AMPQE, tr|A0A1X7V9M7|A0A1X7V9M7_AMPQE, tr|A0A1X7T3N5|A0A1X7T3N5_AMPQE, tr|A0A1X7UXD9|A0A1X7UXD9_AMPQE			
N2.HOG0000312	OG0000130	n18	tr|A0A1X7T655|A0A1X7T655_AMPQE, tr|A0A1X7TZ01|A0A1X7TZ01_AMPQE, tr|A0A1X7U6I4|A0A1X7U6I4_AMPQE			
N2.HOG0000313	OG0000130	n21	tr|A0A1X7UT26|A0A1X7UT26_AMPQE, tr|A0A1X7TP19|A0A1X7TP19_AMPQE			jg17876.t1, jg17781.t1, jg25265.t1
N2.HOG0000314	OG0000130	n25	tr|A0A1X7TXX4|A0A1X7TXX4_AMPQE, tr|A0A1X7TK10|A0A1X7TK10_AMPQE, tr|A0A1X7UK06|A0A1X7UK06_AMPQE, tr|A0A1X7TXH9|A0A1X7TXH9_AMPQE, tr|A0A1X7TKA3|A0A1X7TKA3_AMPQE, tr|A0A1X7SKL8|A0A1X7SKL8_AMPQE, tr|A0A1X7T4H4|A0A1X7T4H4_AMPQE, tr|A0A1X7SMG8|A0A1X7SMG8_AMPQE, tr|A0A1X7SG93|A0A1X7SG93_AMPQE, tr|A0A1X7SFY1|A0A1X7SFY1_AMPQE, tr|A0A1X7SNM8|A0A1X7SNM8_AMPQE, tr|A0A1X7TXA7|A0A1X7TXA7_AMPQE, tr|A0A1X7U6I8|A0A1X7U6I8_AMPQE, tr|A0A1X7U7S7|A0A1X7U7S7_AMPQE, tr|A0A1X7VFR1|A0A1X7VFR1_AMPQE, tr|A0A1X7U7W2|A0A1X7U7W2_AMPQE, tr|A0A1X7U6K5|A0A1X7U6K5_AMPQE, tr|A0A1X7U7R4|A0A1X7U7R4_AMPQE, tr|A0A1X7U7C5|A0A1X7U7C5_AMPQE, tr|A0A1X7U7T8|A0A1X7U7T8_AMPQE			jg10314.t1
N2.HOG0000315	OG0000134	n0	tr|A0A1X7ST83|A0A1X7ST83_AMPQE, tr|A0A1X7VQZ7|A0A1X7VQZ7_AMPQE, tr|A0A1X7UG49|A0A1X7UG49_AMPQE, tr|A0A1X7TBY7|A0A1X7TBY7_AMPQE, tr|A0A1X7TEG0|A0A1X7TEG0_AMPQE, tr|A0A1X7UFT9|A0A1X7UFT9_AMPQE, tr|A0A1X7TSP5|A0A1X7TSP5_AMPQE, tr|A0A1X7TT07|A0A1X7TT07_AMPQE, tr|A0A1X7TF21|A0A1X7TF21_AMPQE, tr|A0A1X7TT12|A0A1X7TT12_AMPQE, tr|A0A1X7TD85|A0A1X7TD85_AMPQE, tr|A0A1X7U5T7|A0A1X7U5T7_AMPQE, tr|A0A1X7UGL0|A0A1X7UGL0_AMPQE, tr|A0A1X7SS75|A0A1X7SS75_AMPQE, tr|A0A1X7SYW6|A0A1X7SYW6_AMPQE, tr|A0A1X7SFY0|A0A1X7SFY0_AMPQE, tr|A0A1X7T308|A0A1X7T308_AMPQE, tr|A0A1X7SMX8|A0A1X7SMX8_AMPQE, tr|A0A1X7TEP8|A0A1X7TEP8_AMPQE, tr|A0A1X7UF64|A0A1X7UF64_AMPQE, tr|A0A1X7TCK9|A0A1X7TCK9_AMPQE, tr|A0A1X7SWU4|A0A1X7SWU4_AMPQE, tr|A0A1X7U1A9|A0A1X7U1A9_AMPQE, tr|A0A1X7UH41|A0A1X7UH41_AMPQE, tr|A0A1X7U5L7|A0A1X7U5L7_AMPQE, tr|A0A1X7UU01|A0A1X7UU01_AMPQE, tr|A0A1X7U587|A0A1X7U587_AMPQE, tr|A0A1X7VGS6|A0A1X7VGS6_AMPQE, tr|A0A1X7TBN9|A0A1X7TBN9_AMPQE, tr|A0A1X7V2G3|A0A1X7V2G3_AMPQE, tr|A0A1X7UH31|A0A1X7UH31_AMPQE, tr|A0A1X7T0B9|A0A1X7T0B9_AMPQE, tr|A0A1X7USI1|A0A1X7USI1_AMPQE, tr|A0A1X7TT08|A0A1X7TT08_AMPQE, tr|A0A1X7SF45|A0A1X7SF45_AMPQE, tr|A0A1X7UBJ3|A0A1X7UBJ3_AMPQE, tr|A0A1X7U1A4|A0A1X7U1A4_AMPQE, tr|A0A1X7T7I7|A0A1X7T7I7_AMPQE, tr|A0A1X7SNG0|A0A1X7SNG0_AMPQE, tr|A0A1X7UEA6|A0A1X7UEA6_AMPQE, tr|A0A1X7TBY9|A0A1X7TBY9_AMPQE, tr|A0A1X7TED4|A0A1X7TED4_AMPQE, tr|A0A1X7VFT2|A0A1X7VFT2_AMPQE, tr|A0A1X7SGX2|A0A1X7SGX2_AMPQE, tr|A0A1X7SD64|A0A1X7SD64_AMPQE			
N2.HOG0000316	OG0000135	n0	tr|A0A1X7SL74|A0A1X7SL74_AMPQE, tr|A0A1X7SJD5|A0A1X7SJD5_AMPQE, tr|A0A1X7TDT5|A0A1X7TDT5_AMPQE, tr|A0A1X7SFV6|A0A1X7SFV6_AMPQE, tr|A0A1X7TPZ9|A0A1X7TPZ9_AMPQE, tr|A0A1X7VBN6|A0A1X7VBN6_AMPQE, tr|A0A1X7SKU8|A0A1X7SKU8_AMPQE, tr|A0A1X7SEV1|A0A1X7SEV1_AMPQE, tr|A0A1X7SR03|A0A1X7SR03_AMPQE, tr|A0A1X7T5I8|A0A1X7T5I8_AMPQE, tr|A0A1X7T9B8|A0A1X7T9B8_AMPQE, tr|A0A1X7T568|A0A1X7T568_AMPQE, tr|A0A1X7SUZ7|A0A1X7SUZ7_AMPQE, tr|A0A1X7SPG4|A0A1X7SPG4_AMPQE, tr|A0A1X7SHZ9|A0A1X7SHZ9_AMPQE, tr|A0A1X7SLM4|A0A1X7SLM4_AMPQE, tr|A0A1X7T0P0|A0A1X7T0P0_AMPQE, tr|A0A1X7SV16|A0A1X7SV16_AMPQE, tr|A0A1X7SH01|A0A1X7SH01_AMPQE, tr|A0A1X7UNJ4|A0A1X7UNJ4_AMPQE, tr|A0A1X7SNZ1|A0A1X7SNZ1_AMPQE, tr|A0A1X7SVG2|A0A1X7SVG2_AMPQE, tr|A0A1X7SNY0|A0A1X7SNY0_AMPQE, tr|A0A1X7SNY8|A0A1X7SNY8_AMPQE, tr|A0A1X7SH74|A0A1X7SH74_AMPQE, tr|A0A1X7T562|A0A1X7T562_AMPQE, tr|A0A1X7UM77|A0A1X7UM77_AMPQE, tr|A0A1X7T592|A0A1X7T592_AMPQE, tr|A0A1X7STR0|A0A1X7STR0_AMPQE, tr|A0A1X7UAP9|A0A1X7UAP9_AMPQE, tr|A0A1X7UMU6|A0A1X7UMU6_AMPQE, tr|A0A1X7SV57|A0A1X7SV57_AMPQE, tr|A0A1X7SPB7|A0A1X7SPB7_AMPQE, tr|A0A1X7SPF5|A0A1X7SPF5_AMPQE, tr|A0A1X7SPD1|A0A1X7SPD1_AMPQE, tr|A0A1X7SV40|A0A1X7SV40_AMPQE, tr|A0A1X7VDQ8|A0A1X7VDQ8_AMPQE, tr|A0A1X7STK1|A0A1X7STK1_AMPQE, tr|A0A1X7UNV7|A0A1X7UNV7_AMPQE, tr|A0A1X7SSS7|A0A1X7SSS7_AMPQE, tr|A0A1X7UM73|A0A1X7UM73_AMPQE, tr|A0A1X7SML2|A0A1X7SML2_AMPQE, tr|A0A1X7T5Z1|A0A1X7T5Z1_AMPQE, tr|A0A1X7STZ5|A0A1X7STZ5_AMPQE, tr|A0A1X7STK7|A0A1X7STK7_AMPQE			
N2.HOG0000317	OG0000136	n0	tr|A0A1X7TWA3|A0A1X7TWA3_AMPQE, tr|A0A1X7U1J9|A0A1X7U1J9_AMPQE, tr|A0A1X7UVE8|A0A1X7UVE8_AMPQE, tr|A0A1X7T8D8|A0A1X7T8D8_AMPQE, tr|A0A1X7UPU8|A0A1X7UPU8_AMPQE, tr|A0A1X7UA22|A0A1X7UA22_AMPQE, tr|A0A1X7V7U3|A0A1X7V7U3_AMPQE, tr|A0A1X7U844|A0A1X7U844_AMPQE, tr|A0A1X7SU48|A0A1X7SU48_AMPQE, tr|A0A1X7V3M2|A0A1X7V3M2_AMPQE, tr|A0A1X7UBZ3|A0A1X7UBZ3_AMPQE, tr|A0A1X7VDZ6|A0A1X7VDZ6_AMPQE, tr|A0A1X7V8M6|A0A1X7V8M6_AMPQE, tr|A0A1X7TT35|A0A1X7TT35_AMPQE, tr|A0A1X7VTN1|A0A1X7VTN1_AMPQE, tr|A0A1X7VKY0|A0A1X7VKY0_AMPQE, tr|A0A1X7UKG6|A0A1X7UKG6_AMPQE, tr|A0A1X7SH86|A0A1X7SH86_AMPQE, tr|A0A1X7UQV7|A0A1X7UQV7_AMPQE, tr|A0A1X7VSK2|A0A1X7VSK2_AMPQE, tr|A0A1X7V1B8|A0A1X7V1B8_AMPQE, tr|A0A1X7V630|A0A1X7V630_AMPQE, tr|A0A1X7VW11|A0A1X7VW11_AMPQE, tr|A0A1X7V1I5|A0A1X7V1I5_AMPQE, tr|A0A1X7UZP5|A0A1X7UZP5_AMPQE, tr|A0A1X7UXT1|A0A1X7UXT1_AMPQE, tr|A0A1X7SHS8|A0A1X7SHS8_AMPQE, tr|A0A1X7T6H4|A0A1X7T6H4_AMPQE, tr|A0A1X7U4M2|A0A1X7U4M2_AMPQE, tr|A0A1X7TRB6|A0A1X7TRB6_AMPQE, tr|A0A1X7TZQ1|A0A1X7TZQ1_AMPQE, tr|A0A1X7USY4|A0A1X7USY4_AMPQE, tr|A0A1X7VBS0|A0A1X7VBS0_AMPQE, tr|A0A1X7TZY7|A0A1X7TZY7_AMPQE, tr|A0A1X7UQ74|A0A1X7UQ74_AMPQE, tr|A0A1X7TT30|A0A1X7TT30_AMPQE, tr|A0A1X7UB43|A0A1X7UB43_AMPQE, tr|A0A1X7SRA4|A0A1X7SRA4_AMPQE, tr|A0A1X7UVM2|A0A1X7UVM2_AMPQE, tr|A0A1X7T3G8|A0A1X7T3G8_AMPQE, tr|A0A1X7V7W5|A0A1X7V7W5_AMPQE, tr|A0A1X7UMP6|A0A1X7UMP6_AMPQE, tr|A0A1X7TYQ8|A0A1X7TYQ8_AMPQE, tr|A0A1X7TZ88|A0A1X7TZ88_AMPQE, tr|A0A1X7TWK7|A0A1X7TWK7_AMPQE			
N2.HOG0000318	OG0000137	n5	tr|A0A1X7V2X8|A0A1X7V2X8_AMPQE			jg12856.t1
N2.HOG0000319	OG0000137	n9	tr|A0A1X7VV39|A0A1X7VV39_AMPQE			jg7007.t1
N2.HOG0000320	OG0000137	n11	tr|A0A1X7VRH4|A0A1X7VRH4_AMPQE			jg28808.t1
N2.HOG0000321	OG0000137	n14	tr|A0A1X7VLV0|A0A1X7VLV0_AMPQE			jg7001.t1
N2.HOG0000322	OG0000137	n35	tr|A0A1X7VI64|A0A1X7VI64_AMPQE			jg20691.t2
N2.HOG0000323	OG0000137	n40	tr|A0A1X7VME1|A0A1X7VME1_AMPQE			jg7003.t1
N2.HOG0000324	OG0000137	n41	tr|A0A1X7VWE8|A0A1X7VWE8_AMPQE			jg7006.t1
N2.HOG0000325	OG0000137	n42	tr|A0A1X7VUF2|A0A1X7VUF2_AMPQE			jg7005.t1
N2.HOG0000326	OG0000137	n43	tr|A0A1X7VMI2|A0A1X7VMI2_AMPQE			jg7004.t1
N2.HOG0000327	OG0000138	n0	tr|A0A1X7VJ76|A0A1X7VJ76_AMPQE			
N2.HOG0000328	OG0000145	n0				jg26155.t1, jg22853.t1, jg26457.t1, jg638.t1, jg10628.t1, jg3613.t1, jg7362.t1, jg2066.t1, jg22834.t1, jg7825.t1, jg26151.t1, jg7763.t1, jg23158.t1, jg26156.t1, jg16903.t1, jg10629.t1, jg9173.t1, jg27609.t1, jg17301.t1, jg22854.t1, jg25349.t1, jg17634.t1, jg27820.t1, jg7881.t2, jg7881.t1, jg9276.t1, jg29269.t1, jg22835.t1, jg26150.t1, jg4870.t1, jg9182.t1, jg23521.t1, jg3910.t1, jg3911.t1, jg9202.t1, jg21042.t1, jg5712.t1, jg26356.t1, jg15303.t1, jg10564.t1, jg3319.t1, jg27258.t1, jg17635.t1, jg25348.t1, jg22003.t1
N2.HOG0000329	OG0000146	n1	tr|A0A1X7SN36|A0A1X7SN36_AMPQE, tr|A0A1X7SS92|A0A1X7SS92_AMPQE, tr|A0A1X7SPU4|A0A1X7SPU4_AMPQE			jg9852.t1
N2.HOG0000330	OG0000146	n4	tr|A0A1X7TJL1|A0A1X7TJL1_AMPQE, tr|A0A1X7TJS4|A0A1X7TJS4_AMPQE, tr|A0A1X7T0I2|A0A1X7T0I2_AMPQE, tr|A0A1X7SI58|A0A1X7SI58_AMPQE, tr|A0A1X7T5B0|A0A1X7T5B0_AMPQE, tr|A0A1X7V845|A0A1X7V845_AMPQE, tr|A0A1X7T5X6|A0A1X7T5X6_AMPQE, tr|A0A1X7SPY3|A0A1X7SPY3_AMPQE, tr|A0A1X7SJT3|A0A1X7SJT3_AMPQE, tr|A0A1X7SJU2|A0A1X7SJU2_AMPQE, tr|A0A1X7SEC4|A0A1X7SEC4_AMPQE, tr|A0A1X7T0U0|A0A1X7T0U0_AMPQE, tr|A0A1X7SQ46|A0A1X7SQ46_AMPQE, tr|A0A1X7TD77|A0A1X7TD77_AMPQE, tr|A0A1X7T2P1|A0A1X7T2P1_AMPQE, tr|A0A1X7T1N6|A0A1X7T1N6_AMPQE, tr|A0A1X7V8Y5|A0A1X7V8Y5_AMPQE, tr|A0A1X7SR12|A0A1X7SR12_AMPQE, tr|A0A1X7UT91|A0A1X7UT91_AMPQE, tr|A0A1X7T9J7|A0A1X7T9J7_AMPQE, tr|A0A1X7SIB3|A0A1X7SIB3_AMPQE, tr|A0A1X7V9M0|A0A1X7V9M0_AMPQE, tr|A0A1X7UMY3|A0A1X7UMY3_AMPQE, tr|A0A1X7T6P4|A0A1X7T6P4_AMPQE, tr|A0A1X7TAL4|A0A1X7TAL4_AMPQE, tr|A0A1X7TKQ9|A0A1X7TKQ9_AMPQE, tr|A0A1X7SY60|A0A1X7SY60_AMPQE, tr|A0A1X7T0E5|A0A1X7T0E5_AMPQE, tr|A0A1X7VAD0|A0A1X7VAD0_AMPQE, tr|A0A1X7T2X7|A0A1X7T2X7_AMPQE, tr|A0A1X7T0Y0|A0A1X7T0Y0_AMPQE, tr|A0A1X7T6C2|A0A1X7T6C2_AMPQE, tr|A0A1X7VDC4|A0A1X7VDC4_AMPQE, tr|A0A1X7TC69|A0A1X7TC69_AMPQE, tr|A0A1X7SJJ0|A0A1X7SJJ0_AMPQE, tr|A0A1X7T1E0|A0A1X7T1E0_AMPQE, tr|A0A1X7UHQ2|A0A1X7UHQ2_AMPQE, tr|A0A1X7TKD4|A0A1X7TKD4_AMPQE, tr|A0A1X7TDI8|A0A1X7TDI8_AMPQE			jg9853.t1
N2.HOG0000331	OG0000147	n0	tr|A0A1X7T1U9|A0A1X7T1U9_AMPQE, tr|A0A1X7VRP4|A0A1X7VRP4_AMPQE, tr|A0A1X7VR92|A0A1X7VR92_AMPQE			jg2543.t1, jg21681.t1
